0.00047475-0.00045427i,0.00041656-0.00048408i,0.00036442-0.00051293i,0.00031909-0.00054061i,0.00028125-0.00056695i,0.00025145-0.00059175i,0.0002301-0.00061484i,0.00021751-0.00063608i,0.00021382-0.00065531i,0.00021905-0.00067243i,0.00023308-0.00068734i,0.00025564-0.00069995i,0.00028634-0.00071021i,0.00032466-0.00071811i,0.00036995-0.00072362i,0.00042148-0.00072676i,0.00047838-0.00072758i,0.00053974-0.00072615i,0.00060455-0.00072253i,0.00067176-0.00071684i,0.0007403-0.0007092i,0.00080905-0.00069975i,0.0008769-0.00068864i,0.00094277-0.00067603i,0.0010056-0.00066209i,0.0010644-0.00064701i,0.0011182-0.00063097i,0.0011662-0.00061415i,0.0012076-0.00059674i,0.0012417-0.00057889i,0.0012681-0.0005608i,0.0012862-0.00054261i,0.0012959-0.00052447i,0.0012969-0.00050652i,0.0012893-0.00048887i,0.0012732-0.00047161i,0.0012489-0.00045483i,0.0012167-0.0004386i,0.0011772-0.00042294i,0.0011311-0.00040788i,0.001079-0.00039342i,0.0010217-0.00037954i,0.00096029-0.0003662i,0.0008956-0.00035334i,0.00082868-0.00034091i,0.00076057-0.0003288i,0.00069232-0.00031693i,0.00062496-0.00030519i,0.00055953-0.00029347i,0.000497-0.00028165i,0.00043829-0.00026961i,0.00038425-0.00025724i,0.00033564-0.00024442i,0.00029312-0.00023105i,0.00025724-0.00021702i,0.00022842-0.00020226i,0.00020696-0.0001867i,0.00019304-0.00017027i,0.00018668-0.00015294i,0.00018777-0.00013469i,0.00019608-0.00011552i,0.00021123-9.5449e-05i,0.00023273-7.4522e-05i,0.00025996-5.2802e-05i,0.00029221-3.0372e-05i,0.00032865-7.3353e-06i,0.00036841+1.6186e-05i,0.00041051+4.0054e-05i,0.00045395+6.4114e-05i,0.00049769+8.82e-05i,0.00054066+0.00011213i,0.00058182+0.00013573i,0.00062014+0.0001588i,0.0006546+0.00018116i,0.00068429+0.0002026i,0.00070832+0.00022296i,0.00072593+0.00024204i,0.00073642+0.00025968i,0.00073923+0.00027572i,0.00073392+0.00029003i,0.00072016+0.00030249i,0.00069779+0.000313i,0.00066676+0.00032149i,0.00062717+0.0003279i,0.00057927+0.00033221i,0.00052344+0.00033443i,0.0004602+0.00033458i,0.00039019+0.00033272i,0.00031416+0.00032894i,0.00023297+0.00032336i,0.00014757+0.0003161i,5.8971e-05+0.00030733i,-3.1734e-05+0.00029722i,-0.00012343+0.00028599i,-0.00021496+0.00027385i,-0.00030519+0.00026103i,-0.00039299+0.00024776i,-0.00047723+0.00023431i,-0.00055689+0.00022092i,-0.00063096+0.00020784i,-0.00069856+0.00019532i,-0.00075889+0.00018359i,-0.00081125+0.0001729i,-0.00085509+0.00016345i,-0.00088998+0.00015544i,-0.00091563+0.00014905i,-0.00093191+0.00014444i,-0.00093883+0.00014172i,-0.00093655+0.00014101i,-0.00092539+0.00014237i,-0.00090581+0.00014585i,-0.0008784+0.00015146i,-0.00084389+0.00015918i,-0.00080313+0.00016897i,-0.00075706+0.00018075i,-0.00070673+0.00019442i,-0.00065327+0.00020983i,-0.00059784+0.00022684i,-0.00054166+0.00024527i,-0.00048598+0.00026491i,-0.00043203+0.00028555i,-0.00038103+0.00030696i,-0.00033416+0.00032891i,-0.00029256+0.00035114i,-0.00025728+0.00037341i,-0.00022928+0.00039548i,-0.00020941+0.0004171i,-0.00019842+0.00043803i,-0.0001969+0.00045805i,-0.00020532+0.00047695i,-0.00022398+0.00049454i,-0.00025304+0.00051065i,-0.00029249+0.00052513i,-0.00034217+0.00053784i,-0.00040175+0.0005487i,-0.00047075+0.00055762i,-0.00054855+0.00056455i,-0.00063438+0.00056949i,-0.00072733+0.00057243i,-0.0008264+0.00057341i,-0.00093047+0.00057248i,-0.0010383+0.00056974i,-0.0011487+0.00056527i,-0.0012603+0.00055922i,-0.0013718+0.00055171i,-0.0014817+0.0005429i,-0.0015888+0.00053297i,-0.0016916+0.00052208i,-0.001789+0.00051041i,-0.0018796+0.00049815i,-0.0019623+0.00048548i,-0.0020361+0.00047257i,-0.0021001+0.00045959i,-0.0021533+0.00044669i,-0.0021952+0.00043403i,-0.0022251+0.00042173i,-0.0022427+0.0004099i,-0.0022478+0.00039863i,-0.0022402+0.000388i,-0.00222+0.00037804i,-0.0021875+0.0003688i
0.00034247-0.00043515i,0.00029442-0.00046837i,0.00025374-0.00050087i,0.00022112-0.00053244i,0.00019716-0.00056291i,0.00018231-0.00059211i,0.00017688-0.00061987i,0.00018105-0.00064605i,0.00019486-0.00067053i,0.00021817-0.00069319i,0.00025074-0.00071393i,0.00029215-0.00073269i,0.00034186-0.00074941i,0.00039919-0.00076407i,0.00046336-0.00077666i,0.00053346-0.00078718i,0.0006085-0.00079567i,0.0006874-0.00080219i,0.00076903-0.00080681i,0.0008522-0.00080961i,0.00093572-0.00081071i,0.0010183-0.00081021i,0.0010989-0.00080826i,0.0011762-0.00080498i,0.001249-0.00080053i,0.0013165-0.00079504i,0.0013774-0.00078868i,0.001431-0.00078158i,0.0014765-0.0007739i,0.0015133-0.00076577i,0.0015407-0.00075731i,0.0015585-0.00074865i,0.0015664-0.00073988i,0.0015642-0.00073111i,0.0015522-0.00072239i,0.0015304-0.00071378i,0.0014993-0.00070532i,0.0014594-0.00069702i,0.0014113-0.00068888i,0.0013558-0.00068087i,0.0012937-0.00067296i,0.001226-0.00066509i,0.0011537-0.00065717i,0.001078-0.00064913i,0.00099995-0.00064084i,0.00092081-0.00063221i,0.00084173-0.00062309i,0.00076388-0.00061337i,0.00068841-0.00060291i,0.00061639-0.00059157i,0.00054885-0.00057922i,0.00048673-0.00056573i,0.00043086-0.00055098i,0.00038197-0.00053486i,0.00034065-0.00051727i,0.00030736-0.00049814i,0.00028243-0.00047738i,0.00026603-0.00045497i,0.00025816-0.00043086i,0.00025872-0.00040508i,0.00026741-0.00037762i,0.00028381-0.00034854i,0.00030735-0.00031791i,0.00033736-0.00028582i,0.00037301-0.00025239i,0.00041341-0.00021775i,0.00045754-0.00018205i,0.00050434-0.00014549i,0.00055268-0.00010824i,0.0006014-7.0526e-05i,0.00064931-3.2557e-05i,0.00069524+5.4375e-06i,0.00073803+4.3224e-05i,0.00077658+8.0566e-05i,0.00080982+0.00011723i,0.00083679+0.00015299i,0.0008566+0.00018761i,0.00086848+0.0002209i,0.00087179+0.00025264i,0.000866+0.00028267i,0.00085076+0.00031081i,0.00082582+0.00033694i,0.00079114+0.00036094i,0.00074679+0.00038272i,0.00069302+0.00040222i,0.00063023+0.0004194i,0.00055895+0.00043428i,0.00047987+0.00044686i,0.0003938+0.00045721i,0.00030166+0.0004654i,0.00020449+0.00047155i,0.00010338+0.00047579i,-4.7878e-07+0.00047828i,-0.00010585+0.00047919i,-0.00021149+0.00047872i,-0.00031612+0.00047707i,-0.00041847+0.00047447i,-0.00051733+0.00047115i,-0.00061151+0.00046734i,-0.00069989+0.00046328i,-0.00078146+0.00045919i,-0.0008553+0.0004553i,-0.0009206+0.00045183i,-0.00097668+0.00044898i,-0.001023+0.00044693i,-0.0010593+0.00044585i,-0.0010851+0.00044588i,-0.0011006+0.00044715i,-0.0011058+0.00044974i,-0.001101+0.00045373i,-0.0010865+0.00045915i,-0.001063+0.00046601i,-0.0010312+0.00047428i,-0.00099194+0.00048393i,-0.00094616+0.00049488i,-0.00089496+0.00050701i,-0.00083949+0.0005202i,-0.00078098+0.0005343i,-0.00072071+0.00054913i,-0.00066+0.00056451i,-0.00060017+0.00058023i,-0.00054252+0.00059607i,-0.00048834+0.00061182i,-0.00043886+0.00062723i,-0.00039522+0.00064209i,-0.00035851+0.00065616i,-0.00032969+0.00066923i,-0.0003096+0.00068108i,-0.00029894+0.00069152i,-0.00029829+0.00070038i,-0.00030805+0.00070748i,-0.00032847+0.0007127i,-0.00035963+0.00071591i,-0.00040144+0.00071702i,-0.00045366+0.00071598i,-0.00051587+0.00071275i,-0.00058748+0.00070733i,-0.00066779+0.00069973i,-0.00075592+0.00069001i,-0.00085089+0.00067824i,-0.00095159+0.00066454i,-0.0010568+0.00064902i,-0.0011653+0.00063183i,-0.0012757+0.00061315i,-0.0013867+0.00059315i,-0.0014968+0.00057204i,-0.0016046+0.00055003i,-0.0017087+0.00052733i,-0.0018079+0.00050417i,-0.0019008+0.00048075i,-0.0019862+0.00045731i,-0.0020629+0.00043405i,-0.00213+0.00041116i,-0.0021866+0.00038884i,-0.0022319+0.00036727i,-0.0022653+0.00034658i,-0.0022863+0.00032692i,-0.0022946+0.00030839i,-0.00229+0.00029108i,-0.0022727+0.00027505i,-0.0022426+0.00026035i
0.00020975-0.00041616i,0.00017288-0.00045342i,0.00014471-0.00049021i,0.00012587-0.00052634i,0.00011684-0.00056166i,0.00011799-0.000596i,0.00012952-0.00062921i,0.00015147-0.00066115i,0.00018376-0.0006917i,0.00022612-0.00072076i,0.00027815-0.00074823i,0.00033928-0.00077405i,0.00040882-0.00079816i,0.00048594-0.00082053i,0.00056969-0.00084116i,0.00065902-0.00086004i,0.00075278-0.00087719i,0.00084975-0.00089267i,0.00094864-0.00090653i,0.0010482-0.00091884i,0.0011469-0.00092968i,0.0012437-0.00093914i,0.0013371-0.00094734i,0.0014258-0.00095439i,0.0015088-0.00096038i,0.0015847-0.00096545i,0.0016527-0.00096969i,0.0017118-0.00097323i,0.0017612-0.00097617i,0.0018002-0.00097859i,0.0018284-0.00098059i,0.0018454-0.00098224i,0.001851-0.00098359i,0.0018452-0.00098469i,0.0018282-0.00098555i,0.0018003-0.0009862i,0.0017618-0.0009866i,0.0017136-0.00098675i,0.0016562-0.00098657i,0.0015907-0.00098601i,0.001518-0.00098499i,0.0014392-0.0009834i,0.0013555-0.00098112i,0.0012681-0.00097803i,0.0011785-0.00097398i,0.0010877-0.00096884i,0.00099731-0.00096244i,0.00090847-0.00095464i,0.00082248-0.00094527i,0.00074054-0.00093418i,0.00066378-0.00092122i,0.00059321-0.00090626i,0.00052975-0.00088916i,0.00047419-0.00086981i,0.00042717-0.00084811i,0.00038919-0.00082399i,0.00036058-0.00079739i,0.00034153-0.00076827i,0.00033203-0.00073663i,0.00033193-0.00070247i,0.00034091-0.00066586i,0.00035849-0.00062685i,0.00038404-0.00058555i,0.00041678-0.00054207i,0.00045581-0.00049656i,0.00050013-0.00044921i,0.00054862-0.00040021i,0.0006001-0.00034976i,0.00065331-0.00029812i,0.00070697-0.00024553i,0.00075977-0.00019225i,0.00081041-0.00013855i,0.0008576-8.4726e-05i,0.00090012-3.1045e-05i,0.0009368+2.2207e-05i,0.00096654+7.4754e-05i,0.00098838+0.00012633i,0.0010014+0.00017667i,0.001005+0.00022554i,0.00099846+0.00027271i,0.00098141+0.00031798i,0.00095357+0.00036116i,0.00091486+0.00040211i,0.00086535+0.00044069i,0.00080527+0.0004768i,0.00073505+0.00051037i,0.00065525+0.00054137i,0.00056659+0.00056978i,0.00046995+0.00059563i,0.00036631+0.00061896i,0.0002568+0.00063985i,0.0001426+0.00065841i,2.5016e-05+0.00067476i,-9.4623e-05+0.00068906i,-0.00021493+0.00070148i,-0.00033452+0.00071219i,-0.000452+0.0007214i,-0.000566+0.00072931i,-0.00067522+0.00073614i,-0.00077842+0.00074211i,-0.00087442+0.00074742i,-0.0009622+0.00075228i,-0.0010408+0.0007569i,-0.0011095+0.00076146i,-0.0011676+0.00076612i,-0.0012147+0.00077106i,-0.0012504+0.00077639i,-0.0012746+0.00078223i,-0.0012873+0.00078866i,-0.0012888+0.00079575i,-0.0012794+0.00080351i,-0.0012598+0.00081197i,-0.0012305+0.00082109i,-0.0011925+0.00083082i,-0.0011468+0.00084108i,-0.0010944+0.00085178i,-0.0010365+0.00086278i,-0.00097446+0.00087395i,-0.00090961+0.00088511i,-0.00084331+0.00089608i,-0.000777+0.00090668i,-0.00071205+0.00091669i,-0.00064986+0.00092592i,-0.00059175+0.00093414i,-0.000539+0.00094116i,-0.00049279+0.00094677i,-0.00045418+0.00095077i,-0.00042414+0.00095298i,-0.00040349+0.00095323i,-0.0003929+0.00095138i,-0.00039288+0.00094731i,-0.00040377+0.00094089i,-0.00042576+0.00093208i,-0.00045885+0.0009208i,-0.00050285+0.00090704i,-0.00055741+0.00089081i,-0.00062203+0.00087215i,-0.00069603+0.00085112i,-0.00077858+0.00082782i,-0.00086872+0.00080239i,-0.00096537+0.00077495i,-0.0010673+0.00074571i,-0.0011733+0.00071484i,-0.001282+0.00068256i,-0.0013919+0.00064911i,-0.0015017+0.00061473i,-0.0016098+0.00057968i,-0.001715+0.00054422i,-0.0018156+0.0005086i,-0.0019105+0.0004731i,-0.0019983+0.00043795i,-0.0020779+0.00040342i,-0.0021481+0.00036974i,-0.0022079+0.00033712i,-0.0022567+0.00030577i,-0.0022935+0.00027586i,-0.002318+0.00024756i,-0.0023297+0.00022099i,-0.0023284+0.00019625i,-0.002314+0.00017342i,-0.0022866+0.00015255i
7.773e-05-0.00039794i,5.3047e-05-0.00043981i,3.8396e-05-0.0004815i,3.4323e-05-0.00052284i,4.1226e-05-0.00056368i,5.9354e-05-0.00060386i,8.8794e-05-0.00064325i,0.00012947-0.0006817i,0.00018114-0.00071911i,0.00024342-0.00075537i,0.00031572-0.0007904i,0.00039735-0.00082412i,0.00048745-0.00085649i,0.00058502-0.00088747i,0.00068897-0.00091703i,0.00079807-0.00094518i,0.00091102-0.00097192i,0.0010265-0.00099728i,0.001143-0.0010213i,0.0012591-0.001044i,0.0013733-0.0010656i,0.0014843-0.0010859i,0.0015906-0.0011052i,0.0016908-0.0011234i,0.0017837-0.0011408i,0.0018681-0.0011573i,0.0019429-0.001173i,0.0020071-0.001188i,0.0020601-0.0012023i,0.002101-0.0012161i,0.0021295-0.0012293i,0.0021452-0.0012419i,0.0021481-0.001254i,0.0021381-0.0012656i,0.0021156-0.0012767i,0.0020808-0.0012871i,0.0020345-0.0012968i,0.0019772-0.0013059i,0.00191-0.001314i,0.0018339-0.0013213i,0.0017499-0.0013274i,0.0016594-0.0013323i,0.0015637-0.0013358i,0.0014642-0.0013378i,0.0013622-0.001338i,0.0012594-0.0013364i,0.0011571-0.0013326i,0.0010568-0.0013266i,0.0009599-0.0013182i,0.00086764-0.0013071i,0.00078127-0.0012932i,0.00070192-0.0012764i,0.00063058-0.0012566i,0.00056809-0.0012335i,0.00051516-0.0012072i,0.00047229-0.0011775i,0.00043986-0.0011445i,0.00041804-0.001108i,0.00040682-0.0010681i,0.00040601-0.0010248i,0.00041524-0.00097821i,0.00043398-0.00092841i,0.00046153-0.00087553i,0.00049701-0.00081973i,0.00053945-0.00076119i,0.00058772-0.00070012i,0.0006406-0.00063676i,0.00069679-0.00057136i,0.00075489-0.00050422i,0.00081351-0.00043561i,0.0008712-0.00036586i,0.00092653-0.00029529i,0.0009781-0.00022422i,0.0010245-0.00015297i,0.0010646-8.1892e-05i,0.001097-1.1298e-05i,0.0011207+5.8492e-05i,0.0011348+0.00012717i,0.0011384+0.00019445i,0.0011309+0.00026006i,0.0011118+0.00032375i,0.0010807+0.00038529i,0.0010377+0.00044449i,0.00098264+0.00050117i,0.00091587+0.00055519i,0.00083781+0.00060643i,0.00074904+0.00065484i,0.00065035+0.00070034i,0.00054265+0.00074294i,0.00042703+0.00078264i,0.00030466+0.00081949i,0.00017687+0.00085357i,4.5024e-05+0.00088496i,-8.9402e-05+0.00091379i,-0.00022491+0.00094021i,-0.00035998+0.00096437i,-0.00049308+0.00098644i,-0.00062273+0.0010066i,-0.00074746+0.0010251i,-0.0008659+0.001042i,-0.00097676+0.0010576i,-0.0010789+0.0010721i,-0.0011712+0.0010856i,-0.0012527+0.0010984i,-0.0013229+0.0011105i,-0.001381+0.0011221i,-0.0014266+0.0011334i,-0.0014597+0.0011444i,-0.00148+0.0011552i,-0.0014879+0.0011658i,-0.0014836+0.0011763i,-0.0014676+0.0011867i,-0.0014408+0.001197i,-0.0014038+0.0012071i,-0.0013578+0.0012169i,-0.0013038+0.0012263i,-0.0012432+0.0012352i,-0.0011772+0.0012434i,-0.0011072+0.0012509i,-0.0010348+0.0012574i,-0.00096138+0.0012627i,-0.00088849+0.0012667i,-0.0008176+0.0012692i,-0.00075015+0.00127i,-0.00068752+0.0012688i,-0.00063101+0.0012656i,-0.00058181+0.0012601i,-0.00054099+0.0012522i,-0.0005095+0.0012418i,-0.00048811+0.0012287i,-0.00047744+0.0012128i,-0.00047795+0.0011942i,-0.00048991+0.0011727i,-0.0005134+0.0011483i,-0.00054834+0.0011212i,-0.00059445+0.0010912i,-0.00065127+0.0010585i,-0.00071818+0.0010233i,-0.0007944+0.00098565i,-0.000879+0.00094573i,-0.00097091+0.00090375i,-0.001069+0.00085994i,-0.0011718+0.00081454i,-0.0012782+0.00076783i,-0.0013866+0.00072007i,-0.0014956+0.00067156i,-0.0016037+0.00062262i,-0.0017095+0.00057353i,-0.0018113+0.00052461i,-0.001908+0.00047616i,-0.001998+0.00042849i,-0.0020802+0.00038186i,-0.0021534+0.00033656i,-0.0022165+0.00029284i,-0.0022686+0.00025092i,-0.002309+0.00021103i,-0.002337+0.00017332i,-0.0023522+0.00013797i,-0.0023543+0.00010509i,-0.0023432+7.4772e-05i,-0.0023188+4.7076e-05i
-5.2446e-05-0.00038104i,-6.4004e-05-0.00042806i,-6.4194e-05-0.00047522i,-5.256e-05-0.00052236i,-2.8805e-05-0.00056934i,7.2058e-06-0.00061601i,5.5436e-05-0.00066224i,0.00011568-0.0007079i,0.00018754-0.00075288i,0.00027049-0.00079709i,0.0003638-0.00084043i,0.00046659-0.00088284i,0.00057786-0.00092425i,0.00069644-0.00096463i,0.00082106-0.0010039i,0.00095036-0.0010422i,0.0010829-0.0010793i,0.0012171-0.0011154i,0.0013514-0.0011505i,0.0014842-0.0011845i,0.0016141-0.0012175i,0.0017393-0.0012495i,0.0018584-0.0012807i,0.00197-0.001311i,0.0020726-0.0013404i,0.0021652-0.0013691i,0.0022465-0.001397i,0.0023155-0.0014242i,0.0023716-0.0014507i,0.002414-0.0014764i,0.0024423-0.0015014i,0.0024562-0.0015257i,0.0024558-0.0015492i,0.002441-0.0015718i,0.0024123-0.0015935i,0.0023701-0.0016141i,0.0023152-0.0016336i,0.0022483-0.0016519i,0.0021706-0.0016687i,0.0020832-0.001684i,0.0019874-0.0016975i,0.0018846-0.0017091i,0.0017762-0.0017185i,0.0016639-0.0017256i,0.0015493-0.0017302i,0.0014338-0.001732i,0.0013192-0.0017308i,0.001207-0.0017264i,0.0010987-0.0017187i,0.00099575-0.0017074i,0.00089945-0.0016923i,0.00081104-0.0016734i,0.00073156-0.0016503i,0.00066194-0.0016232i,0.00060291-0.0015917i,0.00055503-0.001556i,0.00051868-0.0015159i,0.00049402-0.0014714i,0.00048104-0.0014226i,0.0004795-0.0013695i,0.00048901-0.0013122i,0.00050894-0.0012508i,0.00053854-0.0011856i,0.00057684-0.0011166i,0.00062276-0.0010442i,0.00067506-0.0009685i,0.00073242-0.00088986i,0.00079338-0.00080856i,0.00085646-0.00072494i,0.00092011-0.00063933i,0.00098274-0.00055209i,0.0010428-0.00046359i,0.0010988-0.00037421i,0.0011491-0.00028434i,0.0011925-0.00019434i,0.0012275-0.0001046i,0.001253-1.5479e-05i,0.001268+7.2662e-05i,0.0012715+0.00015948i,0.0012629+0.00024467i,0.0012415+0.00032792i,0.001207+0.00040896i,0.0011593+0.00048755i,0.0010985+0.00056346i,0.0010247+0.00063653i,0.00093845+0.00070659i,0.00084034+0.00077352i,0.00073121+0.00083724i,0.00061205+0.00089769i,0.00048399+0.00095486i,0.00034833+0.0010087i,0.00020646+0.0010594i,5.9901e-05+0.0011069i,-8.9784e-05+0.0011513i,-0.00024096+0.0011927i,-0.00039197+0.0012313i,-0.00054115+0.0012672i,-0.00068687+0.0013005i,-0.00082753+0.0013315i,-0.00096162+0.0013603i,-0.0010877+0.001387i,-0.0012045+0.0014119i,-0.0013107+0.0014351i,-0.0014055+0.0014568i,-0.0014879+0.001477i,-0.0015572+0.001496i,-0.001613+0.0015137i,-0.0016549+0.0015304i,-0.0016829+0.0015461i,-0.0016971+0.0015608i,-0.0016978+0.0015745i,-0.0016855+0.0015872i,-0.0016608+0.001599i,-0.0016246+0.0016096i,-0.0015781+0.0016192i,-0.0015222+0.0016275i,-0.0014583+0.0016344i,-0.0013879+0.0016398i,-0.0013123+0.0016436i,-0.0012332+0.0016456i,-0.0011521+0.0016457i,-0.0010707+0.0016436i,-0.0009904+0.0016392i,-0.00091289+0.0016323i,-0.00083964+0.0016227i,-0.00077206+0.0016104i,-0.00071147+0.0015951i,-0.00065906+0.0015767i,-0.00061589+0.0015552i,-0.00058286+0.0015305i,-0.0005607+0.0015024i,-0.00054998+0.001471i,-0.00055106+0.0014364i,-0.00056413+0.0013984i,-0.00058918+0.0013572i,-0.00062602+0.0013129i,-0.00067425+0.0012657i,-0.00073332+0.0012156i,-0.00080248+0.0011629i,-0.00088084+0.0011078i,-0.00096736+0.0010506i,-0.0010609+0.00099155i,-0.0011601+0.00093091i,-0.0012636+0.00086903i,-0.00137+0.00080623i,-0.0014778+0.00074287i,-0.0015854+0.00067928i,-0.0016914+0.00061583i,-0.0017942+0.00055287i,-0.0018923+0.00049075i,-0.0019844+0.0004298i,-0.0020691+0.00037035i,-0.0021452+0.00031271i,-0.0022115+0.00025716i,-0.002267+0.00020398i,-0.002311+0.00015339i,-0.0023427+0.00010561i,-0.0023615+6.0806e-05i,-0.0023672+1.9127e-05i,-0.0023595-1.9321e-05i,-0.0023383-5.4466e-05i
-0.00017967-0.00036598i,-0.00017721-0.00041863i,-0.00016206-0.00047177i,-0.00013386-0.00052524i,-9.2414e-05-0.00057891i,-3.7706e-05-0.00063265i,3.0097e-05-0.00068632i,0.00011065-0.0007398i,0.00020341-0.00079299i,0.00030769-0.0008458i,0.00042261-0.00089812i,0.00054712-0.00094989i,0.00068004-0.0010011i,0.00082006-0.0010515i,0.00096574-0.0011013i,0.0011155-0.0011504i,0.0012678-0.0011987i,0.0014209-0.0012462i,0.0015732-0.001293i,0.0017228-0.001339i,0.0018682-0.0013842i,0.0020075-0.0014287i,0.0021393-0.0014724i,0.002262-0.0015154i,0.0023741-0.0015577i,0.0024745-0.0015992i,0.0025619-0.00164i,0.0026353-0.00168i,0.002694-0.0017191i,0.0027373-0.0017574i,0.0027649-0.0017948i,0.0027764-0.0018312i,0.002772-0.0018665i,0.0027518-0.0019005i,0.0027163-0.0019333i,0.002666-0.0019645i,0.0026018-0.0019941i,0.0025247-0.0020219i,0.0024358-0.0020476i,0.0023365-0.0020711i,0.0022282-0.0020921i,0.0021124-0.0021105i,0.0019909-0.0021259i,0.0018653-0.0021382i,0.0017373-0.002147i,0.0016088-0.0021522i,0.0014814-0.0021534i,0.0013569-0.0021506i,0.0012368-0.0021433i,0.0011229-0.0021316i,0.0010164-0.002115i,0.00091864-0.0020936i,0.00083083-0.002067i,0.00075392-0.0020353i,0.00068868-0.0019984i,0.00063571-0.0019561i,0.00059539-0.0019084i,0.00056788-0.0018554i,0.00055316-0.0017971i,0.00055095-0.0017336i,0.00056079-0.0016649i,0.00058202-0.0015914i,0.00061377-0.001513i,0.00065501-0.0014302i,0.00070454-0.0013431i,0.00076102-0.0012521i,0.00082299-0.0011573i,0.00088889-0.0010593i,0.00095707-0.00095841i,0.0010259-0.00085495i,0.0010936-0.00074936i,0.0011584-0.00064207i,0.0012189-0.0005335i,0.0012732-0.00042409i,0.0013199-0.00031426i,0.0013575-0.00020444i,0.0013849-9.5064e-05i,0.0014007+1.3478e-05i,0.001404+0.00012079i,0.0013941+0.0002265i,0.0013703+0.00033027i,0.0013322+0.00043177i,0.0012797+0.00053071i,0.0012128+0.00062683i,0.0011317+0.0007199i,0.001037+0.00080972i,0.00092923+0.00089613i,0.00080932+0.00097901i,0.00067831+0.0010583i,0.00053745+0.0011338i,0.0003881+0.0012057i,0.00023177+0.0012738i,7.0073e-05+0.0013383i,-9.5281e-05+0.0013991i,-0.00026253+0.0014564i,-0.00042989+0.0015103i,-0.00059555+0.0015608i,-0.00075772+0.0016082i,-0.00091468+0.0016524i,-0.0010648+0.0016938i,-0.0012064+0.0017325i,-0.0013381+0.0017685i,-0.0014586+0.001802i,-0.0015668+0.0018332i,-0.0016616+0.0018622i,-0.0017423+0.0018891i,-0.0018083+0.0019139i,-0.0018592+0.0019368i,-0.0018948+0.0019579i,-0.0019153+0.001977i,-0.0019209+0.0019943i,-0.001912+0.0020098i,-0.0018893+0.0020233i,-0.0018537+0.0020349i,-0.0018063+0.0020444i,-0.0017482+0.0020518i,-0.0016807+0.002057i,-0.0016054+0.0020598i,-0.0015237+0.00206i,-0.0014374+0.0020576i,-0.001348+0.0020523i,-0.0012573+0.0020441i,-0.001167+0.0020327i,-0.0010788+0.0020181i,-0.00099418+0.002i,-0.00091479+0.0019784i,-0.00084203+0.0019531i,-0.00077724+0.0019241i,-0.00072158+0.0018913i,-0.00067609+0.0018545i,-0.00064162+0.001814i,-0.00061884+0.0017695i,-0.00060822+0.0017213i,-0.00061006+0.0016693i,-0.00062443+0.0016137i,-0.00065121+0.0015546i,-0.0006901+0.0014923i,-0.00074057+0.0014269i,-0.00080196+0.0013587i,-0.0008734+0.0012879i,-0.00095386+0.0012149i,-0.0010422+0.00114i,-0.0011371+0.0010636i,-0.0012373+0.00098595i,-0.0013412+0.00090752i,-0.0014473+0.0008287i,-0.0015541+0.00074987i,-0.00166+0.00067145i,-0.0017635+0.00059383i,-0.0018629+0.00051741i,-0.0019568+0.00044257i,-0.0020438+0.00036968i,-0.0021227+0.00029908i,-0.0021921+0.0002311i,-0.0022511+0.00016603i,-0.0022987+0.00010415i,-0.0023341+4.5689e-05i,-0.0023568-9.1564e-06i,-0.0023662-6.0219e-05i,-0.0023621-0.00010737i,-0.0023445-0.00015053i
