-0.00015574+0.00046742i,-0.00014307+0.00048581i,-0.00013061+0.00050378i,-0.00011854+0.00052087i,-0.00010702+0.00053661i,-9.6247e-05+0.0005505i,-8.6369e-05+0.00056204i,-7.755e-05+0.0005707i,-6.9942e-05+0.00057595i,-6.3689e-05+0.00057728i,-5.8929e-05+0.00057416i,-5.5786e-05+0.00056606i,-5.4379e-05+0.00055249i,-5.4813e-05+0.00053296i,-5.7183e-05+0.000507i,-6.1576e-05+0.00047417i,-6.8065e-05+0.00043406i,-7.6712e-05+0.0003863i,-8.7572e-05+0.00033053i,-0.00010069+0.00026647i,-0.00011609+0.00019385i,-0.00013379+0.00011247i,-0.00015383+2.2169e-05i,-0.00017618-7.7167e-05i,-0.00020086-0.00018559i,-0.00022785-0.00030312i,-0.00025713-0.00042969i,-0.00028868-0.00056522i,-0.00032246-0.00070953i,-0.00035844-0.00086243i,-0.00039658-0.0010237i,-0.00043683-0.0011929i,-0.00047914-0.0013698i,-0.00052345-0.001554i,-0.00056972-0.0017449i,-0.00061787-0.0019422i,-0.00066785-0.0021453i,-0.00071959-0.0023537i,-0.00077301-0.0025667i,-0.00082805-0.0027838i,-0.00088463-0.0030043i,-0.00094266-0.0032275i,-0.0010021-0.0034529i,-0.0010628-0.0036797i,-0.0011246-0.0039073i,-0.0011876-0.004135i,-0.0012516-0.0043621i,-0.0013164-0.004588i,-0.001382-0.004812i,-0.0014483-0.0050335i,-0.001515-0.0052518i,-0.0015821-0.0054663i,-0.0016494-0.0056766i,-0.0017168-0.005882i,-0.0017841-0.006082i,-0.0018511-0.0062762i,-0.0019177-0.006464i,-0.0019836-0.0066451i,-0.0020486-0.0068191i,-0.0021126-0.0069856i,-0.0021753-0.0071444i,-0.0022364-0.007295i,-0.0022959-0.0074374i,-0.0023533-0.0075712i,-0.0024086-0.0076964i,-0.0024614-0.0078127i,-0.0025114-0.00792i,-0.0025586-0.0080183i,-0.0026025-0.0081075i,-0.0026429-0.0081876i,-0.0026797-0.0082585i,-0.0027125-0.0083203i,-0.0027412-0.008373i,-0.0027655-0.0084166i,-0.0027852-0.0084513i,-0.0028001-0.008477i,-0.0028101-0.0084939i,-0.002815-0.0085021i,-0.0028146-0.0085017i,-0.0028089-0.0084927i,-0.0027977-0.0084754i,-0.0027809-0.0084498i,-0.0027586-0.0084161i,-0.0027307-0.0083743i,-0.0026972-0.0083246i,-0.0026581-0.0082672i,-0.0026136-0.0082021i,-0.0025636-0.0081296i,-0.0025085-0.0080496i,-0.0024482-0.0079624i,-0.002383-0.0078681i,-0.0023131-0.0077668i,-0.0022388-0.0076587i,-0.0021603-0.0075439i,-0.002078-0.0074225i,-0.0019921-0.0072948i,-0.0019031-0.0071609i,-0.0018113-0.007021i,-0.001717-0.0068752i,-0.0016207-0.0067238i,-0.0015229-0.0065671i,-0.0014239-0.0064051i,-0.0013242-0.0062383i,-0.0012243-0.0060668i,-0.0011246-0.005891i,-0.0010255-0.0057112i,-0.00092758-0.0055276i,-0.00083117-0.0053407i,-0.00073676-0.0051508i,-0.00064474-0.0049583i,-0.00055554-0.0047636i,-0.00046955-0.0045672i,-0.00038712-0.0043695i,-0.00030861-0.0041709i,-0.00023432-0.0039719i,-0.00016456-0.0037731i,-9.9581e-05-0.0035749i,-3.9615e-05-0.0033779i,1.5143e-05-0.0031825i,6.4529e-05-0.0029893i,0.00010841-0.0027988i,0.00014671-0.0026115i,0.00017935-0.002428i,0.00020632-0.0022487i,0.00022762-0.0020742i,0.00024332-0.0019049i,0.00025348-0.0017413i,0.00025822-0.0015839i,0.00025768-0.001433i,0.00025204-0.0012892i,0.00024149-0.0011526i,0.00022626-0.0010237i,0.0002066-0.00090283i,0.00018277-0.00079013i,0.00015506-0.00068587i,0.00012376-0.00059022i,8.92e-05-0.00050332i,5.1688e-05-0.00042526i,1.1554e-05-0.00035607i,-3.087e-05-0.00029576i,-7.5253e-05-0.00024428i,-0.00012126-0.00020153i,-0.00016858-0.00016738i,-0.00021688-0.00014162i,-0.00026587-0.00012405i,-0.00031523-0.00011437i,-0.00036469-0.00011229i,-0.00041399-0.00011744i,-0.00046287-0.00012945i,-0.0005111-0.00014789i,-0.00055848-0.00017231i,-0.00060481-0.00020224i,-0.00064992-0.00023717i,-0.00069367-0.0002766i,-0.00073593-0.00031997i,-0.0007766-0.00036675i,-0.00081559-0.00041638i,-0.00085285-0.00046829i,-0.00088834-0.00052193i,-0.00092202-0.00057673i,-0.00095391-0.00063216i
2.2791e-05+0.0006168i,3.9215e-05+0.00063877i,5.4927e-05+0.00065978i,6.9712e-05+0.00067931i,8.3359e-05+0.00069684i,9.5663e-05+0.00071185i,0.00010642+0.00072377i,0.00011544+0.00073206i,0.00012254+0.00073614i,0.00012754+0.00073547i,0.00013027+0.00072949i,0.00013058+0.00071765i,0.00012833+0.00069943i,0.00012339+0.00067433i,0.00011564+0.00064187i,0.00010496+0.0006016i,9.1278e-05+0.0005531i,7.4503e-05+0.000496i,5.4569e-05+0.00042997i,3.1424e-05+0.0003547i,5.0228e-06+0.00026998i,-2.4663e-05+0.00017559i,-5.7652e-05+7.1415e-05i,-9.3951e-05-4.2637e-05i,-0.00013356-0.00016659i,-0.00017646-0.00030041i,-0.00022263-0.00044401i,-0.00027204-0.00059725i,-0.00032465-0.00075992i,-0.0003804-0.00093176i,-0.00043925-0.0011125i,-0.00050114-0.0013017i,-0.00056598-0.0014989i,-0.00063371-0.0017038i,-0.00070424-0.0019158i,-0.00077749-0.0021344i,-0.00085336-0.0023589i,-0.00093175-0.0025888i,-0.0010126-0.0028234i,-0.0010957-0.003062i,-0.001181-0.003304i,-0.0012684-0.0035486i,-0.0013578-0.0037951i,-0.0014489-0.0040428i,-0.0015417-0.0042909i,-0.0016361-0.0045387i,-0.0017318-0.0047856i,-0.0018287-0.0050307i,-0.0019266-0.0052734i,-0.0020254-0.005513i,-0.0021248-0.0057488i,-0.0022247-0.0059803i,-0.0023248-0.0062068i,-0.002425-0.0064277i,-0.0025249-0.0066425i,-0.0026243-0.0068507i,-0.0027231-0.0070518i,-0.0028208-0.0072454i,-0.0029174-0.0074311i,-0.0030123-0.0076085i,-0.0031055-0.0077773i,-0.0031966-0.0079372i,-0.0032852-0.0080881i,-0.0033711-0.0082296i,-0.0034539-0.0083617i,-0.0035334-0.0084842i,-0.0036092-0.0085969i,-0.003681-0.0086999i,-0.0037485-0.008793i,-0.0038113-0.0088764i,-0.0038692-0.0089499i,-0.0039218-0.0090136i,-0.003969-0.0090676i,-0.0040103-0.0091119i,-0.0040455-0.0091466i,-0.0040745-0.0091719i,-0.0040969-0.0091879i,-0.0041125-0.0091946i,-0.0041212-0.0091922i,-0.0041229-0.0091808i,-0.0041173-0.0091606i,-0.0041044-0.0091317i,-0.0040841-0.0090942i,-0.0040564-0.0090483i,-0.0040213-0.0089942i,-0.0039788-0.0089319i,-0.003929-0.0088617i,-0.0038719-0.0087836i,-0.0038078-0.0086978i,-0.0037367-0.0086045i,-0.0036589-0.0085037i,-0.0035746-0.0083957i,-0.0034842-0.0082805i,-0.0033879-0.0081584i,-0.003286-0.0080294i,-0.003179-0.0078938i,-0.0030673-0.0077516i,-0.0029512-0.0076032i,-0.0028313-0.0074486i,-0.002708-0.0072882i,-0.0025817-0.007122i,-0.0024531-0.0069503i,-0.0023227-0.0067735i,-0.0021909-0.0065917i,-0.0020583-0.0064053i,-0.0019254-0.0062145i,-0.0017929-0.0060197i,-0.0016612-0.0058212i,-0.0015309-0.0056195i,-0.0014024-0.0054149i,-0.0012763-0.0052078i,-0.0011531-0.0049987i,-0.0010333-0.004788i,-0.00091722-0.0045762i,-0.00080535-0.0043638i,-0.00069806-0.0041512i,-0.00059572-0.0039391i,-0.00049865-0.003728i,-0.00040714-0.0035183i,-0.00032144-0.0033106i,-0.00024176-0.0031056i,-0.00016829-0.0029036i,-0.00010115-0.0027054i,-4.0459e-05-0.0025113i,1.3737e-05-0.002322i,6.1413e-05-0.0021379i,0.00010259-0.0019596i,0.00013731-0.0017876i,0.00016567-0.0016222i,0.0001878-0.0014639i,0.00020384-0.0013131i,0.00021399-0.0011702i,0.00021846-0.0010355i,0.00021749-0.00090936i,0.00021133-0.00079192i,0.00020028-0.00068344i,0.00018463-0.00058407i,0.00016469-0.00049394i,0.00014079-0.00041311i,0.00011326-0.00034162i,8.2448e-05-0.00027942i,4.8686e-05-0.00022645i,1.2316e-05-0.00018259i,-2.6322e-05-0.00014766i,-6.6896e-05-0.00012145i,-0.00010908-0.0001037i,-0.00015257-9.4107e-05i,-0.00019706-9.2325e-05i,-0.00024225-9.7972e-05i,-0.00028789-0.00011063i,-0.00033372-0.00012984i,-0.0003795-0.00015514i,-0.00042503-0.00018601i,-0.0004701-0.00022192i,-0.00051454-0.00026232i,-0.0005582-0.00030667i,-0.00060095-0.00035437i,-0.00064268-0.00040485i,-0.00068329-0.00045754i,-0.00072271-0.00051186i,-0.00076089-0.00056722i
0.00021333+0.00076628i,0.00023284+0.00079142i,0.00025108+0.00081501i,0.00026777+0.00083652i,0.00028269+0.00085537i,0.00029559+0.00087099i,0.00030622+0.00088279i,0.00031437+0.00089017i,0.00031981+0.00089254i,0.00032234+0.00088931i,0.00032176+0.0008799i,0.00031789+0.00086375i,0.00031056+0.00084031i,0.00029961+0.00080906i,0.00028491+0.00076951i,0.00026632+0.00072121i,0.00024374+0.00066375i,0.00021707+0.00059674i,0.00018624+0.00051986i,0.00015117+0.00043284i,0.00011181+0.00033545i,6.8136e-05+0.00022752i,2.0117e-05+0.00010894i,-3.2253e-05-2.033e-05i,-8.8969e-05-0.00016029i,-0.00015001-0.00031087i,-0.00021536-0.00047194i,-0.00028496-0.00064331i,-0.00035876-0.00082472i,-0.00043671-0.0010159i,-0.00051873-0.0012164i,-0.00060473-0.0014258i,-0.00069462-0.0016437i,-0.00078831-0.0018696i,-0.00088568-0.0021028i,-0.00098662-0.0023428i,-0.001091-0.0025889i,-0.0011987-0.0028404i,-0.0013095-0.0030966i,-0.0014234-0.0033568i,-0.0015401-0.0036202i,-0.0016596-0.0038861i,-0.0017815-0.0041536i,-0.0019058-0.004422i,-0.0020322-0.0046905i,-0.0021605-0.0049582i,-0.0022906-0.0052246i,-0.0024222-0.0054886i,-0.002555-0.0057498i,-0.0026888-0.0060072i,-0.0028235-0.0062602i,-0.0029586-0.0065082i,-0.0030939-0.0067504i,-0.0032292-0.0069864i,-0.0033641-0.0072156i,-0.0034983-0.0074373i,-0.0036315-0.0076512i,-0.0037633-0.0078567i,-0.0038934-0.0080536i,-0.0040215-0.0082414i,-0.0041472-0.0084197i,-0.00427-0.0085885i,-0.0043897-0.0087473i,-0.0045058-0.008896i,-0.004618-0.0090344i,-0.0047258-0.0091625i,-0.0048288-0.0092801i,-0.0049268-0.0093872i,-0.0050192-0.0094838i,-0.0051057-0.0095699i,-0.005186-0.0096455i,-0.0052596-0.0097107i,-0.0053262-0.0097655i,-0.0053854-0.0098101i,-0.0054371-0.0098446i,-0.0054807-0.009869i,-0.0055162-0.0098836i,-0.0055431-0.0098885i,-0.0055614-0.0098837i,-0.0055707-0.0098696i,-0.005571-0.0098463i,-0.0055621-0.0098138i,-0.0055439-0.0097724i,-0.0055164-0.0097222i,-0.0054795-0.0096635i,-0.0054333-0.0095962i,-0.0053778-0.0095207i,-0.0053131-0.009437i,-0.0052394-0.0093454i,-0.0051568-0.0092458i,-0.0050657-0.0091386i,-0.0049661-0.0090238i,-0.0048586-0.0089016i,-0.0047434-0.0087722i,-0.0046209-0.0086356i,-0.0044915-0.0084921i,-0.0043557-0.0083418i,-0.0042139-0.008185i,-0.0040668-0.0080217i,-0.0039148-0.0078522i,-0.0037585-0.0076767i,-0.0035985-0.0074955i,-0.0034354-0.0073088i,-0.0032698-0.0071168i,-0.0031024-0.0069199i,-0.0029338-0.0067183i,-0.0027645-0.0065124i,-0.0025954-0.0063026i,-0.0024269-0.0060891i,-0.0022597-0.0058725i,-0.0020944-0.0056531i,-0.0019316-0.0054314i,-0.0017719-0.0052079i,-0.0016158-0.0049829i,-0.0014638-0.0047571i,-0.0013164-0.004531i,-0.0011742-0.004305i,-0.0010374-0.0040798i,-0.00090648-0.0038558i,-0.00078181-0.0036338i,-0.00066368-0.0034142i,-0.00055235-0.0031975i,-0.00044804-0.0029845i,-0.00035092-0.0027756i,-0.00026115-0.0025714i,-0.0001788-0.0023725i,-0.00010393-0.0021794i,-3.6544e-05-0.0019925i,2.3383e-05-0.0018125i,7.5926e-05-0.0016396i,0.00012119-0.0014745i,0.00015933-0.0013174i,0.00019051-0.0011688i,0.00021494-0.0010289i,0.00023286-0.00089813i,0.00024453-0.00077661i,0.00025024-0.00066456i,0.00025028-0.00056214i,0.00024498-0.00046944i,0.00023468-0.00038652i,0.0002197-0.00031337i,0.00020041-0.00024994i,0.00017717-0.00019613i,0.00015031-0.00015178i,0.00012021-0.0001167i,8.721e-05-9.0636e-05i,5.1651e-05-7.3296e-05i,1.3868e-05-6.4344e-05i,-2.5816e-05-6.3403e-05i,-6.7093e-05-7.0055e-05i,-0.00010967-8.385e-05i,-0.00015326-0.0001043i,-0.00019762-0.0001309i,-0.0002425-0.00016311i,-0.00028768-0.00020038i,-0.00033296-0.00024211i,-0.00037815-0.00028774i,-0.0004231-0.00033666i,-0.00046766-0.00038827i,-0.0005117-0.00044198i,-0.00055513-0.00049717i
0.00041414+0.00091482i,0.00043603+0.00094267i,0.000456+0.0009684i,0.00047378+0.0009914i,0.00048906+0.0010111i,0.00050158+0.0010268i,0.00051105+0.001038i,0.00051722+0.0010439i,0.00051984+0.001044i,0.00051866+0.0010377i,0.00051346+0.0010243i,0.00050404+0.0010033i,0.00049019+0.00097406i,0.00047174+0.00093611i,0.00044853+0.00088892i,0.00042041+0.00083205i,0.00038725+0.00076507i,0.00034895+0.00068763i,0.0003054+0.00059939i,0.00025655+0.00050011i,0.00020232+0.00038957i,0.00014268+0.00026763i,7.7612e-05+0.00013421i,7.099e-06-1.0707e-05i,-6.8847e-05-0.00016708i,-0.0001502-0.00033479i,-0.00023693-0.00051367i,-0.00032897-0.00070348i,-0.00042626-0.0009039i,-0.00052871-0.0011146i,-0.00063625-0.0013351i,-0.00074875-0.001565i,-0.00086611-0.0018037i,-0.0009882-0.0020506i,-0.0011149-0.0023051i,-0.001246-0.0025665i,-0.0013813-0.0028341i,-0.0015208-0.0031072i,-0.0016642-0.003385i,-0.0018113-0.0036666i,-0.001962-0.0039513i,-0.0021159-0.0042382i,-0.002273-0.0045265i,-0.0024328-0.0048154i,-0.0025953-0.0051039i,-0.0027601-0.0053913i,-0.002927-0.0056767i,-0.0030956-0.0059593i,-0.0032658-0.0062384i,-0.0034371-0.0065131i,-0.0036092-0.0067828i,-0.0037819-0.0070468i,-0.0039547-0.0073043i,-0.0041273-0.0075548i,-0.0042993-0.0077977i,-0.0044704-0.0080324i,-0.0046401-0.0082584i,-0.004808-0.0084754i,-0.0049737-0.0086828i,-0.0051368-0.0088803i,-0.0052968-0.0090676i,-0.0054532-0.0092444i,-0.0056057-0.0094105i,-0.0057536-0.0095658i,-0.0058967-0.00971i,-0.0060343-0.0098431i,-0.0061661-0.009965i,-0.0062915-0.010076i,-0.0064102-0.010175i,-0.0065216-0.010263i,-0.0066253-0.010341i,-0.0067208-0.010407i,-0.0068078-0.010462i,-0.0068859-0.010506i,-0.0069546-0.01054i,-0.0070137-0.010563i,-0.0070628-0.010576i,-0.0071015-0.010579i,-0.0071297-0.010571i,-0.0071471-0.010554i,-0.0071534-0.010527i,-0.0071487-0.010491i,-0.0071326-0.010446i,-0.0071051-0.010391i,-0.0070663-0.010327i,-0.0070161-0.010255i,-0.0069546-0.010174i,-0.0068819-0.010085i,-0.0067981-0.0099873i,-0.0067034-0.0098816i,-0.0065982-0.0097679i,-0.0064826-0.0096464i,-0.0063571-0.0095173i,-0.006222-0.0093806i,-0.0060777-0.0092366i,-0.0059248-0.0090854i,-0.0057637-0.0089271i,-0.005595-0.008762i,-0.0054193-0.0085902i,-0.0052372-0.0084119i,-0.0050493-0.0082274i,-0.0048563-0.0080368i,-0.0046589-0.0078404i,-0.0044578-0.0076385i,-0.0042537-0.0074313i,-0.0040474-0.0072192i,-0.0038395-0.0070024i,-0.0036309-0.0067814i,-0.0034222-0.0065565i,-0.0032141-0.0063281i,-0.0030075-0.0060967i,-0.0028029-0.0058626i,-0.0026011-0.0056264i,-0.0024026-0.0053885i,-0.0022082-0.0051495i,-0.0020184-0.0049099i,-0.0018338-0.0046702i,-0.0016549-0.0044311i,-0.0014822-0.004193i,-0.0013161-0.0039566i,-0.001157-0.0037225i,-0.0010053-0.0034913i,-0.00086129-0.0032636i,-0.00072523-0.0030399i,-0.00059734-0.0028209i,-0.00047778-0.0026071i,-0.00036668-0.0023992i,-0.0002641-0.0021975i,-0.00017008-0.0020028i,-8.46e-05-0.0018154i,-7.6051e-06-0.0016358i,6.1005e-05-0.0014645i,0.00012137-0.0013018i,0.00017366-0.0011482i,0.00021808-0.0010039i,0.00025488-0.00086916i,0.00028431-0.00074429i,0.00030668-0.00062943i,0.00032228-0.0005247i,0.00033146-0.00043019i,0.00033455-0.00034591i,0.00033192-0.00027184i,0.00032393-0.00020789i,0.00031096-0.00015393i,0.00029338-0.00010979i,0.00027156-7.5214e-05i,0.00024587-4.9935e-05i,0.00021669-3.3622e-05i,0.00018436-2.5902e-05i,0.00014923-2.6364e-05i,0.00011163-3.4555e-05i,7.1887e-05-4.999e-05i,3.0302e-05-7.2152e-05i,-1.2839e-05-0.0001005i,-5.7267e-05-0.00013446i,-0.00010273-0.00017344i,-0.000149-0.00021686i,-0.00019587-0.00026408i,-0.00024314-0.0003145i,-0.00029063-0.00036749i,-0.00033819-0.00042243i
0.00062336+0.0010614i,0.00064687+0.0010915i,0.00066778+0.0011189i,0.00068575+0.0011429i,0.00070047+0.0011629i,0.00071161+0.0011782i,0.00071887+0.0011882i,0.00072194+0.0011922i,0.00072055+0.0011895i,0.00071443+0.0011796i,0.00070332+0.0011617i,0.00068698+0.0011352i,0.00066519+0.0010997i,0.00063776+0.0010545i,0.0006045+0.0009992i,0.00056525+0.00093325i,0.00051986+0.00085628i,0.00046821+0.00076792i,0.00041021+0.00066787i,0.00034576+0.00055589i,0.0002748+0.00043179i,0.0001973+0.00029545i,0.00011322+0.00014682i,2.2572e-05-1.4072e-05i,-7.4637e-05-0.00018716i,-0.00017837-0.00037227i,-0.00028859-0.0005692i,-0.00040521-0.00077766i,-0.00052816-0.00099728i,-0.00065733-0.0012276i,-0.00079261-0.0014683i,-0.00093387-0.0017186i,-0.001081-0.0019781i,-0.0012337-0.002246i,-0.001392-0.0025218i,-0.0015556-0.0028045i,-0.0017243-0.0030936i,-0.0018979-0.003388i,-0.0020761-0.0036871i,-0.0022588-0.0039899i,-0.0024457-0.0042955i,-0.0026365-0.0046032i,-0.002831-0.0049118i,-0.0030287-0.0052207i,-0.0032296-0.0055288i,-0.0034331-0.0058353i,-0.003639-0.0061392i,-0.003847-0.0064399i,-0.0040566-0.0067363i,-0.0042675-0.0070278i,-0.0044793-0.0073136i,-0.0046916-0.0075928i,-0.0049039-0.007865i,-0.0051159-0.0081293i,-0.0053271-0.0083852i,-0.0055369-0.0086321i,-0.005745-0.0088696i,-0.0059508-0.0090972i,-0.0061539-0.0093144i,-0.0063537-0.0095209i,-0.0065496-0.0097164i,-0.0067413-0.0099006i,-0.006928-0.010073i,-0.0071093-0.010234i,-0.0072846-0.010384i,-0.0074535-0.010521i,-0.0076152-0.010647i,-0.0077693-0.01076i,-0.0079153-0.010862i,-0.0080526-0.010952i,-0.0081807-0.01103i,-0.0082992-0.011096i,-0.0084074-0.011152i,-0.008505-0.011195i,-0.0085916-0.011228i,-0.0086667-0.011249i,-0.0087298-0.01126i,-0.0087808-0.01126i,-0.0088193-0.01125i,-0.008845-0.011229i,-0.0088576-0.011199i,-0.008857-0.011159i,-0.0088431-0.011109i,-0.0088157-0.01105i,-0.0087748-0.010981i,-0.0087204-0.010904i,-0.0086525-0.010817i,-0.0085714-0.010722i,-0.008477-0.010619i,-0.0083698-0.010507i,-0.0082498-0.010387i,-0.0081175-0.010259i,-0.0079732-0.010123i,-0.0078174-0.0099792i,-0.0076504-0.0098279i,-0.007473-0.0096691i,-0.0072855-0.0095031i,-0.0070887-0.00933i,-0.0068832-0.00915i,-0.0066697-0.0089632i,-0.0064488-0.0087698i,-0.0062214-0.0085702i,-0.0059882-0.0083645i,-0.00575-0.0081529i,-0.0055076-0.0079358i,-0.0052619-0.0077135i,-0.0050137-0.0074862i,-0.0047638-0.0072544i,-0.004513-0.0070184i,-0.0042623-0.0067785i,-0.0040123-0.0065353i,-0.003764-0.0062892i,-0.003518-0.0060406i,-0.0032752-0.0057901i,-0.0030362-0.0055382i,-0.0028018-0.0052854i,-0.0025727-0.0050323i,-0.0023495-0.0047795i,-0.0021327-0.0045276i,-0.0019229-0.0042771i,-0.0017205-0.0040288i,-0.0015262-0.0037832i,-0.0013401-0.0035409i,-0.0011628-0.0033026i,-0.00099444-0.0030689i,-0.00083531-0.0028404i,-0.00068561-0.0026177i,-0.00054548-0.0024013i,-0.000415-0.0021919i,-0.00029423-0.00199i,-0.00018315-0.001796i,-8.1717e-05-0.0016104i,1.0165e-05-0.0014337i,9.2633e-05-0.0012663i,0.00016586-0.0011084i,0.00023007-0.00096052i,0.0002855-0.00082276i,0.00033242-0.00069538i,0.00037114-0.00057853i,0.00040198-0.00047232i,0.0004253-0.0003768i,0.00044145-0.00029197i,0.0004508-0.00021775i,0.00045376-0.00015406i,0.0004507-0.0001007i,0.00044203-5.748e-05i,0.00042813-2.4116e-05i,0.00040942-2.9162e-07i,0.00038626+1.4356e-05i,0.00035906+2.0236e-05i,0.00032817+1.7797e-05i,0.00029396+7.5273e-06i,0.00025677-1.0054e-05i,0.00021694-3.4395e-05i,0.00017478-6.4919e-05i,0.00013058-0.00010103i,8.4636e-05-0.0001421i,3.7198e-05-0.00018752i,-1.1489e-05-0.00023664i,-6.1201e-05-0.00028881i,-0.00011173-0.00034341i
0.00083905+0.0012051i,0.00086341+0.0012369i,0.00088441+0.0012655i,0.00090169+0.00129i,0.00091489+0.0013098i,0.00092365+0.0013242i,0.00092762+0.0013325i,0.00092648+0.0013341i,0.00091991+0.0013281i,0.0009076+0.001314i,0.00088929+0.0012911i,0.00086469+0.0012587i,0.00083357+0.0012164i,0.00079571+0.0011635i,0.0007509+0.0010996i,0.00069897+0.0010241i,0.00063976+0.00093669i,0.00057312+0.00083701i,0.00049896+0.00072476i,0.00041719+0.00059971i,0.00032773+0.00046171i,0.00023055+0.00031066i,0.00012562+0.00014655i,1.2944e-05-3.0566e-05i,-0.00010745-0.00022057i,-0.00023552-0.00042327i,-0.00037121-0.00063838i,-0.00051442-0.00086558i,-0.00066506-0.0011044i,-0.000823-0.0013545i,-0.0009881-0.0016152i,-0.0011602-0.001886i,-0.0013391-0.0021661i,-0.0015247-0.002455i,-0.0017167-0.0027517i,-0.0019149-0.0030556i,-0.002119-0.0033657i,-0.0023289-0.0036812i,-0.0025441-0.0040012i,-0.0027645-0.0043247i,-0.0029898-0.0046509i,-0.0032195-0.0049787i,-0.0034535-0.0053073i,-0.0036912-0.0056355i,-0.0039325-0.0059626i,-0.0041768-0.0062876i,-0.0044237-0.0066094i,-0.004673-0.0069274i,-0.004924-0.0072405i,-0.0051765-0.007548i,-0.0054298-0.007849i,-0.0056836-0.0081428i,-0.0059373-0.0084287i,-0.0061905-0.008706i,-0.0064425-0.0089742i,-0.0066928-0.0092325i,-0.006941-0.0094806i,-0.0071863-0.0097179i,-0.0074282-0.0099441i,-0.0076662-0.010159i,-0.0078996-0.010362i,-0.0081278-0.010552i,-0.0083502-0.010731i,-0.0085661-0.010897i,-0.008775-0.011051i,-0.0089761-0.011192i,-0.0091689-0.01132i,-0.0093528-0.011436i,-0.0095271-0.011539i,-0.0096913-0.01163i,-0.0098447-0.011709i,-0.0099867-0.011775i,-0.010117-0.011829i,-0.010235-0.011872i,-0.01034-0.011903i,-0.010431-0.011922i,-0.010509-0.01193i,-0.010573-0.011927i,-0.010622-0.011914i,-0.010656-0.01189i,-0.010675-0.011855i,-0.010679-0.011811i,-0.010667-0.011757i,-0.010639-0.011693i,-0.010596-0.011619i,-0.010538-0.011537i,-0.010463-0.011445i,-0.010373-0.011344i,-0.010268-0.011235i,-0.010148-0.011117i,-0.010012-0.010991i,-0.0098627-0.010856i,-0.009699-0.010714i,-0.0095217-0.010563i,-0.0093313-0.010405i,-0.0091284-0.010239i,-0.0089137-0.010065i,-0.0086878-0.0098847i,-0.0084514-0.0096968i,-0.0082053-0.0095018i,-0.0079503-0.0093001i,-0.0076872-0.0090918i,-0.0074169-0.0088772i,-0.0071403-0.0086564i,-0.0068583-0.0084299i,-0.0065718-0.0081977i,-0.0062817-0.0079604i,-0.0059889-0.0077182i,-0.0056945-0.0074714i,-0.0053994-0.0072206i,-0.0051044-0.0069661i,-0.0048105-0.0067083i,-0.0045186-0.0064479i,-0.0042296-0.0061851i,-0.0039442-0.0059207i,-0.0036634-0.0056551i,-0.0033878-0.005389i,-0.0031182-0.0051229i,-0.0028554-0.0048574i,-0.0025998-0.0045932i,-0.0023522-0.0043309i,-0.0021131-0.0040712i,-0.001883-0.0038146i,-0.0016622-0.003562i,-0.0014513-0.0033138i,-0.0012505-0.0030708i,-0.00106-0.0028335i,-0.00088015-0.0026027i,-0.00071105-0.0023788i,-0.00055281-0.0021624i,-0.00040547-0.0019541i,-0.00026905-0.0017544i,-0.00014348-0.0015638i,-2.8666e-05-0.0013826i,7.5527e-05-0.0012112i,0.00016929-0.0010501i,0.00025284-0.00089946i,0.00032643-0.00075956i,0.00039036-0.00063057i,0.00044495-0.00051263i,0.00049054-0.00040582i,0.00052749-0.00031016i,0.0005562-0.00022562i,0.00057705-0.0001521i,0.00059045-8.9458e-05i,0.00059683-3.7489e-05i,0.0005966+4.0617e-06i,0.00059019+3.5501e-05i,0.00057801+5.7186e-05i,0.00056048+6.952e-05i,0.00053801+7.2948e-05i,0.000511+6.7957e-05i,0.00047983+5.5072e-05i,0.00044488+3.4848e-05i,0.00040651+7.871e-06i,0.00036507-2.525e-05i,0.00032087-6.3887e-05i,0.00027423-0.00010739i,0.00022545-0.00015512i,0.00017478-0.0002064i,0.0001225-0.00026057i
