9.4281e-05-0.00039287i,0.00011885-0.00026466i,0.00014509-0.00013223i,0.00017293+3.4501e-06i,0.00020231+0.00014138i,0.00023315+0.00028057i,0.00026539+0.00042002i,0.00029897+0.00055875i,0.00033382+0.00069579i,0.00036987+0.00083023i,0.00040705+0.00096117i,0.00044529+0.0010878i,0.00048452+0.0012092i,0.00052467+0.0013248i,0.00056566+0.0014339i,0.0006074+0.0015358i,0.00064982+0.0016301i,0.00069282+0.0017162i,0.00073631+0.0017939i,0.00078019+0.0018627i,0.00082435+0.0019226i,0.00086868+0.0019732i,0.00091306+0.0020147i,0.00095737+0.002047i,0.0010015+0.0020702i,0.0010453+0.0020844i,0.0010886+0.0020898i,0.0011313+0.0020868i,0.0011732+0.0020757i,0.0012143+0.0020568i,0.0012543+0.0020306i,0.001293+0.0019975i,0.0013304+0.0019581i,0.0013664+0.0019129i,0.0014006+0.0018623i,0.0014331+0.0018071i,0.0014636+0.0017477i,0.001492+0.0016846i,0.0015183+0.0016186i,0.0015422+0.00155i,0.0015637+0.0014795i,0.0015827+0.0014076i,0.0015991+0.0013347i,0.0016128+0.0012613i,0.0016238+0.0011878i,0.001632+0.0011147i,0.0016373+0.0010423i,0.0016398+0.00097095i,0.0016394+0.00090092i,0.0016361+0.00083248i,0.00163+0.00076584i,0.0016211+0.00070118i,0.0016094+0.00063865i,0.0015949+0.00057837i,0.0015777+0.0005204i,0.0015579+0.00046481i,0.0015355+0.00041162i,0.0015106+0.00036082i,0.0014833+0.0003124i,0.0014537+0.00026631i,0.0014218+0.0002225i,0.0013878+0.00018092i,0.0013516+0.00014147i,0.0013135+0.0001041i,0.0012733+6.8702e-05i,0.0012313+3.5209e-05i,0.0011874+3.5407e-06i,0.0011417-2.6379e-05i,0.0010942-5.4616e-05i,0.0010451-8.123e-05i,0.00099418-0.00010627i,0.00094159-0.00012978i,0.00088731-0.00015178i,0.00083133-0.0001723i,0.00077364-0.00019134i,0.00071421-0.00020889i,0.00065302-0.00022496i,0.00059005-0.00023951i,0.00052525-0.00025253i,0.00045862-0.00026399i,0.00039011-0.00027385i,0.0003197-0.00028208i,0.00024738-0.00028865i,0.00017315-0.00029355i,9.7003e-05-0.00029674i,1.8968e-05-0.00029822i,-6.0918e-05-0.00029799i,-0.0001426-0.00029607i,-0.00022598-0.00029249i,-0.00031098-0.0002873i,-0.00039745-0.00028056i,-0.00048523-0.00027237i,-0.00057414-0.00026282i,-0.00066396-0.00025206i,-0.00075442-0.00024023i,-0.00084525-0.0002275i,-0.00093613-0.00021408i,-0.0010267-0.00020017i,-0.0011166-0.00018602i,-0.0012054-0.00017186i,-0.0012927-0.00015797i,-0.0013779-0.00014462i,-0.0014607-0.00013211i,-0.0015405-0.00012072i,-0.0016168-0.00011075i,-0.0016891-0.00010251i,-0.0017567-9.627e-05i,-0.0018192-9.2328e-05i,-0.001876-9.0953e-05i,-0.0019266-9.24e-05i,-0.0019704-9.6904e-05i,-0.002007-0.00010468i,-0.0020358-0.0001159i,-0.0020565-0.00013073i,-0.0020685-0.00014928i,-0.0020716-0.00017163i,-0.0020653-0.00019782i,-0.0020495-0.00022786i,-0.0020239-0.00026169i,-0.0019883-0.00029922i,-0.0019427-0.00034033i,-0.001887-0.00038482i,-0.0018213-0.00043247i,-0.0017457-0.00048301i,-0.0016605-0.00053612i,-0.0015658-0.00059145i,-0.0014622-0.00064861i,-0.0013499-0.00070716i,-0.0012295-0.00076664i,-0.0011017-0.00082657i,-0.00096706-0.00088644i,-0.0008263-0.00094572i,-0.00068024-0.0010039i,-0.00052972-0.0010603i,-0.00037565-0.0011145i,-0.00021897-0.001166i,-6.068e-05-0.0012141i,9.821e-05-0.0012585i,0.00025666-0.0012984i,0.00041361-0.0013336i,0.000568-0.0013636i,0.00071878-0.0013879i,0.0008649-0.0014063i,0.0010053-0.0014183i,0.0011391-0.0014239i,0.0012653-0.0014227i,0.0013829-0.0014146i,0.0014912-0.0013996i,0.0015894-0.0013776i,0.0016768-0.0013487i,0.0017528-0.0013131i,0.0018168-0.0012708i,0.0018684-0.0012222i,0.0019073-0.0011675i,0.0019333-0.0011071i,0.0019462-0.0010414i,0.001946-0.0009709i,0.0019329-0.00089614i,0.0019069-0.00081766i,0.0018685-0.00073607i,0.001818-0.00065201i
0.00013449-0.0003456i,0.00016302-0.00021553i,0.00019333-8.187e-05i,0.00022534+5.4362e-05i,0.00025899+0.00019216i,0.00029422+0.00033053i,0.00033095+0.00046846i,0.00036912+0.00060499i,0.00040866+0.00073917i,0.00044951+0.0008701i,0.00049158+0.00099691i,0.00053481+0.0011188i,0.00057912+0.001235i,0.00062442+0.0013448i,0.00067063+0.0014477i,0.00071766+0.001543i,0.0007654+0.0016304i,0.00081376+0.0017094i,0.00086263+0.0017797i,0.00091187+0.0018411i,0.00096138+0.0018934i,0.001011+0.0019366i,0.0010606+0.0019708i,0.0011101+0.0019959i,0.0011593+0.0020122i,0.001208+0.0020198i,0.001256+0.0020191i,0.0013033+0.0020103i,0.0013495+0.001994i,0.0013946+0.0019705i,0.0014384+0.0019404i,0.0014807+0.001904i,0.0015212+0.0018621i,0.0015599+0.001815i,0.0015966+0.0017634i,0.001631+0.0017079i,0.0016631+0.0016491i,0.0016926+0.0015874i,0.0017195+0.0015235i,0.0017436+0.0014579i,0.0017647+0.001391i,0.0017828+0.0013235i,0.0017978+0.0012557i,0.0018095+0.001188i,0.001818+0.0011209i,0.0018232+0.0010547i,0.001825+0.00098961i,0.0018234+0.000926i,0.0018184+0.00086406i,0.0018101+0.00080395i,0.0017985+0.00074583i,0.0017835+0.0006898i,0.0017654+0.00063591i,0.0017441+0.0005842i,0.0017197+0.00053466i,0.0016924+0.00048727i,0.0016622+0.00044197i,0.0016293+0.00039869i,0.0015937+0.00035733i,0.0015556+0.00031778i,0.0015151+0.00027994i,0.0014724+0.00024367i,0.0014274+0.00020885i,0.0013805+0.00017537i,0.0013315+0.0001431i,0.0012808+0.00011192i,0.0012283+8.1749e-05i,0.0011742+5.2487e-05i,0.0011185+2.4064e-05i,0.0010613-3.5761e-06i,0.0010027-3.0473e-05i,0.00094259-5.6647e-05i,0.00088113-8.21e-05i,0.00081829-0.00010682i,0.00075409-0.00013076i,0.00068852-0.00015388i,0.00062158-0.00017612i,0.00055324-0.00019739i,0.00048347-0.0002176i,0.00041226-0.00023665i,0.00033957-0.00025444i,0.00026537-0.00027085i,0.00018963-0.00028579i,0.00011235-0.00029913i,3.3507e-05-0.00031078i,-4.6893e-05-0.00032065i,-0.00012883-0.00032866i,-0.00021228-0.00033475i,-0.00029718-0.00033886i,-0.00038345-0.00034097i,-0.00047099-0.00034109i,-0.00055967-0.00033923i,-0.00064933-0.00033543i,-0.00073979-0.00032978i,-0.00083082-0.00032238i,-0.00092216-0.00031335i,-0.0010135-0.00030287i,-0.0011046-0.00029111i,-0.001195-0.00027829i,-0.0012844-0.00026464i,-0.0013724-0.00025044i,-0.0014585-0.00023596i,-0.0015422-0.00022149i,-0.001623-0.00020735i,-0.0017005-0.00019387i,-0.0017741-0.00018137i,-0.0018433-0.00017018i,-0.0019075-0.00016063i,-0.0019662-0.00015305i,-0.0020188-0.00014774i,-0.0020648-0.00014501i,-0.0021037-0.00014512i,-0.0021351-0.00014834i,-0.0021583-0.00015487i,-0.002173-0.00016492i,-0.0021788-0.00017864i,-0.0021753-0.00019613i,-0.0021623-0.00021748i,-0.0021395-0.00024271i,-0.0021067-0.0002718i,-0.0020638-0.00030469i,-0.0020107-0.00034125i,-0.0019475-0.00038132i,-0.0018742-0.00042469i,-0.0017911-0.0004711i,-0.0016983-0.00052023i,-0.0015963-0.00057175i,-0.0014854-0.00062524i,-0.0013661-0.0006803i,-0.001239-0.00073645i,-0.0011048-0.0007932i,-0.00096405-0.00085003i,-0.00081765-0.0009064i,-0.00066641-0.00096178i,-0.00051122-0.0010156i,-0.00035303-0.0010673i,-0.00019283-0.0011163i,-3.163e-05-0.0011621i,0.00012951-0.0012042i,0.00028954-0.001242i,0.00044737-0.001275i,0.00060193-0.0013029i,0.00075217-0.0013253i,0.00089703-0.0013417i,0.0010355-0.0013519i,0.0011666-0.0013556i,0.0012894-0.0013527i,0.0014031-0.001343i,0.0015068-0.0013263i,0.0015998-0.0013029i,0.0016815-0.0012726i,0.0017513-0.0012356i,0.0018086-0.0011921i,0.0018533-0.0011424i,0.0018849-0.0010868i,0.0019034-0.0010257i,0.0019087-0.00095946i,0.0019009-0.00088862i,0.00188-0.0008137i,0.0018465-0.0007353i,0.0018007-0.00065402i
0.00018013-0.00029586i,0.00021254-0.00016462i,0.0002468-3.0502e-05i,0.00028285+0.00010547i,0.00032063+0.00024229i,0.00036007+0.00037893i,0.00040111+0.00051442i,0.00044368+0.00064779i,0.0004877+0.00077811i,0.00053312+0.00090451i,0.00057986+0.0010262i,0.00062783+0.0011423i,0.00067695+0.0012522i,0.00072714+0.0013553i,0.0007783+0.0014509i,0.00083033+0.0015387i,0.00088311+0.0016181i,0.00093654+0.001689i,0.00099048+0.0017511i,0.0010448+0.0018042i,0.0010994+0.0018482i,0.001154+0.0018832i,0.0012086+0.0019093i,0.0012629+0.0019267i,0.0013168+0.0019355i,0.0013701+0.0019361i,0.0014226+0.0019288i,0.0014741+0.0019141i,0.0015244+0.0018924i,0.0015733+0.0018641i,0.0016205+0.00183i,0.001666+0.0017904i,0.0017094+0.001746i,0.0017506+0.0016974i,0.0017894+0.0016451i,0.0018255+0.0015897i,0.0018589+0.0015319i,0.0018892+0.0014722i,0.0019164+0.0014111i,0.0019404+0.0013491i,0.0019609+0.0012867i,0.0019778+0.0012245i,0.0019911+0.0011627i,0.0020007+0.0011017i,0.0020064+0.0010419i,0.0020083+0.00098363i,0.0020063+0.000927i,0.0020004+0.00087225i,0.0019907+0.00081952i,0.0019771+0.00076889i,0.0019597+0.00072043i,0.0019387+0.00067414i,0.0019139+0.00063001i,0.0018857+0.00058797i,0.001854+0.00054793i,0.001819+0.00050977i,0.0017809+0.00047337i,0.0017398+0.00043854i,0.0016959+0.00040514i,0.0016492+0.00037297i,0.0016001+0.00034186i,0.0015486+0.00031162i,0.0014949+0.00028207i,0.0014392+0.00025303i,0.0013816+0.00022436i,0.0013223+0.00019591i,0.0012614+0.00016755i,0.001199+0.00013919i,0.0011353+0.00011074i,0.0010703+8.2159e-05i,0.0010041+5.3409e-05i,0.00093681+2.4494e-05i,0.00086849-4.558e-06i,0.00079916-3.3693e-05i,0.00072885-6.2833e-05i,0.00065758-9.1873e-05i,0.00058534-0.00012069i,0.00051212-0.00014913i,0.0004379-0.00017704i,0.00036265-0.00020424i,0.00028635-0.00023054i,0.00020895-0.00025576i,0.00013041-0.00027968i,5.0717e-05-0.00030213i,-3.0173e-05-0.00032291i,-0.00011228-0.00034183i,-0.0001956-0.00035874i,-0.00028013-0.00037347i,-0.00036585-0.00038591i,-0.00045271-0.00039593i,-0.00054063-0.00040348i,-0.00062954-0.00040848i,-0.00071929-0.00041093i,-0.00080973-0.00041085i,-0.00090068-0.00040827i,-0.00099192-0.00040329i,-0.0010832-0.00039603i,-0.0011742-0.00038664i,-0.0012647-0.00037532i,-0.0013542-0.00036228i,-0.0014423-0.00034779i,-0.0015288-0.00033212i,-0.001613-0.00031559i,-0.0016946-0.00029852i,-0.001773-0.00028127i,-0.0018478-0.0002642i,-0.0019183-0.00024768i,-0.0019841-0.00023209i,-0.0020445-0.00021781i,-0.0020992-0.0002052i,-0.0021474-0.00019463i,-0.0021888-0.00018644i,-0.0022227-0.00018096i,-0.0022487-0.00017848i,-0.0022663-0.00017928i,-0.0022752-0.00018358i,-0.0022749-0.00019158i,-0.0022651-0.00020343i,-0.0022455-0.00021924i,-0.0022159-0.00023907i,-0.0021763-0.00026292i,-0.0021263-0.00029075i,-0.0020662-0.00032246i,-0.0019959-0.00035789i,-0.0019155-0.00039686i,-0.0018254-0.00043909i,-0.0017257-0.0004843i,-0.0016169-0.00053212i,-0.0014994-0.00058217i,-0.0013738-0.000634i,-0.0012407-0.00068715i,-0.0011008-0.00074112i,-0.00095481-0.00079537i,-0.00080358-0.00084935i,-0.00064801-0.00090251i,-0.00048902-0.00095426i,-0.0003276-0.001004i,-0.00016476-0.0010513i,-1.5683e-06-0.0010954i,0.00016092-0.0011359i,0.0003216-0.0011722i,0.00047941-0.0012039i,0.00063325-0.0012305i,0.00078206-0.0012516i,0.00092481-0.0012668i,0.0010605-0.0012758i,0.0011881-0.0012784i,0.0013069-0.0012745i,0.0014158-0.0012637i,0.0015142-0.0012462i,0.0016015-0.0012218i,0.0016769-0.0011908i,0.0017399-0.0011531i,0.0017903-0.0011091i,0.0018276-0.0010589i,0.0018518-0.0010029i,0.0018626-0.0009416i,0.0018602-0.00087532i,0.0018446-0.00080462i,0.0018162-0.00073003i,0.0017752-0.00065215i
0.0002309-0.0002441i,0.00026704-0.00011243i,0.00030509+2.1352e-05i,0.00034501+0.00015622i,0.00038671+0.00029116i,0.00043015+0.00042515i,0.00047526+0.00055723i,0.00052197+0.00068644i,0.00057022+0.00081188i,0.00061993+0.00093272i,0.00067103+0.0010482i,0.00072344+0.0011575i,0.00077707+0.00126i,0.00083182+0.0013553i,0.0008876+0.0014427i,0.00094429+0.0015218i,0.0010018+0.0015925i,0.0010599+0.0016543i,0.0011186+0.0017072i,0.0011777+0.0017511i,0.0012369+0.0017861i,0.0012962+0.0018122i,0.0013554+0.0018296i,0.0014142+0.0018385i,0.0014725+0.0018394i,0.0015301+0.0018325i,0.0015867+0.0018183i,0.0016421+0.0017973i,0.0016961+0.00177i,0.0017484+0.001737i,0.0017989+0.0016988i,0.0018472+0.0016561i,0.0018932+0.0016094i,0.0019366+0.0015595i,0.0019771+0.0015069i,0.0020147+0.0014521i,0.002049+0.0013959i,0.0020799+0.0013387i,0.0021072+0.0012811i,0.0021307+0.0012235i,0.0021503+0.0011665i,0.0021659+0.0011104i,0.0021772+0.0010555i,0.0021843+0.0010023i,0.0021871+0.00095097i,0.0021855+0.00090168i,0.0021796+0.00085461i,0.0021692+0.00080986i,0.0021545+0.0007675i,0.0021355+0.00072752i,0.0021122+0.00068989i,0.0020848+0.00065452i,0.0020533+0.00062129i,0.002018+0.00059005i,0.0019788+0.0005606i,0.0019362+0.00053274i,0.0018901+0.00050623i,0.0018407+0.00048084i,0.0017884+0.0004563i,0.0017332+0.00043236i,0.0016755+0.00040876i,0.0016153+0.00038525i,0.001553+0.00036159i,0.0014886+0.00033757i,0.0014225+0.00031298i,0.0013548+0.00028765i,0.0012856+0.00026142i,0.0012152+0.00023419i,0.0011437+0.00020586i,0.0010712+0.0001764i,0.00099781+0.00014578i,0.0009237+0.00011403i,0.00084892+8.1205e-05i,0.00077354+4.7407e-05i,0.00069759+1.276e-05i,0.0006211-2.2573e-05i,0.00054409-5.8402e-05i,0.00046656-9.4511e-05i,0.00038847-0.00013066i,0.00030981-0.00016659i,0.00023054-0.00020202i,0.0001506-0.00023668i,6.9959e-05-0.00027027i,-1.1448e-05-0.00030251i,-9.3665e-05-0.0003331i,-0.00017674-0.00036177i,-0.0002607-0.00038825i,-0.00034557-0.00041231i,-0.00043136-0.00043372i,-0.00051805-0.0004523i,-0.00060562-0.00046786i,-0.000694-0.0004803i,-0.00078311-0.00048951i,-0.00087283-0.00049546i,-0.00096301-0.00049812i,-0.0010535-0.00049754i,-0.001144-0.0004938i,-0.0012344-0.00048701i,-0.0013242-0.00047735i,-0.0014133-0.00046501i,-0.0015012-0.00045025i,-0.0015875-0.00043336i,-0.0016719-0.00041465i,-0.0017538-0.00039447i,-0.0018328-0.0003732i,-0.0019085-0.00035124i,-0.0019801-0.000329i,-0.0020473-0.00030691i,-0.0021095-0.00028541i,-0.0021661-0.00026493i,-0.0022166-0.0002459i,-0.0022604-0.00022874i,-0.0022971-0.00021386i,-0.002326-0.00020162i,-0.0023468-0.00019239i,-0.002359-0.00018647i,-0.0023622-0.00018416i,-0.002356-0.00018568i,-0.0023402-0.00019123i,-0.0023144-0.00020095i,-0.0022785-0.00021492i,-0.0022323-0.00023319i,-0.0021758-0.00025571i,-0.0021091-0.00028243i,-0.0020322-0.00031318i,-0.0019454-0.00034779i,-0.0018488-0.00038599i,-0.0017428-0.00042749i,-0.0016279-0.00047193i,-0.0015046-0.0005189i,-0.0013734-0.00056795i,-0.0012351-0.00061861i,-0.0010903-0.00067035i,-0.00093984-0.00072262i,-0.00078464-0.00077487i,-0.00062559-0.00082649i,-0.00046368-0.0008769i,-0.00029991-0.00092551i,-0.00013534-0.00097172i,2.8956e-05-0.001015i,0.00019188-0.0010547i,0.00035235-0.0010903i,0.00050924-0.0011214i,0.0006615-0.0011474i,0.00080804-0.001168i,0.00094785-0.0011828i,0.0010799-0.0011914i,0.0012034-0.0011936i,0.0013173-0.0011893i,0.0014209-0.0011783i,0.0015135-0.0011605i,0.0015943-0.0011359i,0.001663-0.0011047i,0.001719-0.001067i,0.001762-0.0010229i,0.0017918-0.00097279i,0.0018082-0.00091702i,0.0018113-0.00085598i,0.0018011-0.00079014i,0.0017779-0.00072001i,0.001742-0.00064617i
0.00028646-0.00019078i,0.00032613-5.947e-05i,0.00036777+7.3148e-05i,0.00041131+0.00020604i,0.00045669+0.00033817i,0.00050385+0.00046855i,0.00055274+0.00059622i,0.00060329+0.00072024i,0.00065544+0.00083977i,0.00070911+0.00095398i,0.00076422+0.0010621i,0.00082071+0.0011636i,0.00087847+0.0012577i,0.00093742+0.0013441i,0.00099743+0.0014222i,0.0010584+0.0014918i,0.0011202+0.0015526i,0.0011827+0.0016044i,0.0012457+0.0016473i,0.0013091+0.0016812i,0.0013726+0.0017063i,0.0014362+0.0017227i,0.0014996+0.0017307i,0.0015625+0.0017307i,0.0016249+0.0017231i,0.0016863+0.0017083i,0.0017466+0.0016869i,0.0018056+0.0016593i,0.0018629+0.0016263i,0.0019183+0.0015884i,0.0019716+0.0015463i,0.0020225+0.0015006i,0.0020707+0.0014519i,0.0021159+0.001401i,0.002158+0.0013484i,0.0021967+0.0012948i,0.0022317+0.0012407i,0.0022629+0.0011867i,0.00229+0.0011333i,0.0023128+0.001081i,0.0023312+0.0010302i,0.0023451+0.00098121i,0.0023543+0.00093437i,0.0023587+0.00088994i,0.0023583+0.00084809i,0.0023531+0.00080896i,0.0023429+0.00077261i,0.0023279+0.00073907i,0.002308+0.00070828i,0.0022834+0.00068016i,0.0022541+0.00065456i,0.0022202+0.0006313i,0.0021819+0.00061015i,0.0021394+0.00059086i,0.0020928+0.00057312i,0.0020423+0.00055663i,0.0019882+0.00054106i,0.0019307+0.00052607i,0.00187+0.00051131i,0.0018064+0.00049645i,0.0017401+0.00048114i,0.0016713+0.00046508i,0.0016005+0.00044796i,0.0015277+0.0004295i,0.0014532+0.00040946i,0.0013773+0.00038763i,0.0013001+0.00036384i,0.001222+0.00033795i,0.001143+0.00030988i,0.0010634+0.00027957i,0.00098324+0.00024705i,0.00090274+0.00021234i,0.00082198+0.00017555i,0.00074103+0.00013682i,0.00065998+9.6323e-05i,0.00057886+5.429e-05i,0.00049768+1.0979e-05i,0.00041646-3.3317e-05i,0.00033517-7.8273e-05i,0.00025378-0.00012354i,0.00017225-0.00016876i,9.051e-05-0.00021354i,8.5052e-06-0.00025749i,-7.384e-05-0.00030023i,-0.0001566-0.00034135i,-0.00023984-0.00038049i,-0.00032363-0.00041728i,-0.00040803-0.00045136i,-0.00049308-0.00048243i,-0.0005788-0.0005102i,-0.0006652-0.00053441i,-0.00075227-0.00055485i,-0.00083995-0.00057137i,-0.00092818-0.00058382i,-0.0010169-0.00059216i,-0.0011058-0.00059635i,-0.0011949-0.00059643i,-0.0012839-0.00059248i,-0.0013726-0.00058465i,-0.0014606-0.00057312i,-0.0015477-0.00055812i,-0.0016334-0.00053996i,-0.0017175-0.00051894i,-0.0017994-0.00049546i,-0.0018786-0.0004699i,-0.0019548-0.00044271i,-0.0020274-0.00041436i,-0.0020958-0.00038531i,-0.0021595-0.00035607i,-0.002218-0.00032713i,-0.0022707-0.00029901i,-0.0023171-0.00027219i,-0.0023566-0.00024717i,-0.0023887-0.00022441i,-0.0024129-0.00020434i,-0.0024288-0.00018739i,-0.0024358-0.00017391i,-0.0024336-0.00016424i,-0.0024219-0.00015865i,-0.0024004-0.00015739i,-0.0023688-0.00016063i,-0.0023269-0.00016847i,-0.0022748-0.00018098i,-0.0022123-0.00019815i,-0.0021396-0.00021991i,-0.0020568-0.00024613i,-0.001964-0.00027662i,-0.0018617-0.00031112i,-0.0017501-0.00034932i,-0.0016299-0.00039085i,-0.0015014-0.00043529i,-0.0013654-0.00048218i,-0.0012226-0.00053101i,-0.0010738-0.00058124i,-0.00091972-0.0006323i,-0.00076139-0.00068359i,-0.00059974-0.0007345i,-0.00043577-0.0007844i,-0.00027053-0.00083269i,-0.0001051-0.00087873i,5.9415e-05-0.00092194i,0.00022192-0.00096171i,0.00038129-0.00099751i,0.00053645-0.0010288i,0.00068629-0.0010551i,0.00082978-0.001076i,0.0009659-0.0010911i,0.0010937-0.0011001i,0.0012122-0.0011027i,0.0013207-0.0010988i,0.0014184-0.0010881i,0.0015046-0.0010707i,0.0015786-0.0010466i,0.0016402-0.0010158i,0.0016888-0.00097851i,0.0017242-0.00093496i,0.0017462-0.00088544i,0.0017548-0.00083033i,0.0017501-0.00077003i,0.0017323-0.00070504i,0.0017016-0.00063588i
0.0003464-0.0001364i,0.00038938-6.2615e-06i,0.00043434+0.00012433i,0.00048122+0.00025432i,0.00052997+0.0003827i,0.00058053+0.00050848i,0.00063286+0.00063072i,0.00068688+0.00074852i,0.00074255+0.00086106i,0.00079979+0.00096757i,0.00085852+0.0010674i,0.00091868+0.0011599i,0.00098015+0.0012445i,0.0010429+0.0013209i,0.0011067+0.0013887i,0.0011715+0.0014477i,0.0012371+0.0014977i,0.0013035+0.0015386i,0.0013704+0.0015705i,0.0014377+0.0015936i,0.0015051+0.001608i,0.0015725+0.0016141i,0.0016397+0.0016121i,0.0017063+0.0016026i,0.0017722+0.001586i,0.0018371+0.001563i,0.0019008+0.001534i,0.0019629+0.0014997i,0.0020231+0.0014608i,0.0020813+0.001418i,0.002137+0.001372i,0.0021901+0.0013235i,0.0022402+0.0012731i,0.002287+0.0012215i,0.0023302+0.0011694i,0.0023697+0.0011175i,0.0024051+0.0010662i,0.0024362+0.0010161i,0.0024628+0.00096778i,0.0024847+0.00092158i,0.0025017+0.0008779i,0.0025137+0.00083704i,0.0025205+0.00079925i,0.002522+0.0007647i,0.0025183+0.00073351i,0.0025091+0.00070572i,0.0024946+0.0006813i,0.0024748+0.00066018i,0.0024496+0.00064221i,0.0024193+0.00062718i,0.0023838+0.00061486i,0.0023434+0.00060493i,0.0022983+0.00059706i,0.0022485+0.00059088i,0.0021944+0.00058599i,0.0021362+0.00058197i,0.0020741+0.00057837i,0.0020084+0.00057477i,0.0019394+0.00057073i,0.0018674+0.0005658i,0.0017927+0.00055958i,0.0017156+0.00055167i,0.0016364+0.0005417i,0.0015553+0.00052935i,0.0014728+0.00051433i,0.0013889+0.00049637i,0.0013042+0.0004753i,0.0012186+0.00045095i,0.0011326+0.00042324i,0.0010463+0.00039212i,0.00095984+0.00035762i,0.00087345+0.00031981i,0.00078723+0.00027883i,0.00070131+0.00023487i,0.00061575+0.00018815i,0.00053062+0.00013898i,0.00044595+8.7689e-05i,0.00036173+3.4652e-05i,0.00027796-1.9716e-05i,0.0001946-7.4974e-05i,0.00011158-0.00013065i,2.8839e-05-0.00018626i,-5.3709e-05-0.00024131i,-0.00013616-0.0002953i,-0.00021861-0.00034771i,-0.00030117-0.00039807i,-0.00038393-0.0004459i,-0.00046698-0.00049074i,-0.00055041-0.00053217i,-0.00063429-0.00056981i,-0.00071867-0.00060331i,-0.00080357-0.00063237i,-0.00088899-0.00065673i,-0.00097492-0.0006762i,-0.0010613-0.00069065i,-0.001148-0.00069999i,-0.0012349-0.00070421i,-0.0013219-0.00070336i,-0.0014086-0.00069753i,-0.001495-0.0006869i,-0.0015807-0.0006717i,-0.0016653-0.00065221i,-0.0017485-0.00062878i,-0.0018299-0.00060179i,-0.001909-0.00057168i,-0.0019854-0.00053893i,-0.0020586-0.00050404i,-0.0021281-0.00046755i,-0.0021932-0.00043003i,-0.0022536-0.00039204i,-0.0023085-0.00035416i,-0.0023574-0.00031699i,-0.0023999-0.00028108i,-0.0024353-0.000247i,-0.0024631-0.00021528i,-0.0024829-0.00018643i,-0.0024941-0.00016092i,-0.0024963-0.00013916i,-0.0024892-0.00012156i,-0.0024724-0.00010842i,-0.0024456-0.00010001i,-0.0024087-9.6554e-05i,-0.0023615-9.8179e-05i,-0.002304-0.00010496i,-0.0022361-0.00011692i,-0.002158-0.00013397i,-0.0020699-0.000156i,-0.0019719-0.00018281i,-0.0018645-0.00021412i,-0.0017481-0.00024962i,-0.0016232-0.00028891i,-0.0014904-0.00033156i,-0.0013504-0.00037706i,-0.001204-0.0004249i,-0.0010519-0.00047449i,-0.00089505-0.00052522i,-0.00073444-0.00057648i,-0.00057102-0.0006276i,-0.00040586-0.00067795i,-0.00024001-0.00072685i,-7.4577e-05-0.00077367i,8.9321e-05-0.00081777i,0.00025057-0.00085854i,0.00040804-0.0008954i,0.00056066-0.0009278i,0.00070733-0.00095524i,0.00084702-0.00097728i,0.00097875-0.00099352i,0.0011016-0.0010036i,0.0012146-0.0010073i,0.0013171-0.0010044i,0.0014084-0.00099483i,0.0014877-0.00097844i,0.0015546-0.00095529i,0.0016087-0.00092547i,0.0016496-0.00088917i,0.0016773-0.00084661i,0.0016915-0.00079812i,0.0016923-0.00074406i,0.0016799-0.00068489i,0.0016545-0.0006211i
