0.00022385-1.5215e-05i,0.00026501-1.256e-05i,0.00030302-1.1425e-05i,0.00033766-1.1936e-05i,0.0003688-1.4213e-05i,0.00039634-1.8369e-05i,0.00042022-2.4509e-05i,0.00044044-3.2722e-05i,0.00045706-4.309e-05i,0.00047017-5.5676e-05i,0.00047993-7.0528e-05i,0.00048653-8.7676e-05i,0.00049023-0.00010713i,0.00049129-0.00012888i,0.00049005-0.0001529i,0.00048687-0.00017913i,0.00048214-0.0002075i,0.00047627-0.00023791i,0.00046971-0.00027023i,0.0004629-0.00030432i,0.00045632-0.00034001i,0.00045042-0.00037711i,0.00044569-0.00041541i,0.00044257-0.00045467i,0.00044151-0.00049464i,0.00044294-0.00053505i,0.00044727-0.00057562i,0.00045486-0.00061606i,0.00046604-0.00065605i,0.00048112-0.00069527i,0.00050034-0.00073341i,0.00052391-0.00077014i,0.00055196-0.00080513i,0.00058459-0.00083806i,0.00062183-0.00086861i,0.00066366-0.00089647i,0.00070997-0.00092135i,0.00076063-0.00094295i,0.00081541-0.00096102i,0.00087404-0.00097531i,0.00093618-0.00098559i,0.0010014-0.00099166i,0.0010694-0.00099336i,0.0011394-0.00099054i,0.0012111-0.00098308i,0.0012839-0.00097092i,0.001357-0.000954i,0.0014298-0.00093231i,0.0015017-0.00090588i,0.0015719-0.00087476i,0.0016398-0.00083905i,0.0017044-0.00079889i,0.0017653-0.00075442i,0.0018215-0.00070586i,0.0018725-0.00065342i,0.0019174-0.00059737i,0.0019558-0.000538i,0.0019868-0.00047561i,0.0020101-0.00041055i,0.0020249-0.00034316i,0.0020309-0.00027383i,0.0020276-0.00020295i,0.0020147-0.00013092i,0.0019919-5.8139e-05i,0.0019589+1.4967e-05i,0.0019157+8.7983e-05i,0.0018621+0.00016049i,0.0017982+0.00023209i,0.0017241+0.00030238i,0.0016399+0.00037096i,0.001546+0.00043746i,0.0014427+0.00050153i,0.0013303+0.00056283i,0.0012094+0.00062105i,0.0010805+0.0006759i,0.00094429+0.00072711i,0.00080142+0.00077448i,0.00065265+0.00081778i,0.00049877+0.00085686i,0.00034063+0.00089157i,0.00017911+0.00092183i,1.5128e-05+0.00094755i,-0.00015038+0.00096871i,-0.00031647+0.0009853i,-0.00048217+0.00099735i,-0.00064651+0.0010049i,-0.00080855+0.0010081i,-0.00096733+0.001007i,-0.0011219+0.0010018i,-0.0012715+0.00099265i,-0.0014151+0.0009797i,-0.001552+0.0009632i,-0.0016813+0.00094336i,-0.0018025+0.00092042i,-0.0019148+0.00089463i,-0.0020176+0.00086624i,-0.0021105+0.00083552i,-0.002193+0.00080274i,-0.0022647+0.00076815i,-0.0023253+0.00073203i,-0.0023746+0.00069462i,-0.0024126+0.00065618i,-0.002439+0.00061694i,-0.0024541+0.00057714i,-0.0024577+0.00053697i,-0.0024503+0.00049664i,-0.0024319+0.00045634i,-0.002403+0.00041622i,-0.0023639+0.00037642i,-0.002315+0.00033708i,-0.002257+0.00029829i,-0.0021903+0.00026014i,-0.0021155+0.00022271i,-0.0020334+0.00018603i,-0.0019446+0.00015015i,-0.0018498+0.00011506i,-0.0017498+8.0788e-05i,-0.0016452+4.7302e-05i,-0.001537+1.4579e-05i,-0.0014259-1.7416e-05i,-0.0013125-4.8729e-05i,-0.0011978-7.9411e-05i,-0.0010823-0.00010952i,-0.00096695-0.00013911i,-0.00085231-0.00016824i,-0.00073907-0.00019697i,-0.00062788-0.00022534i,-0.00051931-0.00025342i,-0.00041393-0.00028122i,-0.00031223-0.00030879i,-0.00021467-0.00033614i,-0.00012165-0.00036328i,-3.3522e-05-0.0003902i,4.9406e-05-0.00041687i,0.00012689-0.00044327i,0.00019874-0.00046934i,0.00026481-0.00049501i,0.00032502-0.0005202i,0.00037931-0.00054482i,0.00042771-0.00056875i,0.00047026-0.00059187i,0.00050707-0.00061405i,0.00053826-0.00063513i,0.00056401-0.00065496i,0.00058453-0.00067337i,0.00060005-0.0006902i,0.00061084-0.00070528i,0.00061718-0.00071842i,0.00061936-0.00072947i,0.0006177-0.00073825i,0.00061252-0.0007446i,0.00060416-0.00074836i,0.00059294-0.0007494i,0.00057919-0.00074758i,0.00056324-0.0007428i,0.0005454-0.00073495i,0.00052597-0.00072397i,0.00050525-0.0007098i,0.00048351-0.0006924i,0.000461-0.00067178i,0.00043796-0.00064795i
0.00020521+1.303e-05i,0.00024515+1.2648e-05i,0.00028179+1.0478e-05i,0.00031496+6.3825e-06i,0.00034452+2.2798e-07i,0.00037041-8.1092e-06i,0.0003926-1.8743e-05i,0.00041112-3.1773e-05i,0.00042606-4.7286e-05i,0.00043755-6.5353e-05i,0.00044579-8.6025e-05i,0.000451-0.00010933i,0.00045346-0.00013529i,0.0004535-0.00016388i,0.00045148-0.00019508i,0.0004478-0.00022881i,0.00044288-0.00026499i,0.00043718-0.00030352i,0.00043116-0.00034426i,0.00042532-0.00038704i,0.00042013-0.00043167i,0.00041611-0.00047794i,0.00041374-0.00052561i,0.00041349-0.00057443i,0.00041583-0.00062411i,0.00042119-0.00067435i,0.00042999-0.00072483i,0.0004426-0.00077523i,0.00045935-0.00082519i,0.00048053-0.00087436i,0.00050638-0.00092238i,0.00053708-0.00096887i,0.00057275-0.0010135i,0.00061346-0.0010558i,0.0006592-0.0010956i,0.00070992-0.0011323i,0.00076549-0.0011658i,0.00082569-0.0011956i,0.00089028-0.0012215i,0.00095892-0.0012431i,0.0010312-0.0012603i,0.0011067-0.0012727i,0.0011849-0.0012801i,0.0012652-0.0012824i,0.0013471-0.0012795i,0.0014298-0.0012712i,0.0015126-0.0012574i,0.0015949-0.0012382i,0.0016758-0.0012135i,0.0017546-0.0011833i,0.0018305-0.0011477i,0.0019027-0.0011069i,0.0019704-0.0010611i,0.0020328-0.0010103i,0.0020891-0.00095479i,0.0021387-0.00089491i,0.0021808-0.00083089i,0.0022148-0.00076308i,0.0022399-0.00069181i,0.0022557-0.00061746i,0.0022617-0.00054042i,0.0022574-0.0004611i,0.0022424-0.00037993i,0.0022164-0.00029735i,0.0021793-0.0002138i,0.0021309-0.00012974i,0.0020711-4.5599e-05i,0.002+3.8159e-05i,0.0019177+0.0001211i,0.0018244+0.00020279i,0.0017205+0.00028282i,0.0016062+0.00036079i,0.0014821+0.00043632i,0.0013488+0.00050905i,0.0012067+0.00057865i,0.0010567+0.00064481i,0.00089946+0.00070727i,0.00073584+0.00076577i,0.0005667+0.00082011i,0.00039297+0.00087011i,0.00021561+0.00091562i,3.5618e-05+0.00095654i,-0.00014598+0.00099278i,-0.00032816+0.0010243i,-0.00050985+0.0010511i,-0.00069002+0.0010733i,-0.00086762+0.0010907i,-0.0010416+0.0011037i,-0.001211+0.0011122i,-0.0013749+0.0011164i,-0.0015323+0.0011164i,-0.0016822+0.0011126i,-0.001824+0.0011049i,-0.0019568+0.0010938i,-0.00208+0.0010793i,-0.0021928+0.0010618i,-0.0022947+0.0010415i,-0.0023853+0.0010186i,-0.0024641+0.00099338i,-0.0025309+0.00096614i,-0.0025854+0.00093709i,-0.0026274+0.00090649i,-0.0026569+0.00087456i,-0.002674+0.00084152i,-0.0026787+0.00080759i,-0.0026712+0.00077296i,-0.0026519+0.0007378i,-0.002621+0.00070229i,-0.002579+0.00066657i,-0.0025264+0.00063075i,-0.0024637+0.00059496i,-0.0023916+0.00055927i,-0.0023108+0.00052377i,-0.0022218+0.00048849i,-0.0021255+0.00045347i,-0.0020227+0.00041874i,-0.0019141+0.0003843i,-0.0018006+0.00035013i,-0.001683+0.00031622i,-0.0015621+0.00028253i,-0.0014389+0.00024903i,-0.001314+0.00021566i,-0.0011883+0.00018239i,-0.0010627+0.00014915i,-0.00093779+0.00011589i,-0.00081439+8.258e-05i,-0.00069316+4.916e-05i,-0.00057476+1.5597e-05i,-0.00045978-1.8137e-05i,-0.00034877-5.2061e-05i,-0.00024225-8.6182e-05i,-0.00014065-0.00012049i,-4.4358e-05-0.00015498i,4.6288e-05-0.00018959i,0.00013102-0.00022429i,0.00020961-0.000259i,0.00028191-0.00029364i,0.00034781-0.0003281i,0.00040726-0.00036228i,0.00046027-0.00039603i,0.00050689-0.00042922i,0.00054723-0.00046167i,0.00058142-0.00049322i,0.00060965-0.00052368i,0.00063215-0.00055286i,0.00064917-0.00058057i,0.00066099-0.0006066i,0.00066792-0.00063075i,0.00067029-0.00065282i,0.00066844-0.0006726i,0.00066273-0.0006899i,0.00065351-0.00070454i,0.00064116-0.00071634i,0.00062604-0.00072514i,0.00060849-0.00073079i,0.00058889-0.00073316i,0.00056756-0.00073215i,0.00054482-0.00072768i,0.00052099-0.00071968i,0.00049635-0.00070811i,0.00047117-0.00069297i
0.00018904+3.6166e-05i,0.00022759+3.2232e-05i,0.00026268+2.6236e-05i,0.00029416+1.8024e-05i,0.00032195+7.4553e-06i,0.00034598-5.6063e-06i,0.00036627-2.1283e-05i,0.00038288-3.9684e-05i,0.00039594-6.0901e-05i,0.0004056-8.501e-05i,0.0004121-0.00011206i,0.00041571-0.0001421i,0.00041675-0.00017512i,0.00041558-0.00021112i,0.0004126-0.00025004i,0.00040824-0.00029184i,0.00040298-0.0003364i,0.00039729-0.0003836i,0.00039168-0.00043329i,0.00038668-0.00048529i,0.00038279-0.00053939i,0.00038055-0.00059535i,0.00038045-0.00065291i,0.00038301-0.00071178i,0.0003887-0.00077165i,0.00039797-0.00083218i,0.00041122-0.00089303i,0.00042885-0.00095382i,0.00045118-0.0010142i,0.00047849-0.0010737i,0.000511-0.001132i,0.00054888-0.0011886i,0.00059223-0.0012431i,0.0006411-0.0012952i,0.00069544-0.0013444i,0.00075515-0.0013904i,0.00082007-0.0014326i,0.00088994-0.0014709i,0.00096446-0.0015047i,0.0010432-0.0015338i,0.0011258-0.001558i,0.0012117-0.0015768i,0.0013003-0.0015901i,0.001391-0.0015976i,0.0014831-0.0015991i,0.0015759-0.0015946i,0.0016685-0.001584i,0.0017603-0.0015671i,0.0018504-0.0015439i,0.0019379-0.0015145i,0.002022-0.0014789i,0.0021017-0.0014372i,0.0021764-0.0013896i,0.002245-0.0013363i,0.0023069-0.0012775i,0.0023611-0.0012134i,0.002407-0.0011443i,0.0024438-0.0010706i,0.0024709-0.00099269i,0.0024877-0.00091087i,0.0024936-0.00082559i,0.0024882-0.00073727i,0.002471-0.00064638i,0.0024419-0.00055338i,0.0024006-0.00045874i,0.0023469-0.00036296i,0.0022808-0.0002665i,0.0022024-0.00016986i,0.0021118-7.3524e-05i,0.0020093+2.2047e-05i,0.0018952+0.00011639i,0.0017699+0.00020906i,0.0016339+0.00029964i,0.0014879+0.00038772i,0.0013326+0.00047293i,0.0011686+0.00055491i,0.00099686+0.00063334i,0.00081823+0.00070794i,0.00063368+0.00077845i,0.0004442+0.00084464i,0.00025084+0.00090633i,5.4697e-05+0.00096337i,-0.00014314+0.0010156i,-0.00034153+0.0010631i,-0.00053934+0.0011056i,-0.00073545+0.0011432i,-0.00092872+0.0011759i,-0.001118+0.0012038i,-0.0013024+0.0012269i,-0.0014806+0.0012454i,-0.0016518+0.0012594i,-0.0018149+0.0012691i,-0.0019691+0.0012745i,-0.0021136+0.0012761i,-0.0022476+0.0012738i,-0.0023703+0.001268i,-0.0024813+0.0012589i,-0.00258+0.0012468i,-0.0026659+0.0012318i,-0.0027388+0.0012143i,-0.0027983+0.0011944i,-0.0028443+0.0011724i,-0.0028768+0.0011485i,-0.0028958+0.001123i,-0.0029014+0.001096i,-0.0028938+0.0010677i,-0.0028733+0.0010384i,-0.0028403+0.0010081i,-0.0027953+0.00097707i,-0.0027388+0.00094537i,-0.0026714+0.00091312i,-0.0025937+0.00088042i,-0.0025065+0.00084733i,-0.0024105+0.00081391i,-0.0023066+0.0007802i,-0.0021955+0.00074622i,-0.0020782+0.00071198i,-0.0019555+0.00067747i,-0.0018284+0.00064267i,-0.0016976+0.00060756i,-0.0015643+0.0005721i,-0.0014291+0.00053625i,-0.0012931+0.00049997i,-0.001157+0.00046321i,-0.0010218+0.00042593i,-0.00088806+0.00038809i,-0.00075668+0.00034965i,-0.00062833+0.00031059i,-0.00050366+0.00027087i,-0.00038327+0.00023051i,-0.0002677+0.0001895i,-0.00015745+0.00014785i,-5.2945e-05+0.00010562i,4.546e-05+6.2835e-05i,0.00013746+1.9577e-05i,0.00022281-2.4072e-05i,0.00030134-6.8009e-05i,0.00037293-0.00011211i,0.00043753-0.00015624i,0.00049512-0.00020024i,0.00054578-0.00024395i,0.0005896-0.00028717i,0.00062673-0.0003297i,0.00065738-0.00037134i,0.00068178-0.00041187i,0.00070022-0.00045105i,0.00071299-0.00048866i,0.00072043-0.00052446i,0.00072289-0.00055821i,0.00072075-0.00058968i,0.0007144-0.00061864i,0.00070423-0.00064488i,0.00069065-0.00066817i,0.00067404-0.00068833i,0.0006548-0.00070518i,0.00063333-0.00071854i,0.00060999-0.00072829i,0.00058514-0.0007343i,0.00055913-0.00073648i,0.00053227-0.00073476i,0.00050486-0.0007291i
0.00017554+5.3745e-05i,0.00021249+4.5768e-05i,0.00024582+3.5446e-05i,0.00027542+2.2617e-05i,0.0003012+7.1254e-06i,0.00032315-1.1172e-05i,0.00034131-3.2408e-05i,0.00035578-5.6697e-05i,0.00036671-8.4137e-05i,0.00037431-0.00011481i,0.00037885-0.00014877i,0.00038064-0.00018605i,0.00038003-0.00022665i,0.00037743-0.00027057i,0.00037328-0.00031775i,0.00036805-0.00036811i,0.00036225-0.00042154i,0.00035639-0.00047791i,0.00035103-0.00053705i,0.00034671-0.00059875i,0.00034397-0.00066279i,0.00034338-0.0007289i,0.00034545-0.0007968i,0.00035072-0.00086616i,0.00035967-0.00093664i,0.00037277-0.0010079i,0.00039043-0.0010795i,0.00041304-0.0011511i,0.00044091-0.0012222i,0.00047434-0.0012923i,0.00051352-0.0013612i,0.0005586-0.0014282i,0.00060967-0.001493i,0.00066672-0.0015551i,0.00072971-0.001614i,0.00079848-0.0016693i,0.00087282-0.0017206i,0.00095244-0.0017674i,0.001037-0.0018094i,0.001126-0.0018461i,0.0012189-0.0018773i,0.0013153-0.0019026i,0.0014144-0.0019217i,0.0015156-0.0019344i,0.001618-0.0019404i,0.001721-0.0019397i,0.0018236-0.001932i,0.0019251-0.0019173i,0.0020244-0.0018956i,0.0021206-0.0018667i,0.002213-0.0018309i,0.0023004-0.0017881i,0.0023821-0.0017386i,0.002457-0.0016824i,0.0025244-0.0016199i,0.0025833-0.0015512i,0.002633-0.0014767i,0.0026728-0.0013968i,0.0027018-0.0013117i,0.0027195-0.0012219i,0.0027254-0.0011279i,0.0027189-0.0010301i,0.0026996-0.00092895i,0.0026673-0.00082496i,0.0026217-0.00071865i,0.0025627-0.00061052i,0.0024903-0.00050111i,0.0024045-0.00039094i,0.0023056-0.00028053i,0.0021937-0.00017038i,0.0020693-6.1013e-05i,0.0019329+4.7095e-05i,0.001785+0.00015347i,0.0016263+0.00025767i,0.0014576+0.00035925i,0.0012795+0.00045784i,0.0010932+0.00055306i,0.00089946+0.00064456i,0.00069939+0.00073206i,0.00049409+0.00081528i,0.00028466+0.00089398i,7.2282e-05+0.00096798i,-0.00014185+0.0010371i,-0.00035652+0.0011013i,-0.00057051+0.0011603i,-0.00078261+0.0012143i,-0.00099159+0.0012631i,-0.0011963+0.0013068i,-0.0013955+0.0013454i,-0.0015881+0.0013791i,-0.0017731+0.0014079i,-0.0019494+0.0014319i,-0.002116+0.0014513i,-0.0022721+0.0014663i,-0.0024169+0.0014771i,-0.0025495+0.0014839i,-0.0026695+0.0014868i,-0.0027762+0.0014862i,-0.0028691+0.0014822i,-0.0029479+0.0014751i,-0.0030124+0.0014651i,-0.0030623+0.0014525i,-0.0030976+0.0014374i,-0.0031184+0.00142i,-0.0031247+0.0014006i,-0.0031169+0.0013794i,-0.0030951+0.0013565i,-0.0030599+0.0013321i,-0.0030117+0.0013063i,-0.0029511+0.0012793i,-0.0028787+0.0012511i,-0.0027953+0.0012219i,-0.0027016+0.0011918i,-0.0025984+0.0011607i,-0.0024866+0.0011287i,-0.0023672+0.0010959i,-0.002241+0.0010622i,-0.0021089+0.0010277i,-0.0019721+0.00099237i,-0.0018314+0.00095613i,-0.0016877+0.00091897i,-0.0015422+0.00088087i,-0.0013957+0.00084179i,-0.0012491+0.00080168i,-0.0011033+0.0007605i,-0.00095921+0.00071823i,-0.00081759+0.00067484i,-0.00067921+0.00063031i,-0.00054479+0.00058462i,-0.00041496+0.00053778i,-0.00029031+0.00048981i,-0.00017139+0.00044073i,-5.8645e-05+0.0003906i,4.7524e-05+0.00033949i,0.00014679+0.00028746i,0.00023888+0.00023464i,0.00032362+0.00018114i,0.00040086+0.0001271i,0.00047054+7.268e-05i,0.00053267+1.8063e-05i,0.00058729-3.6557e-05i,0.00063451-9.0968e-05i,0.0006745-0.00014494i,0.00070747-0.00019825i,0.00073368-0.00025062i,0.00075343-0.00030182i,0.00076703-0.00035157i,0.00077486-0.0003996i,0.0007773-0.00044564i,0.00077476-0.00048943i,0.00076765-0.0005307i,0.0007564-0.00056919i,0.00074145-0.00060467i,0.00072324-0.00063689i,0.00070219-0.00066564i,0.00067872-0.00069072i,0.00065326-0.00071195i,0.00062619-0.00072919i,0.00059788-0.00074229i,0.0005687-0.00075117i,0.00053896-0.00075575i
0.00016485+6.5382e-05i,0.00019998+5.2901e-05i,0.00023134+3.779e-05i,0.00025881+1.9874e-05i,0.00028235-1.0116e-06i,0.00030197-2.5019e-05i,0.00031775-5.2288e-05i,0.00032982-8.294e-05i,0.00033837-0.00011708i,0.00034366-0.00015479i,0.00034597-0.00019612i,0.00034568-0.00024112i,0.00034318-0.00028977i,0.0003389-0.00034207i,0.00033335-0.00039795i,0.00032702-0.00045733i,0.00032046-0.00052009i,0.00031423-0.00058607i,0.00030891-0.00065508i,0.00030509-0.00072691i,0.00030333-0.00080129i,0.00030422-0.00087795i,0.00030832-0.00095657i,0.00031616-0.0010368i,0.00032826-0.0011183i,0.00034508-0.0012005i,0.00036705-0.0012832i,0.00039456-0.0013659i,0.00042793-0.001448i,0.00046742-0.0015292i,0.00051324-0.0016089i,0.0005655-0.0016866i,0.00062428-0.0017618i,0.00068953-0.0018341i,0.00076118-0.0019029i,0.00083903-0.0019677i,0.00092283-0.0020281i,0.0010122-0.0020836i,0.0011068-0.0021338i,0.0012061-0.0021782i,0.0013096-0.0022165i,0.0014165-0.0022483i,0.0015262-0.0022732i,0.0016379-0.0022911i,0.0017508-0.0023015i,0.001864-0.0023045i,0.0019767-0.0022997i,0.0020878-0.0022871i,0.0021964-0.0022666i,0.0023016-0.0022381i,0.0024023-0.0022018i,0.0024975-0.0021577i,0.0025862-0.002106i,0.0026675-0.0020467i,0.0027405-0.0019801i,0.0028042-0.0019066i,0.0028577-0.0018263i,0.0029004-0.0017397i,0.0029314-0.0016471i,0.0029502-0.001549i,0.002956-0.0014458i,0.0029484-0.001338i,0.002927-0.0012261i,0.0028915-0.0011106i,0.0028416-0.00099212i,0.0027773-0.00087111i,0.0026985-0.00074818i,0.0026054-0.00062389i,0.002498-0.0004988i,0.0023768-0.00037347i,0.0022422-0.00024844i,0.0020946-0.00012425i,0.0019348-1.4161e-06i,0.0017633+0.00011957i,0.0015811+0.00023823i,0.001389+0.00035411i,0.001188+0.00046682i,0.00097917+0.00057595i,0.00076359+0.00068116i,0.00054243+0.00078214i,0.00031692+0.0008786i,8.831e-05+0.00097031i,-0.00014212+0.0010571i,-0.00037307+0.0011387i,-0.00060322+0.0012151i,-0.00083128+0.0012862i,-0.0010559+0.0013518i,-0.0012759+0.0014121i,-0.00149+0.001467i,-0.001697+0.0015166i,-0.0018957+0.0015609i,-0.002085+0.0016i,-0.002264+0.0016341i,-0.0024317+0.0016634i,-0.0025871+0.001688i,-0.0027296+0.001708i,-0.0028584+0.0017237i,-0.0029729+0.0017354i,-0.0030727+0.0017431i,-0.0031574+0.0017472i,-0.0032266+0.0017477i,-0.0032803+0.0017451i,-0.0033183+0.0017394i,-0.0033407+0.0017309i,-0.0033476+0.0017198i,-0.0033393+0.0017062i,-0.0033161+0.0016904i,-0.0032784+0.0016724i,-0.0032269+0.0016525i,-0.003162+0.0016307i,-0.0030845+0.0016071i,-0.0029952+0.0015819i,-0.0028948+0.0015552i,-0.0027843+0.0015269i,-0.0026645+0.0014971i,-0.0025365+0.0014659i,-0.0024013+0.0014332i,-0.0022597+0.001399i,-0.002113+0.0013635i,-0.0019622+0.0013264i,-0.0018082+0.0012878i,-0.0016522+0.0012478i,-0.0014951+0.0012061i,-0.0013378+0.0011628i,-0.0011815+0.0011179i,-0.0010269+0.0010714i,-0.00087504+0.0010232i,-0.0007266+0.00097324i,-0.00058239+0.00092162i,-0.0004431+0.00086833i,-0.00030938+0.00081339i,-0.00018178+0.00075683i,-6.0822e-05+0.00069874i,5.308e-05+0.00063917i,0.00015957+0.00057825i,0.00025835+0.00051608i,0.00034923+0.0004528i,0.00043204+0.00038859i,0.00050674+0.00032362i,0.00057329+0.00025809i,0.00063177+0.00019223i,0.00068229+0.00012627i,0.00072502+6.0471e-05i,0.0007602-4.9057e-06i,0.00078809-6.9576e-05i,0.00080901-0.00013325i,0.00082331-0.00019563i,0.0008314-0.00025641i,0.00083367-0.00031528i,0.00083057-0.00037195i,0.00082255-0.00042611i,0.00081008-0.00047747i,0.00079362-0.00052575i,0.00077366-0.00057067i,0.00075066-0.00061197i,0.00072507-0.00064943i,0.00069735-0.00068283i,0.00066792-0.00071198i,0.0006372-0.00073671i,0.00060558-0.00075689i,0.00057341-0.00077241i
0.00015707+7.0769e-05i,0.00019017+5.3359e-05i,0.0002193+3.303e-05i,0.00024439+9.5995e-06i,0.00026542-1.7108e-05i,0.00028245-4.7253e-05i,0.00029557-8.0982e-05i,0.00030497-0.00011842i,0.00031087-0.00015968i,0.00031355-0.00020485i,0.00031337-0.00025398i,0.00031073-0.0003071i,0.00030605-0.00036422i,0.00029984-0.0004253i,0.00029261-0.00049028i,0.00028493-0.00055907i,0.00027736-0.00063152i,0.00027053-0.00070748i,0.00026503-0.00078673i,0.00026148-0.00086903i,0.0002605-0.00095411i,0.00026268-0.0010416i,0.00026862-0.0011313i,0.00027887-0.0012227i,0.00029396-0.0013154i,0.00031437-0.001409i,0.00034053-0.0015031i,0.00037284-0.001597i,0.0004116-0.0016905i,0.00045708-0.0017828i,0.00050946-0.0018735i,0.00056885-0.0019621i,0.00063528-0.0020479i,0.00070871-0.0021305i,0.00078899-0.0022093i,0.00087592-0.0022838i,0.00096918-0.0023534i,0.0010684-0.0024177i,0.0011731-0.0024761i,0.0012827-0.0025282i,0.0013966-0.0025736i,0.0015141-0.0026119i,0.0016345-0.0026426i,0.0017568-0.0026655i,0.0018802-0.0026804i,0.0020038-0.0026869i,0.0021265-0.0026849i,0.0022474-0.0026742i,0.0023654-0.0026548i,0.0024795-0.0026266i,0.0025886-0.0025896i,0.0026916-0.002544i,0.0027875-0.0024897i,0.0028752-0.0024271i,0.0029538-0.0023562i,0.0030223-0.0022775i,0.0030798-0.0021911i,0.0031255-0.0020975i,0.0031586-0.0019971i,0.0031783-0.0018903i,0.0031842-0.0017775i,0.0031755-0.0016593i,0.0031521-0.0015362i,0.0031134-0.0014088i,0.0030593-0.0012776i,0.0029897-0.0011432i,0.0029046-0.0010063i,0.002804-0.00086739i,0.0026883-0.00072711i,0.0025578-0.00058606i,0.0024129-0.00044483i,0.0022543-0.00030401i,0.0020825-0.00016415i,0.0018983-2.58e-05i,0.0017027+0.00011052i,0.0014966+0.0002443i,0.001281+0.0003751i,0.0010571+0.00050247i,0.00082599+0.00062602i,0.00058905+0.00074539i,0.00034751+0.00086025i,0.00010273+0.00097031i,-0.00014392+0.0010753i,-0.00039107+0.0011751i,-0.0006373+0.0012695i,-0.00088122+0.0013583i,-0.0011215+0.0014415i,-0.0013567+0.001519i,-0.0015855+0.0015909i,-0.0018067+0.001657i,-0.002019+0.0017175i,-0.0022213+0.0017725i,-0.0024125+0.001822i,-0.0025915+0.0018661i,-0.0027575+0.0019051i,-0.0029096+0.0019391i,-0.0030471+0.0019683i,-0.0031693+0.0019928i,-0.0032758+0.0020129i,-0.0033661+0.0020287i,-0.00344+0.0020405i,-0.0034972+0.0020485i,-0.0035377+0.0020529i,-0.0035615+0.0020538i,-0.0035688+0.0020515i,-0.0035599+0.0020462i,-0.0035351+0.002038i,-0.0034948+0.002027i,-0.0034397+0.0020134i,-0.0033704+0.0019974i,-0.0032876+0.001979i,-0.0031922+0.0019583i,-0.003085+0.0019354i,-0.002967+0.0019104i,-0.0028391+0.0018832i,-0.0027024+0.001854i,-0.0025579+0.0018227i,-0.0024068+0.0017893i,-0.0022502+0.0017539i,-0.0020891+0.0017163i,-0.0019247+0.0016767i,-0.0017581+0.0016349i,-0.0015903+0.0015909i,-0.0014224+0.0015447i,-0.0012554+0.0014963i,-0.0010904+0.0014457i,-0.00092819+0.0013928i,-0.00076968+0.0013376i,-0.00061568+0.0012801i,-0.00046696+0.0012205i,-0.00032419+0.0011586i,-0.00018797+0.0010946i,-5.885e-05+0.0010285i,6.2718e-05+0.00096045i,0.00017635+0.00089054i,0.00028173+0.00081892i,0.00037865+0.00074574i,0.00046694+0.00067119i,0.00054652+0.00059548i,0.00061738+0.00051881i,0.00067959+0.00044146i,0.00073327+0.00036367i,0.00077859+0.00028573i,0.00081582+0.00020794i,0.00084523+0.00013061i,0.00086716+5.4068e-05i,0.00088201-2.1359e-05i,0.00089018-9.5331e-05i,0.00089212-0.00016751i,0.0008883-0.00023755i,0.0008792-0.00030511i,0.00086534-0.00036987i,0.00084722-0.0004315i,0.00082535-0.00048968i,0.00080023-0.00054414i,0.00077236-0.00059458i,0.00074224-0.00064076i,0.00071031-0.00068245i,0.00067704-0.00071945i,0.00064285-0.00075158i,0.00060811-0.0007787i
