-0.0013027+1.1746e-05i,-0.0013049+5.6746e-05i,-0.0012938+0.00010303i,-0.0012693+0.00015045i,-0.0012313+0.00019883i,-0.00118+0.000248i,-0.0011157+0.00029776i,-0.0010388+0.00034791i,-0.00094985+0.00039825i,-0.00084951+0.00044856i,-0.00073858+0.00049859i,-0.00061794+0.00054813i,-0.00048858+0.00059692i,-0.00035158+0.00064472i,-0.00020808+0.00069128i,-5.9255e-05+0.00073634i,9.3652e-05+0.00077968i,0.00024939+0.00082106i,0.00040668+0.00086025i,0.00056428+0.00089706i,0.00072095+0.00093129i,0.00087548+0.00096279i,0.0010267+0.00099144i,0.0011736+0.0010171i,0.0013151+0.0010398i,0.0014503+0.0010595i,0.0015783+0.0010762i,0.0016985+0.0010899i,0.0018102+0.0011009i,0.0019131+0.0011092i,0.0020066+0.0011152i,0.0020905+0.0011191i,0.0021649+0.0011212i,0.0022296+0.0011219i,0.0022848+0.0011217i,0.0023308+0.001121i,0.002368+0.0011204i,0.0023968+0.0011205i,0.0024178+0.0011218i,0.0024317+0.0011249i,0.0024392+0.0011305i,0.0024412+0.0011393i,0.0024385+0.0011518i,0.0024319+0.0011688i,0.0024225+0.0011908i,0.0024111+0.0012185i,0.0023987+0.0012524i,0.0023862+0.001293i,0.0023745+0.0013409i,0.0023644+0.0013963i,0.0023567+0.0014597i,0.0023522+0.0015313i,0.0023516+0.0016112i,0.0023553+0.0016995i,0.0023639+0.0017962i,0.0023777+0.0019011i,0.002397+0.0020139i,0.0024221+0.0021344i,0.0024529+0.0022621i,0.0024894+0.0023963i,0.0025316+0.0025364i,0.002579+0.0026815i,0.0026315+0.0028309i,0.0026885+0.0029834i,0.0027496+0.0031381i,0.0028141+0.0032938i,0.0028813+0.0034493i,0.0029506+0.0036032i,0.0030211+0.0037545i,0.0030922+0.0039016i,0.0031628+0.0040433i,0.0032322+0.0041783i,0.0032996+0.0043052i,0.0033641+0.0044228i,0.0034249+0.0045298i,0.0034814+0.0046251i,0.0035326+0.0047077i,0.0035781+0.0047764i,0.0036171+0.0048306i,0.0036493+0.0048693i,0.0036742+0.0048921i,0.0036913+0.0048983i,0.0037006+0.0048878i,0.0037018+0.0048603i,0.0036949+0.0048159i,0.0036799+0.0047546i,0.003657+0.0046768i,0.0036264+0.0045831i,0.0035884+0.004474i,0.0035435+0.0043504i,0.0034921+0.0042132i,0.0034348+0.0040635i,0.0033721+0.0039026i,0.0033048+0.0037318i,0.0032337+0.0035526i,0.0031593+0.0033664i,0.0030825+0.0031749i,0.0030041+0.0029799i,0.0029248+0.0027828i,0.0028454+0.0025856i,0.0027667+0.0023899i,0.0026892+0.0021973i,0.0026137+0.0020096i,0.0025407+0.0018284i,0.0024708+0.0016551i,0.0024045+0.0014912i,0.0023421+0.001338i,0.0022839+0.0011966i,0.0022301+0.0010682i,0.0021809+0.00095353i,0.0021362+0.00085339i,0.0020961+0.00076832i,0.0020603+0.00069871i,0.0020286+0.00064476i,0.0020008+0.00060648i,0.0019764+0.00058371i,0.0019549+0.00057613i,0.0019359+0.00058322i,0.0019187+0.0006043i,0.0019026+0.00063856i,0.0018872+0.00068501i,0.0018715+0.00074256i,0.001855+0.00080998i,0.0018369+0.00088596i,0.0018166+0.0009691i,0.0017933+0.0010579i,0.0017663+0.0011509i,0.0017352+0.0012465i,0.0016992+0.0013432i,0.001658+0.0014395i,0.001611+0.0015338i,0.001558+0.0016247i,0.0014986+0.0017109i,0.0014326+0.0017909i,0.00136+0.0018637i,0.0012807+0.0019281i,0.0011948+0.0019831i,0.0011025+0.002028i,0.0010041+0.0020621i,0.0008999+0.0020849i,0.00079042+0.0020959i,0.00067618+0.0020951i,0.00055779+0.0020823i,0.00043593+0.0020577i,0.00031134+0.0020215i,0.00018482+0.0019741i,5.7213e-05+0.0019163i,-7.0612e-05+0.0018485i,-0.00019776+0.0017716i,-0.00032333+0.0016866i,-0.00044642+0.0015945i,-0.00056613+0.0014963i,-0.0006816+0.0013933i,-0.00079199+0.0012865i,-0.0008965+0.0011772i,-0.00099441+0.0010668i,-0.001085+0.00095627i,-0.0011677+0.00084697i,-0.001242+0.00074003i,-0.0013074+0.00063656i,-0.0013636+0.00053759i
-0.0013474+2.7978e-05i,-0.0013431+6.9632e-05i,-0.0013249+0.0001122i,-0.0012929+0.00015556i,-0.001247+0.00019959i,-0.0011876+0.00024414i,-0.0011149+0.00028908i,-0.0010295+0.00033425i,-0.00093205+0.00037948i,-0.00082323+0.00042461i,-0.00070395+0.00046945i,-0.00057517+0.00051382i,-0.00043798+0.00055751i,-0.00029351+0.00060033i,-0.00014299+0.00064208i,1.2342e-05+0.00068255i,0.00017117+0.00072155i,0.0003322+0.00075888i,0.0004941+0.00079435i,0.00065556+0.00082781i,0.00081533+0.00085911i,0.00097217+0.00088811i,0.0011249+0.00091471i,0.0012724+0.00093885i,0.0014138+0.0009605i,0.001548+0.00097965i,0.0016743+0.00099636i,0.0017919+0.0010107i,0.0019003+0.0010229i,0.0019991+0.001033i,0.0020879+0.0010413i,0.0021666+0.0010481i,0.0022351+0.0010538i,0.0022935+0.0010587i,0.002342+0.0010633i,0.002381+0.0010681i,0.0024108+0.0010735i,0.0024321+0.0010802i,0.0024455+0.0010887i,0.0024517+0.0010996i,0.0024516+0.0011136i,0.0024461+0.0011313i,0.002436+0.0011533i,0.0024224+0.0011803i,0.0024063+0.0012128i,0.0023886+0.0012515i,0.0023704+0.0012969i,0.0023525+0.0013495i,0.002336+0.0014098i,0.0023217+0.001478i,0.0023105+0.0015546i,0.002303+0.0016396i,0.0023+0.0017333i,0.002302+0.0018357i,0.0023095+0.0019467i,0.0023229+0.002066i,0.0023425+0.0021935i,0.0023683+0.0023286i,0.0024004+0.0024709i,0.0024388+0.0026198i,0.0024832+0.0027744i,0.0025334+0.002934i,0.002589+0.0030975i,0.0026494+0.003264i,0.002714+0.0034322i,0.0027823+0.0036011i,0.0028534+0.0037692i,0.0029266+0.0039354i,0.0030011+0.0040982i,0.0030759+0.0042562i,0.0031502+0.0044081i,0.0032231+0.0045524i,0.0032936+0.0046878i,0.0033609+0.0048129i,0.0034242+0.0049266i,0.0034827+0.0050275i,0.0035355+0.0051145i,0.0035821+0.0051868i,0.0036218+0.0052432i,0.0036541+0.0052832i,0.0036786+0.0053059i,0.0036949+0.0053111i,0.0037028+0.0052982i,0.0037021+0.0052672i,0.0036928+0.0052181i,0.0036751+0.005151i,0.003649+0.0050663i,0.0036149+0.0049645i,0.0035732+0.0048464i,0.0035242+0.0047127i,0.0034686+0.0045646i,0.003407+0.0044031i,0.0033401+0.0042295i,0.0032685+0.0040454i,0.0031931+0.0038522i,0.0031148+0.0036515i,0.0030342+0.0034451i,0.0029524+0.0032346i,0.00287+0.003022i,0.002788+0.002809i,0.0027071+0.0025975i,0.0026281+0.0023892i,0.0025517+0.0021858i,0.0024785+0.0019891i,0.0024091+0.0018007i,0.0023439+0.001622i,0.0022835+0.0014545i,0.002228+0.0012994i,0.0021777+0.0011579i,0.0021327+0.0010308i,0.0020931+0.00091899i,0.0020588+0.00082304i,0.0020295+0.00074337i,0.0020051+0.00068022i,0.0019851+0.00063362i,0.0019692+0.00060343i,0.0019567+0.00058932i,0.0019471+0.00059078i,0.0019398+0.0006071i,0.001934+0.00063745i,0.0019289+0.00068082i,0.0019239+0.00073608i,0.0019181+0.00080194i,0.0019108+0.00087705i,0.001901+0.00095993i,0.0018881+0.0010491i,0.0018714+0.0011429i,0.00185+0.0012398i,0.0018234+0.0013381i,0.0017911+0.0014362i,0.0017524+0.0015326i,0.0017069+0.0016258i,0.0016544+0.0017142i,0.0015945+0.0017965i,0.0015271+0.0018714i,0.0014522+0.0019378i,0.0013698+0.0019947i,0.00128+0.0020412i,0.0011831+0.0020765i,0.0010795+0.0021002i,0.00096961+0.0021118i,0.00085398+0.002111i,0.00073324+0.0020979i,0.00060809+0.0020725i,0.00047932+0.002035i,0.00034775+0.001986i,0.00021428+0.001926i,7.9816e-05+0.0018557i,-5.4675e-05+0.0017759i,-0.00018823+0.0016876i,-0.00031987+0.0015918i,-0.00044865+0.0014897i,-0.00057359+0.0013825i,-0.00069381+0.0012714i,-0.00080841+0.0011577i,-0.00091658+0.0010427i,-0.0010176+0.00092763i,-0.0011107+0.00081384i,-0.0011953+0.00070252i,-0.0012709+0.00059485i,-0.001337+0.00049192i
-0.001385+4.2962e-05i,-0.0013739+8.0768e-05i,-0.0013485+0.00011912i,-0.0013089+0.00015794i,-0.0012552+0.00019714i,-0.0011877+0.00023663i,-0.0011068+0.00027632i,-0.0010132+0.0003161i,-0.00090759+0.00035586i,-0.00079074+0.00039548i,-0.00066364+0.00043482i,-0.00052734+0.00047376i,-0.00038299+0.00051215i,-0.00023182+0.00054983i,-7.5108e-05+0.00058666i,8.5825e-05+0.00062247i,0.00024962+0.00065711i,0.00041492+0.00069043i,0.00058035+0.00072229i,0.00074459+0.00075255i,0.00090632+0.0007811i,0.0010643+0.00080784i,0.0012174+0.00083271i,0.0013644+0.00085565i,0.0015044+0.00087666i,0.0016364+0.00089576i,0.0017597+0.00091301i,0.0018737+0.00092852i,0.0019777+0.00094244i,0.0020714+0.00095496i,0.0021546+0.00096633i,0.002227+0.00097684i,0.0022888+0.00098685i,0.0023401+0.00099673i,0.0023811+0.0010069i,0.0024124+0.0010179i,0.0024343+0.0010302i,0.0024476+0.0010443i,0.002453+0.0010609i,0.0024513+0.0010805i,0.0024435+0.0011038i,0.0024304+0.0011313i,0.0024131+0.0011638i,0.0023927+0.0012017i,0.0023702+0.0012458i,0.0023466+0.0012965i,0.002323+0.0013544i,0.0023004+0.0014199i,0.0022797+0.0014935i,0.002262+0.0015755i,0.002248+0.0016662i,0.0022385+0.0017657i,0.0022342+0.0018742i,0.0022356+0.0019916i,0.0022433+0.0021178i,0.0022574+0.0022526i,0.0022784+0.0023956i,0.0023063+0.0025464i,0.0023411+0.0027044i,0.0023826+0.0028688i,0.0024307+0.003039i,0.002485+0.0032139i,0.0025449+0.0033926i,0.00261+0.0035739i,0.0026795+0.0037567i,0.0027528+0.0039396i,0.002829+0.0041214i,0.0029073+0.0043006i,0.0029867+0.0044758i,0.0030663+0.0046456i,0.0031452+0.0048084i,0.0032223+0.0049629i,0.0032968+0.0051076i,0.0033676+0.0052411i,0.003434+0.0053621i,0.003495+0.0054693i,0.0035498+0.0055616i,0.0035978+0.0056379i,0.0036383+0.0056973i,0.0036708+0.005739i,0.0036948+0.0057622i,0.0037101+0.0057666i,0.0037163+0.0057518i,0.0037134+0.0057176i,0.0037014+0.005664i,0.0036803+0.0055912i,0.0036505+0.0054997i,0.0036122+0.0053899i,0.0035659+0.0052626i,0.003512+0.0051188i,0.0034513+0.0049594i,0.0033844+0.0047858i,0.0033121+0.0045992i,0.0032352+0.0044013i,0.0031545+0.0041935i,0.0030709+0.0039776i,0.0029855+0.0037555i,0.002899+0.0035289i,0.0028124+0.0032998i,0.0027266+0.0030701i,0.0026424+0.0028416i,0.0025607+0.0026164i,0.0024823+0.0023961i,0.0024077+0.0021827i,0.0023377+0.0019778i,0.0022727+0.001783i,0.0022132+0.0015998i,0.0021596+0.0014296i,0.002112+0.0012734i,0.0020705+0.0011324i,0.0020353+0.0010073i,0.0020061+0.0008989i,0.0019829+0.00080759i,0.0019652+0.00073364i,0.0019527+0.00067714i,0.0019449+0.00063795i,0.0019413+0.00061574i,0.001941+0.00061001i,0.0019435+0.00062006i,0.001948+0.00064502i,0.0019536+0.00068387i,0.0019594+0.00073542i,0.0019646+0.00079837i,0.0019684+0.00087131i,0.0019697+0.00095272i,0.0019678+0.001041i,0.0019618+0.0011345i,0.0019509+0.0012316i,0.0019344+0.0013306i,0.0019116+0.0014297i,0.001882+0.0015274i,0.001845+0.0016219i,0.0018002+0.0017119i,0.0017472+0.0017959i,0.001686+0.0018725i,0.0016164+0.0019405i,0.0015383+0.0019988i,0.0014519+0.0020465i,0.0013575+0.0020828i,0.0012554+0.0021072i,0.0011459+0.0021191i,0.0010298+0.0021184i,0.00090753+0.0021048i,0.0007799+0.0020787i,0.0006477+0.00204i,0.00051179+0.0019894i,0.00037312+0.0019274i,0.00023265+0.0018547i,9.1385e-05+0.0017721i,-4.9638e-05+0.0016807i,-0.00018938+0.0015815i,-0.0003268+0.0014757i,-0.00046089+0.0013645i,-0.00059064+0.0012493i,-0.0007151+0.0011314i,-0.00083337+0.001012i,-0.00094461+0.00089269i,-0.001048+0.00077463i,-0.001143+0.00065915i,-0.0012288+0.00054748i,-0.001305+0.00044077i
-0.0014154+5.6453e-05i,-0.0013974+8.9938e-05i,-0.0013647+0.00012361i,-0.0013175+0.00015744i,-0.001256+0.00019138i,-0.0011807+0.00022541i,-0.0010919+0.00025947i,-0.00099042+0.00029351i,-0.00087703+0.00032748i,-0.00075264+0.00036132i,-0.0006183+0.00039494i,-0.00047515+0.00042826i,-0.00032439+0.0004612i,-0.00016733+0.00049366i,-5.3076e-06+0.00052552i,0.00016029+0.00055668i,0.00032806+0.00058702i,0.00049658+0.00061645i,0.00066447+0.00064486i,0.00083036+0.00067215i,0.00099292+0.00069824i,0.0011509+0.00072306i,0.0013031+0.00074657i,0.0014484+0.00076874i,0.0015859+0.0007896i,0.0017147+0.00080916i,0.001834+0.00082752i,0.0019431+0.0008448i,0.0020417+0.00086113i,0.0021294+0.00087675i,0.002206+0.00089188i,0.0022714+0.00090682i,0.0023257+0.00092193i,0.0023691+0.00093758i,0.0024022+0.0009542i,0.0024252+0.00097226i,0.0024389+0.00099228i,0.0024439+0.0010148i,0.0024411+0.0010404i,0.0024315+0.0010696i,0.0024159+0.0011031i,0.0023955+0.0011414i,0.0023713+0.0011852i,0.0023444+0.0012351i,0.002316+0.0012916i,0.0022871+0.0013552i,0.0022589+0.0014265i,0.0022324+0.001506i,0.0022086+0.0015939i,0.0021885+0.0016906i,0.0021729+0.0017964i,0.0021626+0.0019113i,0.0021582+0.0020356i,0.0021604+0.0021689i,0.0021696+0.0023113i,0.002186+0.0024625i,0.0022099+0.002622i,0.0022414+0.0027894i,0.0022804+0.0029639i,0.0023266+0.0031449i,0.0023799+0.0033315i,0.0024398+0.0035228i,0.0025057+0.0037175i,0.0025769+0.0039146i,0.0026528+0.0041129i,0.0027326+0.0043108i,0.0028152+0.0045071i,0.0028999+0.0047003i,0.0029855+0.0048888i,0.0030711+0.0050712i,0.0031556+0.0052459i,0.003238+0.0054114i,0.0033173+0.0055662i,0.0033924+0.0057088i,0.0034624+0.0058379i,0.0035265+0.0059522i,0.0035838+0.0060504i,0.0036335+0.0061314i,0.003675+0.0061943i,0.0037078+0.0062383i,0.0037314+0.0062625i,0.0037454+0.0062666i,0.0037497+0.0062502i,0.0037442+0.0062131i,0.0037289+0.0061553i,0.003704+0.0060771i,0.0036697+0.0059788i,0.0036264+0.005861i,0.0035746+0.0057246i,0.0035149+0.0055704i,0.0034481+0.0053996i,0.0033748+0.0052135i,0.0032959+0.0050135i,0.0032124+0.0048013i,0.0031251+0.0045784i,0.003035+0.0043467i,0.0029433+0.0041081i,0.0028508+0.0038646i,0.0027585+0.0036181i,0.0026675+0.0033706i,0.0025787+0.0031242i,0.0024929+0.0028809i,0.0024111+0.0026426i,0.0023338+0.0024112i,0.0022619+0.0021885i,0.0021958+0.0019761i,0.0021361+0.0017758i,0.0020831+0.0015888i,0.0020371+0.0014165i,0.0019981+0.00126i,0.0019663+0.0011201i,0.0019414+0.0009976i,0.0019234+0.00089301i,0.0019118+0.00080663i,0.0019061+0.00073858i,0.001906+0.00068875i,0.0019107+0.00065684i,0.0019194+0.00064233i,0.0019315+0.00064453i,0.0019461+0.00066257i,0.0019622+0.00069539i,0.0019789+0.0007418i,0.0019952+0.00080045i,0.0020102+0.00086987i,0.0020228+0.00094851i,0.0020322+0.0010347i,0.0020373+0.0011268i,0.0020374+0.001223i,0.0020315+0.0013216i,0.0020189+0.0014207i,0.001999+0.0015188i,0.0019711+0.0016141i,0.0019348+0.001705i,0.0018896+0.0017899i,0.0018353+0.0018676i,0.0017718+0.0019366i,0.0016989+0.001996i,0.0016168+0.0020446i,0.0015257+0.0020816i,0.0014259+0.0021064i,0.0013178+0.0021186i,0.0012019+0.0021177i,0.001079+0.0021038i,0.00094964+0.0020768i,0.00081478+0.0020371i,0.00067528+0.0019849i,0.0005321+0.001921i,0.00038628+0.001846i,0.00023886+0.0017608i,9.0936e-05+0.0016665i,-5.6385e-05+0.0015641i,-0.000202+0.0014548i,-0.0003448+0.0013399i,-0.00048373+0.0012208i,-0.00061775+0.0010989i,-0.00074587+0.00097553i,-0.00086717+0.0008521i,-0.00098079+0.00073i,-0.001086+0.00061057i,-0.001182+0.0004951i,-0.0012683+0.0003848i
-0.0014389+6.8203e-05i,-0.0014138+9.6924e-05i,-0.0013738+0.00012549i,-0.0013191+0.00015392i,-0.0012499+0.00018223i,-0.0011669+0.00021042i,-0.0010705+0.00023853i,-0.00096157+0.00026655i,-0.00084091+0.00029449i,-0.00070955+0.00032233i,-0.00056862+0.00035007i,-0.00041932+0.00037767i,-0.00026294+0.00040509i,-0.00010084+0.0004323i,6.5579e-05+0.00045923i,0.00023487+0.00048583i,0.00040559+0.00051203i,0.00057629+0.00053776i,0.00074555+0.00056297i,0.00091196+0.00058759i,0.0010742+0.00061157i,0.001231+0.00063487i,0.0013812+0.00065748i,0.0015238+0.00067939i,0.0016577+0.00070063i,0.0017821+0.00072125i,0.0018963+0.00074136i,0.0019997+0.00076106i,0.0020919+0.00078053i,0.0021727+0.00079997i,0.0022419+0.00081962i,0.0022995+0.0008398i,0.0023457+0.00086082i,0.0023809+0.00088308i,0.0024054+0.00090699i,0.0024199+0.00093301i,0.0024251+0.00096165i,0.0024218+0.00099344i,0.002411+0.0010289i,0.0023935+0.0010687i,0.0023705+0.0011133i,0.0023431+0.0011633i,0.0023125+0.0012194i,0.0022798+0.0012821i,0.0022463+0.001352i,0.002213+0.0014295i,0.0021812+0.0015152i,0.0021519+0.0016094i,0.0021261+0.0017126i,0.0021049+0.001825i,0.0020891+0.0019467i,0.0020794+0.0020781i,0.0020766+0.0022189i,0.0020811+0.0023692i,0.0020934+0.0025287i,0.0021138+0.0026972i,0.0021424+0.0028741i,0.0021793+0.0030589i,0.0022242+0.003251i,0.0022771+0.0034494i,0.0023373+0.0036534i,0.0024046+0.0038619i,0.0024782+0.0040736i,0.0025573+0.0042874i,0.0026413+0.004502i,0.0027291+0.0047158i,0.0028198+0.0049276i,0.0029122+0.0051356i,0.0030055+0.0053383i,0.0030984+0.0055342i,0.0031897+0.0057216i,0.0032785+0.0058989i,0.0033636+0.0060646i,0.0034439+0.0062172i,0.0035184+0.0063551i,0.0035862+0.0064772i,0.0036464+0.006582i,0.0036982+0.0066684i,0.003741+0.0067354i,0.0037741+0.0067822i,0.0037972+0.006808i,0.00381+0.0068122i,0.0038121+0.0067946i,0.0038036+0.0067549i,0.0037845+0.0066932i,0.003755+0.0066097i,0.0037155+0.0065048i,0.0036663+0.0063792i,0.0036081+0.0062335i,0.0035415+0.0060689i,0.0034674+0.0058865i,0.0033864+0.0056877i,0.0032997+0.0054739i,0.0032081+0.0052469i,0.0031128+0.0050084i,0.0030148+0.0047603i,0.0029152+0.0045045i,0.0028151+0.0042432i,0.0027156+0.0039784i,0.0026178+0.0037122i,0.0025227+0.0034468i,0.0024312+0.0031843i,0.0023444+0.0029267i,0.0022629+0.002676i,0.0021875+0.0024341i,0.0021188+0.0022029i,0.0020574+0.0019839i,0.0020037+0.0017788i,0.0019578+0.0015888i,0.0019201+0.0014151i,0.0018904+0.0012588i,0.0018687+0.0011206i,0.0018547+0.001001i,0.0018482+0.00090058i,0.0018485+0.00081932i,0.0018552+0.00075719i,0.0018675+0.00071391i,0.0018846+0.000689i,0.0019058+0.00068176i,0.00193+0.0006913i,0.0019562+0.00071657i,0.0019835+0.00075634i,0.0020108+0.00080924i,0.002037+0.00087378i,0.002061+0.00094833i,0.0020818+0.0010312i,0.0020982+0.0011207i,0.0021095+0.0012149i,0.0021146+0.001312i,0.0021126+0.0014102i,0.0021029+0.0015078i,0.0020846+0.0016029i,0.0020574+0.001694i,0.0020206+0.0017793i,0.0019739+0.0018574i,0.0019172+0.0019271i,0.0018503+0.001987i,0.0017733+0.0020361i,0.0016862+0.0020736i,0.0015895+0.0020986i,0.0014835+0.0021108i,0.0013688+0.0021098i,0.0012459+0.0020954i,0.0011157+0.0020676i,0.00097895+0.0020267i,0.00083659+0.0019732i,0.00068964+0.0019075i,0.00053914+0.0018304i,0.00038621+0.0017428i,0.000232+0.0016457i,7.7669e-05+0.0015403i,-7.5607e-05+0.0014278i,-0.00022666+0.0013095i,-0.00037434+0.0011867i,-0.00051754+0.0010611i,-0.00065519+0.00093386i,-0.00078628+0.00080658i,-0.00090988+0.00068067i,-0.0010251+0.00055751i,-0.0011312+0.00043844i,-0.0012275+0.00032475i
-0.0014555+7.7961e-05i,-0.0014232+0.00010151i,-0.0013759+0.00012459i,-0.0013138+0.00014726i,-0.0012373+0.00016959i,-0.0011468+0.00019167i,-0.0010432+0.00021356i,-0.00092721+0.00023533i,-0.00079981+0.00025705i,-0.00066209+0.00027877i,-0.00051525+0.00030053i,-0.00036056+0.00032236i,-0.00019937+0.00034428i,-3.3116e-05+0.0003663i,0.00013676+0.00038843i,0.00030876+0.00041064i,0.00048141+0.00043291i,0.00065322+0.00045523i,0.00082275+0.00047757i,0.0009886+0.00049989i,0.0011494+0.0005222i,0.001304+0.00054446i,0.0014511+0.00056669i,0.0015898+0.0005889i,0.001719+0.00061115i,0.0018381+0.00063349i,0.0019462+0.00065602i,0.002043+0.00067888i,0.0021281+0.00070223i,0.0022012+0.00072628i,0.0022623+0.00075127i,0.0023116+0.0007775i,0.0023493+0.00080529i,0.0023758+0.00083502i,0.0023916+0.00086709i,0.0023975+0.00090197i,0.0023942+0.00094013i,0.0023827+0.00098209i,0.0023639+0.0010284i,0.002339+0.0010796i,0.0023091+0.0011362i,0.0022754+0.0011989i,0.0022391+0.0012682i,0.0022015+0.0013446i,0.0021638+0.0014288i,0.0021273+0.0015211i,0.0020931+0.001622i,0.0020624+0.0017319i,0.0020361+0.0018512i,0.0020154+0.0019801i,0.002001+0.0021188i,0.0019937+0.0022673i,0.0019942+0.0024257i,0.0020029+0.0025937i,0.0020203+0.0027712i,0.0020466+0.0029578i,0.0020819+0.003153i,0.0021262+0.0033562i,0.0021792+0.0035666i,0.0022405+0.0037834i,0.0023098+0.0040056i,0.0023865+0.0042321i,0.0024697+0.0044617i,0.0025587+0.0046931i,0.0026526+0.0049248i,0.0027502+0.0051555i,0.0028507+0.0053835i,0.0029527+0.0056072i,0.0030551+0.0058249i,0.0031567+0.0060351i,0.0032563+0.006236i,0.0033526+0.006426i,0.0034446+0.0066034i,0.003531+0.0067667i,0.0036109+0.0069143i,0.0036831+0.0070448i,0.0037468+0.0071569i,0.0038012+0.0072494i,0.0038455+0.0073212i,0.0038792+0.0073713i,0.0039019+0.0073992i,0.0039131+0.0074041i,0.0039128+0.0073857i,0.0039009+0.0073439i,0.0038774+0.0072785i,0.0038427+0.00719i,0.0037971+0.0070786i,0.0037412+0.0069451i,0.0036755+0.0067903i,0.0036008+0.0066152i,0.0035181+0.006421i,0.0034281+0.0062092i,0.0033321+0.0059814i,0.003231+0.0057392i,0.003126+0.0054845i,0.0030183+0.0052193i,0.0029092+0.0049457i,0.0027997+0.0046659i,0.0026912+0.0043819i,0.0025848+0.0040961i,0.0024816+0.0038106i,0.0023826+0.0035278i,0.0022889+0.0032497i,0.0022013+0.0029784i,0.0021206+0.0027161i,0.0020476+0.0024645i,0.0019828+0.0022255i,0.0019266+0.0020006i,0.0018793+0.0017914i,0.0018412+0.001599i,0.0018122+0.0014246i,0.0017922+0.001269i,0.001781+0.0011329i,0.0017782+0.0010167i,0.0017833+0.0009205i,0.0017957+0.0008444i,0.0018146+0.0007881i,0.0018393+0.00075113i,0.0018687+0.00073282i,0.0019018+0.00073227i,0.0019377+0.00074844i,0.0019751+0.00078006i,0.0020129+0.00082576i,0.00205+0.000884i,0.0020851+0.00095312i,0.0021171+0.0010314i,0.002145+0.001117i,0.0021675+0.001208i,0.0021837+0.0013027i,0.0021925+0.001399i,0.0021933+0.0014952i,0.0021851+0.0015893i,0.0021673+0.0016798i,0.0021394+0.0017648i,0.0021009+0.0018428i,0.0020516+0.0019125i,0.0019913+0.0019726i,0.00192+0.0020218i,0.0018378+0.0020594i,0.0017449+0.0020845i,0.0016418+0.0020966i,0.0015289+0.0020952i,0.0014069+0.0020803i,0.0012766+0.0020517i,0.0011387+0.0020098i,0.0009942+0.0019549i,0.00084418+0.0018876i,0.00068972+0.0018085i,0.00053196+0.0017187i,0.0003721+0.0016191i,0.00021137+0.0015109i,5.1002e-05+0.0013954i,-0.00010777+0.0012739i,-0.00026372+0.0011478i,-0.00041566+0.0010186i,-0.00056244+0.00088784i,-0.00070298+0.00075696i,-0.00083625+0.00062746i,-0.00096132+0.00050078i,-0.0010773+0.00037833i,-0.0011835+0.00026142i
