0.00026001+0.00031537i,2.5081e-05+0.00048235i,-0.00020828+0.00064973i,-0.00043698+0.00081584i,-0.00065802+0.00097901i,-0.00086847+0.0011376i,-0.0010656+0.00129i,-0.0012468+0.0014346i,-0.0014097+0.0015699i,-0.0015522+0.0016946i,-0.0016724+0.0018074i,-0.001769+0.0019071i,-0.0018405+0.0019928i,-0.0018863+0.0020635i,-0.0019057+0.0021187i,-0.0018987+0.0021578i,-0.0018654+0.0021806i,-0.0018064+0.0021868i,-0.0017226+0.0021765i,-0.0016153+0.0021501i,-0.001486+0.0021078i,-0.0013367+0.0020505i,-0.0011694+0.0019787i,-0.00098649+0.0018936i,-0.00079065+0.0017961i,-0.00058462+0.0016876i,-0.00037129+0.0015694i,-0.00015367+0.0014428i,6.5164e-05+0.0013096i,0.00028215+0.0011712i,0.00049423+0.0010294i,0.00069842+0.00088567i,0.00089184+0.00074182i,0.0010718+0.00059944i,0.0012356+0.00046012i,0.0013811+0.0003254i,0.0015062+0.00019671i,0.0016089+7.5402e-05i,0.0016878-3.7304e-05i,0.0017418-0.00014032i,0.0017699-0.0002327i,0.0017716-0.00031366i,0.0017467-0.00038259i,0.0016955-0.00043904i,0.0016185-0.00048274i,0.0015165-0.00051361i,0.0013907-0.00053173i,0.0012427-0.00053736i,0.0010742-0.00053095i,0.00088731-0.00051308i,0.00068436-0.00048448i,0.00046784-0.00044604i,0.00024043-0.00039875i,4.9746e-06-0.00034372i,-0.00023562-0.00028215i,-0.00047835-0.00021529i,-0.00072021-0.00014445i,-0.00095821-7.0993e-05i,-0.0011894+3.7398e-06i,-0.0014109+7.8402e-05i,-0.0016201+0.00015168i,-0.0018142+0.00022231i,-0.0019911+0.00028909i,-0.0021485+0.00035093i,-0.0022846+0.00040679i,-0.0023976+0.0004558i,-0.0024863+0.00049719i,-0.0025497+0.00053033i,-0.0025869+0.00055474i,-0.0025977+0.0005701i,-0.0025819+0.00057622i,-0.0025398+0.0005731i,-0.0024719+0.00056088i,-0.0023791+0.00053985i,-0.0022625+0.00051045i,-0.0021236+0.00047325i,-0.001964+0.00042896i,-0.0017857+0.00037839i,-0.0015908+0.00032248i,-0.0013815+0.00026221i,-0.0011603+0.00019867i,-0.00092967+0.00013297i,-0.00069225+6.6273e-05i,-0.00045071-2.5639e-07i,-0.0002077-6.5459e-05i,3.4135e-05-0.0001282i,0.0002722-0.00018739i,0.00050399-0.000242i,0.00072711-0.00029109i,0.00093933-0.0003338i,0.0011386-0.00036939i,0.0013229-0.00039724i,0.0014907-0.00041687i,0.0016405-0.00042792i,0.001771-0.00043021i,0.0018814-0.00042369i,0.0019709-0.00040846i,0.002039-0.00038479i,0.0020856-0.00035309i,0.0021108-0.00031392i,0.0021148-0.00026796i,0.0020982-0.00021605i,0.0020619-0.0001591i,0.0020067-9.8171e-05i,0.0019339-3.4371e-05i,0.0018448+3.1105e-05i,0.001741+9.7014e-05i,0.0016242+0.00016208i,0.001496+0.00022501i,0.0013583+0.00028454i,0.001213+0.00033939i,0.0010621+0.00038836i,0.00090743+0.00043031i,0.00075096+0.00046417i,0.00059458+0.00048899i,0.0004401+0.00050391i,0.00028927+0.00050821i,0.00014372+0.00050133i,4.9789e-06+0.00048283i,-0.00012556+0.00045246i,-0.00024664+0.00041011i,-0.00035716+0.00035586i,-0.00045621+0.00028994i,-0.000543+0.00021277i,-0.00061693+0.00012491i,-0.00067759+2.7113e-05i,-0.00072472-7.9754e-05i,-0.00075822-0.00019466i,-0.00077816-0.00031647i,-0.00078478-0.0004439i,-0.00077842-0.00057562i,-0.0007596-0.00071017i,-0.00072893-0.00084607i,-0.00068714-0.00098178i,-0.00063506-0.0011157i,-0.00057358-0.0012464i,-0.00050368-0.0013722i,-0.00042637-0.0014917i,-0.00034272-0.0016035i,-0.00025378-0.0017061i,-0.00016066-0.0017983i,-6.443e-05-0.001879i,3.3855e-05-0.0019472i,0.00013316-0.002002i,0.0002325-0.0020427i,0.00033092-0.0020687i,0.00042755-0.0020797i,0.00052157-0.0020753i,0.00061221-0.0020557i,0.0006988-0.0020209i,0.00078073-0.0019712i,0.00085748-0.0019072i,0.00092859-0.0018294i,0.00099369-0.0017387i,0.0010525-0.001636i,0.0011047-0.0015223i,0.0011502-0.001399i,0.001189-0.0012672i,0.0012208-0.0011282i,0.0012459-0.00098366i,0.0012641-0.00083491i
0.00020142+0.00041599i,-3.6177e-05+0.00058761i,-0.00027083+0.0007589i,-0.00049942+0.00092814i,-0.00071893+0.0010936i,-0.00092644+0.0012536i,-0.0011192+0.0014065i,-0.0012947+0.0015507i,-0.0014507+0.0016848i,-0.001585+0.0018072i,-0.0016961+0.0019169i,-0.0017823+0.0020126i,-0.0018427+0.0020934i,-0.0018766+0.0021584i,-0.0018835+0.0022071i,-0.0018635+0.0022391i,-0.0018169+0.002254i,-0.0017446+0.0022518i,-0.0016475+0.0022328i,-0.0015271+0.0021971i,-0.0013851+0.0021454i,-0.0012236+0.0020784i,-0.0010449+0.0019969i,-0.0008515+0.0019021i,-0.0006462+0.001795i,-0.00043187+0.0016772i,-0.00021156+0.00155i,1.1623e-05+0.0014149i,0.00023452+0.0012737i,0.00045396+0.001128i,0.00066685+0.00097948i,0.00087015+0.00082996i,0.001061+0.00068113i,0.0012365+0.0005347i,0.0013944+0.00039231i,0.0015321+0.00025551i,0.0016478+0.00012579i,0.0017396+4.4823e-06i,0.0018062-0.00010717i,0.0018464-0.0002081i,0.0018595-0.00029737i,0.0018452-0.00037426i,0.0018034-0.00043817i,0.0017345-0.00048873i,0.0016391-0.00052574i,0.0015183-0.00054919i,0.0013736-0.00055926i,0.0012065-0.0005563i,0.0010192-0.00054085i,0.00081377-0.0005136i,0.00059282-0.00047542i,0.00035901-0.00042729i,0.0001152-0.00037032i,-0.00013561-0.00030575i,-0.00039035-0.00023489i,-0.00064589-0.0001591i,-0.00089908-7.9822e-05i,-0.0011468+1.5025e-06i,-0.0013861+8.3418e-05i,-0.0016139+0.00016449i,-0.0018275+0.00024332i,-0.0020243+0.00031857i,-0.0022019+0.00038898i,-0.0023582+0.0004534i,-0.0024912+0.00051077i,-0.0025994+0.00056017i,-0.0026815+0.00060084i,-0.0027365+0.00063213i,-0.0027638+0.00065359i,-0.0027631+0.00066491i,-0.0027344+0.00066597i,-0.0026781+0.0006568i,-0.0025949+0.00063761i,-0.0024859+0.00060876i,-0.0023522+0.00057079i,-0.0021956+0.00052436i,-0.0020179+0.00047028i,-0.001821+0.00040949i,-0.0016074+0.00034301i,-0.0013795+0.00027198i,-0.0011398+0.0001976i,-0.00089098+0.0001211i,-0.0006359+4.3777e-05i,-0.00037733-3.3082e-05i,-0.00011804-0.00010819i,0.00013918-0.00018031i,0.00039165-0.00024823i,0.00063676-0.00031081i,0.00087205-0.00036703i,0.0010952-0.00041593i,0.0013041-0.00045671i,0.0014968-0.00048867i,0.0016716-0.00051129i,0.001827-0.00052417i,0.0019619-0.00052709i,0.0020754-0.00052i,0.0021666-0.00050301i,0.0022353-0.0004764i,0.0022813-0.0004406i,0.0023047-0.00039622i,0.002306-0.00034401i,0.0022858-0.00028485i,0.002245-0.00021977i,0.0021846-0.00014988i,0.0021059-7.6421e-05i,0.0020105-6.7985e-07i,0.0018999+7.598e-05i,0.001776+0.00015216i,0.0016405+0.00022645i,0.0014954+0.00029743i,0.0013426+0.00036372i,0.0011843+0.00042398i,0.0010224+0.00047694i,0.00085896+0.0005214i,0.00069587+0.00055628i,0.00053503+0.00058062i,0.00037825+0.0005936i,0.00022719+0.00059452i,8.3421e-05+0.00058289i,-5.1643e-05+0.00055836i,-0.00017674+0.00052075i,-0.00029077+0.00047009i,-0.0003928+0.00040655i,-0.00048207+0.00033054i,-0.00055802+0.00024259i,-0.00062023+0.00014343i,-0.00066848+3.3963e-05i,-0.00070273-8.4776e-05i,-0.00072307-0.0002116i,-0.00072978-0.00034521i,-0.00072328-0.00048418i,-0.0007041-0.00062701i,-0.00067292-0.00077213i,-0.00063051-0.0009179i,-0.00057774-0.0010627i,-0.00051556-0.0012048i,-0.00044498-0.0013426i,-0.00036705-0.0014745i,-0.00028286-0.001599i,-0.00019352-0.0017145i,-0.00010012-0.0018198i,-3.776e-06-0.0019134i,9.4454e-05-0.0019943i,0.00019353-0.0020616i,0.00029246-0.0021143i,0.00039032-0.0021519i,0.00048622-0.0021738i,0.00057937-0.0021797i,0.00066902-0.0021696i,0.00075453-0.0021434i,0.00083532-0.0021015i,0.00091089-0.0020442i,0.00098083-0.0019722i,0.0010448-0.0018862i,0.0011025-0.0017872i,0.0011538-0.0016762i,0.0011985-0.0015543i,0.0012365-0.001423i,0.0012679-0.0012836i,0.0012927-0.0011375i,0.001311-0.00098632i
0.0001375+0.00051408i,-0.00010194+0.00068927i,-0.00033703+0.00086338i,-0.00056464+0.0010346i,-0.00078172+0.0012013i,-0.0009854+0.0013616i,-0.001173+0.0015139i,-0.0013419+0.0016567i,-0.0014901+0.0017883i,-0.0016155+0.0019075i,-0.0017165+0.002013i,-0.0017917+0.0021037i,-0.0018403+0.0021787i,-0.0018617+0.0022372i,-0.0018557+0.0022787i,-0.0018223+0.0023027i,-0.0017622+0.0023092i,-0.0016763+0.0022982i,-0.0015658+0.0022699i,-0.0014324+0.0022247i,-0.0012779+0.0021633i,-0.0011045+0.0020865i,-0.00091481+0.0019953i,-0.00071142+0.0018909i,-0.00049725+0.0017745i,-0.00027534+0.0016477i,-4.8839e-05+0.0015119i,0.00017902+0.0013689i,0.000405+0.0012203i,0.00062587+0.0010681i,0.00083846+0.00091381i,0.0010397+0.00075943i,0.0012267+0.00060671i,0.0013967+0.00045738i,0.0015472+0.00031314i,0.001676+0.00017558i,0.0017811+4.6178e-05i,0.0018608-7.3696e-05i,0.0019138-0.00018283i,0.0019392-0.00028016i,0.0019363-0.0003648i,0.0019049-0.00043605i,0.0018452-0.0004934i,0.0017576-0.00053652i,0.0016432-0.00056531i,0.001503-0.00057983i,0.0013387-0.00058036i,0.0011522-0.00056737i,0.00094568-0.0005415i,0.00072156-0.00050357i,0.00048254-0.00045456i,0.0002315-0.00039558i,-2.8524e-05-0.00032787i,-0.00029438-0.00025278i,-0.00056284-0.00017175i,-0.00083062-8.6268e-05i,-0.0010945+2.1143e-06i,-0.0013512+9.184e-05i,-0.0015976+0.00018135i,-0.0018307+0.00026913i,-0.0020478+0.00035367i,-0.002246+0.00043359i,-0.0024232+0.00050754i,-0.002577+0.00057434i,-0.0027057+0.00063288i,-0.0028076+0.00068223i,-0.0028817+0.0007216i,-0.002927+0.00075037i,-0.0029429+0.00076809i,-0.0029293+0.0007745i,-0.0028864+0.00076951i,-0.0028146+0.00075321i,-0.0027149+0.0007259i,-0.0025883+0.00068802i,-0.0024364+0.00064019i,-0.0022609+0.00058319i,-0.0020639+0.00051794i,-0.0018475+0.0004455i,-0.0016143+0.00036702i,-0.0013668+0.00028377i,-0.0011079+0.00019708i,-0.00084032+0.00010833i,-0.00056702+1.8935e-05i,-0.00029094-6.9672e-05i,-1.5005e-05-0.00015608i,0.0002579-0.00023891i,0.00052497-0.00031684i,0.00078351-0.00038864i,0.001031-0.00045314i,0.001265-0.00050932i,0.0014834-0.00055629i,0.0016843-0.00059328i,0.0018658-0.0006197i,0.0020267-0.00063513i,0.0021655-0.00063931i,0.0022816-0.00063217i,0.0023742-0.00061382i,0.0024429-0.00058455i,0.0024878-0.00054484i,0.0025091-0.00049533i,0.0025071-0.00043682i,0.0024828-0.00037028i,0.0024369-0.00029679i,0.0023708-0.00021759i,0.0022859-0.000134i,0.0021837-4.7432e-05i,0.0020659+4.0636e-05i,0.0019344+0.00012868i,0.0017912+0.00021515i,0.0016383+0.0002985i,0.0014779+0.0003772i,0.0013119+0.00044979i,0.0011426+0.00051484i,0.00097189+0.00057104i,0.00080193+0.00061717i,0.00063462+0.00065215i,0.00047179+0.00067503i,0.00031516+0.00068502i,0.00016632+0.00068152i,2.6711e-05+0.00066409i,-0.0001024+0.00063247i,-0.00021992+0.00058663i,-0.00032491+0.0005267i,-0.00041665+0.00045301i,-0.00049457+0.00036611i,-0.00055831+0.0002667i,-0.00060768+0.00015568i,-0.00064267+3.41e-05i,-0.00066343-9.682e-05i,-0.00067029-0.00023573i,-0.0006637-0.00038117i,-0.00064426-0.00053156i,-0.00061269-0.00068525i,-0.00056983-0.00084053i,-0.00051658-0.00099565i,-0.00045393-0.0011488i,-0.00038295-0.0012984i,-0.00030471-0.0014425i,-0.00022035-0.0015795i,-0.00013099-0.0017079i,-3.7759e-05-0.0018262i,5.8231e-05-0.0019328i,0.0001559-0.0020267i,0.00025421-0.0021067i,0.00035218-0.0021718i,0.00044888-0.0022214i,0.00054345-0.0022547i,0.00063511-0.0022714i,0.00072314-0.0022713i,0.00080694-0.0022544i,0.00088595-0.0022209i,0.00095971-0.0021711i,0.0010278-0.0021056i,0.0010901-0.0020252i,0.0011461-0.0019306i,0.0011959-0.001823i,0.0012392-0.0017036i,0.0012761-0.0015737i,0.0013066-0.0014346i,0.0013308-0.0012878i,0.0013487-0.001135i
6.8005e-05+0.00060863i,-0.00017246+0.00078631i,-0.00040713+0.00096214i,-0.00063285+0.0011343i,-0.00084662+0.001301i,-0.0010456+0.0014605i,-0.001227+0.0016111i,-0.0013886+0.0017513i,-0.0015281+0.0018795i,-0.0016437+0.0019944i,-0.0017339+0.0020948i,-0.0017976+0.0021795i,-0.0018338+0.0022479i,-0.0018422+0.002299i,-0.0018228+0.0023325i,-0.0017758+0.0023481i,-0.0017019+0.0023456i,-0.0016024+0.0023253i,-0.0014785+0.0022874i,-0.0013321+0.0022324i,-0.0011653+0.0021611i,-0.00098045+0.0020745i,-0.00078018+0.0019737i,-0.00056734+0.0018598i,-0.00034497+0.0017344i,-0.00011624+0.001599i,0.00011559+0.0014553i,0.00034719+0.001305i,0.00057523+0.0011499i,0.00079643+0.00099186i,0.0010076+0.00083283i,0.0012056+0.00067466i,0.0013876+0.00051918i,0.0015508+0.00036819i,0.0016927+0.00022341i,0.0018113+8.6459e-05i,0.0019045-4.1175e-05i,0.0019709-0.00015813i,0.0020091-0.00026321i,0.0020185-0.00035539i,0.0019985-0.00043381i,0.0019491-0.00049784i,0.0018706-0.00054702i,0.0017637-0.00058113i,0.0016294-0.00060012i,0.0014692-0.00060417i,0.0012849-0.00059368i,0.0010786-0.00056921i,0.00085262-0.00053154i,0.00060967-0.00048161i,0.0003526-0.00042053i,8.4471e-05-0.00034954i,-0.0001915-0.00027002i,-0.000472-0.00018345i,-0.00075364-9.1397e-05i,-0.001033+4.5148e-06i,-0.0013068+0.00010262i,-0.0015716+0.00020126i,-0.0018242+0.00029875i,-0.0020616+0.00039348i,-0.0022809+0.00048387i,-0.0024794+0.00056845i,-0.0026548+0.00064583i,-0.0028048+0.00071474i,-0.0029278+0.00077408i,-0.0030221+0.00082287i,-0.0030867+0.00086033i,-0.0031208+0.00088584i,-0.0031239+0.00089899i,-0.0030961+0.00089954i,-0.0030375+0.00088746i,-0.0029488+0.00086292i,-0.0028312+0.00082628i,-0.0026858+0.00077809i,-0.0025144+0.00071906i,-0.0023189+0.0006501i,-0.0021015+0.00057224i,-0.0018647+0.00048668i,-0.001611+0.0003947i,-0.0013432+0.00029771i,-0.0010643+0.00019719i,-0.00077732+9.4671e-05i,-0.00048528-8.2911e-06i,-0.00019128-0.00011012i,0.00010162-0.00020927i,0.00039043-0.00030422i,0.00067224-0.00039352i,0.00094426-0.00047581i,0.0012039-0.00054983i,0.0014487-0.00061444i,0.0016764-0.00066867i,0.0018852-0.00071167i,0.0020732-0.00074278i,0.002239-0.00076155i,0.0023814-0.00076767i,0.0024996-0.00076105i,0.0025931-0.00074182i,0.0026614-0.00071026i,0.0027046-0.00066689i,0.0027231-0.00061238i,0.0027174-0.0005476i,0.0026883-0.00047358i,0.002637-0.00039151i,0.0025647-0.00030269i,0.0024729-0.00020856i,0.0023634-0.00011065i,0.002238-1.0566e-05i,0.0020986+9.0036e-05i,0.0019473+0.00018947i,0.0017863+0.00028605i,0.0016178+0.00037812i,0.0014439+0.00046403i,0.0012669+0.00054226i,0.0010889+0.00061132i,0.00091191+0.00066987i,0.00073801+0.00071669i,0.00056907+0.00075071i,0.00040683+0.00077103i,0.00025292+0.00077693i,0.00010877+0.00076788i,-2.4323e-05+0.00074354i,-0.00014528+0.00070379i,-0.00025317+0.00064871i,-0.0003473+0.00057859i,-0.00042714+0.00049393i,-0.00049235+0.00039543i,-0.00054278+0.00028396i,-0.00057848+0.00016061i,-0.00059965+2.661e-05i,-0.00060665-0.00011666i,-0.00060001-0.00026768i,-0.00058037-0.00042482i,-0.00054852-0.00058635i,-0.00050533-0.00075048i,-0.00045177-0.00091536i,-0.00038888-0.0010791i,-0.00031775-0.0012399i,-0.00023951-0.0013959i,-0.00015532-0.0015453i,-6.6329e-05-0.0016864i,2.6309e-05-0.0018176i,0.00012147-0.0019373i,0.00021808-0.0020442i,0.00031508-0.002137i,0.00041151-0.0022148i,0.00050645-0.0022766i,0.00059906-0.0023217i,0.00068859-0.0023497i,0.00077435-0.0023602i,0.00085577-0.0023531i,0.00093233-0.0023286i,0.0010036-0.0022869i,0.0010693-0.0022287i,0.0011291-0.0021544i,0.0011829-0.0020651i,0.0012305-0.0019617i,0.0012719-0.0018455i,0.0013072-0.0017177i,0.0013363-0.0015797i,0.0013593-0.0014331i,0.0013765-0.0012795i
-7.2666e-06+0.00069875i,-0.00024791+0.00087783i,-0.00048128+0.0010543i,-0.00070424+0.0012262i,-0.00091378+0.0013919i,-0.0011071+0.0015495i,-0.0012816+0.0016973i,-0.0014349+0.0018338i,-0.001565+0.0019576i,-0.0016701+0.0020672i,-0.0017488+0.0021614i,-0.0018002+0.0022394i,-0.0018235+0.0023003i,-0.0018185+0.0023433i,-0.0017853+0.0023682i,-0.0017243+0.0023747i,-0.0016366+0.0023628i,-0.0015234+0.0023327i,-0.0013862+0.0022849i,-0.0012271+0.00222i,-0.0010482+0.0021388i,-0.00085228+0.0020425i,-0.00064197+0.0019321i,-0.00042032+0.0018091i,-0.00019048+0.0016751i,4.4239e-05+0.0015316i,0.00028047+0.0013805i,0.00051481+0.0012236i,0.00074386+0.0010628i,0.00096426+0.00090003i,0.0011728+0.00073725i,0.0013663+0.00057641i,0.001542+0.0004194i,0.0016971+0.00026806i,0.0018293+0.00012412i,0.0019363-1.0792e-05i,0.0020165-0.00013517i,0.0020683-0.00024767i,0.0020907-0.00034712i,0.002083-0.00043254i,0.0020449-0.00050313i,0.0019765-0.00055831i,0.0018783-0.00059771i,0.0017512-0.00062119i,0.0015965-0.00062881i,0.0014157-0.00062085i,0.001211-0.00059783i,0.00098458-0.00056044i,0.00073902-0.00050959i,0.00047721-0.00044635i,0.00020218-0.00037197i,-8.2793e-05-0.00028784i,-0.00037435-0.00019548i,-0.000669-9.6493e-05i,-0.00096321+7.4041e-06i,-0.0012535+0.00011446i,-0.0015363+0.00022289i,-0.0018082+0.0003309i,-0.002066+0.00043671i,-0.0023065+0.00053861i,-0.0025268+0.00063494i,-0.0027243+0.00072413i,-0.0028965+0.00080475i,-0.0030414+0.00087549i,-0.0031572+0.00093519i,-0.0032424+0.00098288i,-0.0032961+0.0010178i,-0.0033175+0.0010392i,-0.0033064+0.0010469i,-0.0032628+0.0010406i,-0.0031871+0.0010204i,-0.0030802+0.00098643i,-0.0029433+0.00093921i,-0.0027779+0.00087938i,-0.0025858+0.00080777i,-0.0023692+0.00072541i,-0.0021304+0.00063346i,-0.0018721+0.00053325i,-0.001597+0.00042622i,-0.0013082+0.00031394i,-0.0010087+0.00019802i,-0.00070174+8.0162e-05i,-0.00039049-3.7922e-05i,-7.8209e-05-0.00015451i,0.00023193-0.00026789i,0.00053681-0.00037641i,0.00083343-0.00047849i,0.0011189-0.00057262i,0.0013906-0.00065743i,0.001646-0.00073169i,0.0018828-0.00079429i,0.0020991-0.00084434i,0.0022932-0.00088111i,0.0024635-0.00090406i,0.002609-0.00091287i,0.0027289-0.00090743i,0.0028226-0.00088785i,0.0028899-0.00085444i,0.0029309-0.00080771i,0.0029461-0.00074841i,0.002936-0.00067746i,0.0029016-0.00059594i,0.0028442-0.00050514i,0.0027651-0.00040646i,0.002666-0.00030145i,0.0025487-0.00019175i,0.0024152-7.9108e-05i,0.0022674+3.4695e-05i,0.0021077+0.00014783i,0.0019383+0.00025846i,0.0017614+0.00036477i,0.0015794+0.000465i,0.0013945+0.00055742i,0.0012089+0.00064044i,0.0010249+0.00071255i,0.0008443+0.0007724i,0.0006692+0.00081879i,0.00050135+0.0008507i,0.00034239+0.00086727i,0.00019376+0.00086789i,5.6755e-05+0.00085212i,-6.7543e-05+0.00081975i,-0.00017824+0.00077081i,-0.00027466+0.00070552i,-0.0003563+0.00062435i,-0.00042287+0.00052796i,-0.00047427+0.00041724i,-0.0005106+0.00029324i,-0.0005321+0.00015723i,-0.00053921+1.0626e-05i,-0.00053251-0.00014502i,-0.0005127-0.000308i,-0.00048063-0.00047654i,-0.00043722-0.00064875i,-0.00038349-0.00082271i,-0.00032054-0.00099645i,-0.00024949-0.001168i,-0.00017153-0.0013354i,-8.7842e-05-0.0014968i,4.0139e-07-0.0016503i,9.2028e-05-0.0017942i,0.0001859-0.0019268i,0.00028094-0.0020467i,0.00037609-0.0021525i,0.0004704-0.002243i,0.00056297-0.0023173i,0.00065299-0.0023745i,0.00073972-0.002414i,0.00082253-0.0024355i,0.00090087-0.0024387i,0.00097428-0.0024237i,0.0010424-0.0023908i,0.0011049-0.0023403i,0.0011617-0.0022729i,0.0012125-0.0021895i,0.0012573-0.0020911i,0.0012962-0.0019788i,0.0013292-0.0018539i,0.0013563-0.0017178i,0.0013779-0.0015721i,0.0013939-0.0014184i
-8.8435e-05+0.00078363i,-0.0003284+0.00096303i,-0.0005596+0.001139i,-0.00077889+0.0013096i,-0.00098332+0.0014731i,-0.0011701+0.0016277i,-0.0013368+0.0017717i,-0.001481+0.0019036i,-0.0016008+0.0020218i,-0.0016947+0.0021252i,-0.0017614+0.0022125i,-0.0017999+0.0022828i,-0.0018098+0.0023354i,-0.0017909+0.0023697i,-0.0017436+0.0023854i,-0.0016686+0.0023823i,-0.0015669+0.0023605i,-0.0014399+0.0023204i,-0.0012896+0.0022625i,-0.0011179+0.0021876i,-0.00092748+0.0020965i,-0.0007209+0.0019905i,-0.00050115+0.0018709i,-0.00027136+0.0017392i,-3.4855e-05+0.001597i,0.00020497+0.001446i,0.00044465+0.0012883i,0.00068068+0.0011256i,0.0009096+0.00095994i,0.001128+0.00079342i,0.0013327+0.00062801i,0.0015206+0.00046571i,0.0016887+0.00030845i,0.0018345+0.0001581i,0.0019555+1.642e-05i,0.0020498-0.00011496i,0.0021157-0.00023454i,0.0021517-0.00034101i,0.0021571-0.00043323i,0.0021313-0.00051026i,0.0020741-0.00057138i,0.0019858-0.00061607i,0.0018671-0.00064406i,0.0017191-0.0006553i,0.0015433-0.00064997i,0.0013416-0.00062847i,0.0011161-0.00059143i,0.00086932-0.00053969i,0.0006041-0.0004743i,0.00032346-0.00039647i,3.0673e-05-0.0003076i,-0.00027084-0.00020922i,-0.00057753-0.000103i,-0.00088575+9.289e-06i,-0.0011918+0.00012582i,-0.0014922+0.00024468i,-0.0017831+0.00036398i,-0.0020611+0.00048178i,-0.0023229+0.00059621i,-0.0025653+0.00070545i,-0.0027854+0.00080774i,-0.0029804+0.00090146i,-0.0031481+0.00098511i,-0.0032864+0.0010573i,-0.0033936+0.0011169i,-0.0034682+0.0011629i,-0.0035095+0.0011945i,-0.0035167+0.0012111i,-0.0034898+0.0012124i,-0.0034289+0.0011983i,-0.0033348+0.0011687i,-0.0032083+0.0011241i,-0.0030508+0.001065i,-0.0028641+0.00099222i,-0.0026502+0.0009066i,-0.0024113+0.00080936i,-0.0021501+0.00070179i,-0.0018694+0.00058538i,-0.0015722+0.00046172i,-0.0012616+0.00033254i,-0.00094086+0.00019963i,-0.00061339+6.4831e-05i,-0.00028254-6.9964e-05i,4.8323e-05-0.00020287i,0.0003759-0.00033202i,0.00069695-0.00045562i,0.0010084-0.00057191i,0.0013072-0.00067928i,0.0015908-0.00077622i,0.0018565-0.00086136i,0.0021021-0.00093353i,0.0023256-0.00099173i,0.0025252-0.0010351i,0.0026996-0.0010632i,0.0028477-0.0010755i,0.0029686-0.001072i,0.003062-0.0010526i,0.0031276-0.0010178i,0.0031658-0.00096816i,0.003177-0.00090434i,0.0031619-0.00082737i,0.0031216-0.00073841i,0.0030575-0.00063882i,0.0029711-0.00053011i,0.0028641-0.00041394i,0.0027385-0.00029207i,0.0025964-0.00016638i,0.0024399-3.8801e-05i,0.0022714+8.8703e-05i,0.0020932+0.00021414i,0.0019077+0.00033555i,0.0017173+0.00045099i,0.0015243+0.0005586i,0.0013311+0.00065662i,0.0011398+0.0007434i,0.0009525+0.00081745i,0.00077125+0.00087741i,0.00059782+0.00092212i,0.00043387+0.00095064i,0.00028086+0.00096221i,0.00014006+0.0009563i,1.2555e-05+0.00093263i,-0.0001008+0.00089112i,-0.00019934+0.00083195i,-0.00028262+0.00075554i,-0.0003504+0.00066252i,-0.00040262+0.00055375i,-0.00043944+0.00043029i,-0.00046118+0.00029342i,-0.00046832+0.00014457i,-0.0004615-1.4653e-05i,-0.0004415-0.00018251i,-0.00040922-0.00035714i,-0.00036565-0.00053659i,-0.00031186-0.00071885i,-0.000249-0.00090185i,-0.00017825-0.0010835i,-0.00010083-0.0012618i,-1.7934e-05-0.0014347i,6.9209e-05-0.0016003i,0.00015942-0.0017566i,0.00025155-0.0019019i,0.00034452-0.0020346i,0.00043728-0.0021533i,0.00052889-0.0022566i,0.00061847-0.0023434i,0.00070524-0.0024128i,0.00078851-0.0024641i,0.00086766-0.0024968i,0.00094221-0.0025107i,0.0010117-0.0025056i,0.0010759-0.0024819i,0.0011346-0.0024397i,0.0011875-0.0023798i,0.0012347-0.002303i,0.0012761-0.0022101i,0.0013118-0.0021024i,0.0013418-0.001981i,0.0013665-0.0018476i,0.0013859-0.0017036i,0.0014002-0.0015506i
