-0.0014295+0.00040122i,-0.0013566+0.00031246i,-0.0012745+0.00023347i,-0.0011844+0.00016531i,-0.0010877+0.00010884i,-0.00098562+6.4721e-05i,-0.00087966+3.3343e-05i,-0.00077117+1.4883e-05i,-0.00066155+9.2796e-06i,-0.00055214+1.6244e-05i,-0.00044427+3.5266e-05i,-0.0003392+6.5627e-05i,-0.00023812+0.00010642i,-0.00014213+0.00015655i,-5.2233e-05+0.00021479i,3.0662e-05+0.00027975i,0.00010578+0.00034997i,0.00017245+0.00042389i,0.00023015+0.00049989i,0.00027848+0.00057634i,0.00031716+0.0006516i,0.00034606+0.00072407i,0.00036517+0.0007922i,0.00037462+0.00085452i,0.00037463+0.00090967i,0.00036557+0.0009564i,0.00034789+0.00099363i,0.00032215+0.0010204i,0.00028899+0.001036i,0.00024911+0.0010399i,0.00020331+0.0010315i,0.00015239+0.0010109i,9.7222e-05+0.00097793i,3.8695e-05+0.00093286i,-2.2295e-05+0.00087609i,-8.4852e-05+0.00080819i,-0.00014809+0.00072992i,-0.00021116+0.00064219i,-0.00027323+0.00054605i,-0.00033352+0.00044266i,-0.00039132+0.00033331i,-0.00044595+0.00021934i,-0.00049683+0.00010217i,-0.00054343-1.674e-05i,-0.00058531-0.00013593i,-0.00062211-0.00025394i,-0.00065355-0.00036934i,-0.00067943-0.00048076i,-0.00069963-0.00058688i,-0.00071413-0.00068649i,-0.00072296-0.00077848i,-0.00072622-0.00086185i,-0.00072411-0.00093574i,-0.00071687-0.00099943i,-0.00070478-0.0010523i,-0.0006882-0.0010941i,-0.00066751-0.0011244i,-0.00064313-0.0011431i,-0.0006155-0.0011503i,-0.0005851-0.0011462i,-0.00055239-0.0011311i,-0.00051784-0.0011054i,-0.00048194-0.0010698i,-0.00044514-0.0010249i,-0.00040789-0.00097154i,-0.0003706-0.00091049i,-0.00033369-0.00084268i,-0.00029751-0.00076907i,-0.0002624-0.00069064i,-0.00022865-0.00060837i,-0.00019652-0.00052324i,-0.00016622-0.00043622i,-0.00013794-0.00034823i,-0.00011182-0.00026017i,-8.7952e-05-0.00017284i,-6.6416e-05-8.7017e-05i,-4.7243e-05-3.3715e-06i,-3.0435e-05+7.7494e-05i,-1.5971e-05+0.00015506i,-3.8044e-06+0.00022891i,6.1317e-06+0.0002987i,1.3919e-05+0.00036417i,1.9653e-05+0.00042516i,2.3435e-05+0.00048158i,2.5374e-05+0.0005334i,2.5577e-05+0.00058069i,2.4152e-05+0.00062352i,2.12e-05+0.00066207i,1.6818e-05+0.00069651i,1.109e-05+0.00072706i,4.0923e-06+0.00075394i,-4.1104e-06+0.00077739i,-1.3466e-05+0.00079763i,-2.3933e-05+0.00081489i,-3.5481e-05+0.00082935i,-4.8092e-05+0.00084117i,-6.1752e-05+0.00085049i,-7.6458e-05+0.00085739i,-9.2207e-05+0.0008619i,-0.000109+0.00086403i,-0.00012684+0.00086372i,-0.00014572+0.00086087i,-0.00016562+0.00085533i,-0.00018654+0.00084694i,-0.00020842+0.00083547i,-0.00023123+0.0008207i,-0.0002549+0.00080235i,-0.00027934+0.00078018i,-0.00030443+0.00075391i,-0.00033005+0.00072331i,-0.00035604+0.00068813i,-0.00038222+0.0006482i,-0.00040839+0.00060335i,-0.00043431+0.00055351i,-0.00045973+0.00049864i,-0.00048439+0.00043878i,-0.000508+0.00037405i,-0.00053025+0.00030467i,-0.00055084+0.00023094i,-0.00056945+0.00015324i,-0.00058574+7.2067e-05i,-0.00059941-1.2007e-05i,-0.00061015-9.8313e-05i,-0.00061764-0.0001861i,-0.00062162-0.00027454i,-0.00062183-0.00036274i,-0.00061803-0.00044973i,-0.00061002-0.00053453i,-0.00059766-0.0006161i,-0.00058082-0.0006934i,-0.00055944-0.00076538i,-0.00053348-0.00083101i,-0.00050299-0.0008893i,-0.00046803-0.0009393i,-0.00042877-0.00098014i,-0.00038538-0.001011i,-0.00033812-0.0010313i,-0.00028729-0.0010404i,-0.00023324-0.0010378i,-0.00017638-0.0010233i,-0.00011717-0.00099678i,-5.6084e-05-0.00095818i,6.3423e-06-0.00090773i,6.9554e-05-0.00084579i,0.00013297-0.00077287i,0.00019599-0.00068968i,0.00025801-0.00059706i
-0.001393+0.00033838i,-0.001311+0.00025182i,-0.0012202+0.00017645i,-0.001122+0.0001133i,-0.0010177+6.3147e-05i,-0.0009088+2.6523e-05i,-0.00079675+3.7201e-06i,-0.00068301-5.2237e-06i,-0.00056901-5.1722e-07i,-0.00045616+1.7391e-05i,-0.00034581+4.7823e-05i,-0.00023926+8.9885e-05i,-0.0001377+0.00014249i,-4.2262e-05+0.00020437i,4.6063e-05+0.0002741i,0.00012638+0.00035015i,0.00019794+0.00043086i,0.00026009+0.00051451i,0.00031236+0.00059935i,0.00035438+0.00068361i,0.00038595+0.00076553i,0.00040698+0.00084339i,0.00041754+0.00091557i,0.00041782+0.00098054i,0.00040813+0.0010369i,0.00038892+0.0010833i,0.00036072+0.0011188i,0.00032418+0.0011423i,0.00028002+0.0011533i,0.00022905+0.0011511i,0.00017213+0.0011354i,0.00011017+0.0011062i,4.4116e-05+0.0010636i,-2.5065e-05+0.001008i,-9.6397e-05+0.00093978i,-0.00016891+0.00085979i,-0.00024166+0.00076891i,-0.00031371+0.0006682i,-0.00038419+0.00055889i,-0.00045228+0.00044231i,-0.00051719+0.0003199i,-0.00057824+0.00019319i,-0.00063479+6.3753e-05i,-0.00068631-6.682e-05i,-0.00073232-0.00019692i,-0.00077247-0.00032495i,-0.00080645-0.00044938i,-0.00083409-0.00056872i,-0.00085526-0.00068159i,-0.00086996-0.0007867i,-0.00087822-0.00088289i,-0.0008802-0.00096914i,-0.00087609-0.0010446i,-0.00086618-0.0011085i,-0.00085079-0.0011603i,-0.00083031-0.0011997i,-0.00080515-0.0012264i,-0.00077579-0.0012405i,-0.00074271-0.001242i,-0.00070642-0.0012312i,-0.00066744-0.0012086i,-0.00062628-0.0011748i,-0.00058347-0.0011304i,-0.00053951-0.0010763i,-0.00049488-0.0010134i,-0.00045006-0.00094262i,-0.00040548-0.00086504i,-0.00036154-0.00078173i,-0.00031861-0.0006938i,-0.00027703-0.00060234i,-0.00023707-0.00050845i,-0.000199-0.00041318i,-0.00016301-0.00031754i,-0.00012928-0.00022249i,-9.7932e-05-0.00012891i,-6.9054e-05-3.7602e-05i,-4.2704e-05+5.0734e-05i,-1.8906e-05+0.00013548i,2.3465e-06+0.00021613i,2.1082e-05+0.00029226i,3.7352e-05+0.00036358i,5.1223e-05+0.00042987i,6.2778e-05+0.00049101i,7.2104e-05+0.00054699i,7.9299e-05+0.00059787i,8.4458e-05+0.00064377i,8.7676e-05+0.00068488i,8.9045e-05+0.00072146i,8.8648e-05+0.00075377i,8.6562e-05+0.00078214i,8.2852e-05+0.00080689i,7.7571e-05+0.00082834i,7.0764e-05+0.00084682i,6.2463e-05+0.00086261i,5.2689e-05+0.00087599i,4.1455e-05+0.00088718i,2.8766e-05+0.00089636i,1.4622e-05+0.00090367i,-9.8032e-07+0.00090917i,-1.8044e-05+0.00091288i,-3.6569e-05+0.00091474i,-5.6551e-05+0.00091465i,-7.7975e-05+0.00091244i,-0.00010081+0.00090791i,-0.00012503+0.00090078i,-0.00015055+0.00089077i,-0.00017731+0.00087753i,-0.0002052+0.00086074i,-0.0002341+0.00084004i,-0.00026384+0.00081509i,-0.00029425+0.00078556i,-0.00032512+0.00075115i,-0.00035621+0.00071161i,-0.00038727+0.00066675i,-0.00041801+0.00061644i,-0.00044812+0.00056061i,-0.00047728+0.0004993i,-0.00050515+0.00043263i,-0.00053136+0.00036083i,-0.00055557+0.00028423i,-0.00057739+0.00020326i,-0.00059648+0.00011845i,-0.00061248+3.0448e-05i,-0.00062504-6.0007e-05i,-0.00063384-0.00015208i,-0.00063858-0.00024487i,-0.00063899-0.00033737i,-0.00063485-0.00042854i,-0.00062596-0.00051729i,-0.00061216-0.00060249i,-0.00059338-0.00068301i,-0.00056955-0.00075772i,-0.00054069-0.00082551i,-0.00050687-0.00088532i,-0.00046823-0.00093616i,-0.00042494-0.00097709i,-0.00037726-0.0010073i,-0.0003255-0.0010261i,-0.00027002-0.0010329i,-0.00021124-0.0010273i,-0.00014963-0.001009i,-8.5717e-05-0.00097798i,-2.0044e-05-0.00093422i,4.6794e-05-0.00087803i,0.00011418-0.00080982i,0.00018147-0.00073024i,0.00024802-0.00064007i
-0.0013504+0.00027021i,-0.0012595+0.00018677i,-0.0011602+0.00011603i,-0.0010541+5.894e-05i,-0.00094266+1.6176e-05i,-0.00082732-1.1838e-05i,-0.00070963-2.4946e-05i,-0.00059111-2.3259e-05i,-0.00047326-7.1462e-06i,-0.00035752+2.2769e-05i,-0.00024529+6.5628e-05i,-0.00013787+0.00012035i,-3.6481e-05+0.00018565i,5.7753e-05+0.00026009i,0.00014384+0.00034203i,0.0002209+0.00042977i,0.00028821+0.00052147i,0.00034517+0.00061526i,0.00039132+0.00070921i,0.00042637+0.00080142i,0.00045016+0.00089002i,0.00046268+0.00097319i,0.00046406+0.0010492i,0.00045458+0.0011165i,0.00043462+0.0011736i,0.00040472+0.0012192i,0.0003655+0.0012522i,0.00031769+0.0012718i,0.00026211+0.0012772i,0.00019965+0.0012681i,0.00013126+0.0012442i,5.7946e-05+0.0012055i,-1.9271e-05+0.0011522i,-9.9338e-05+0.001085i,-0.0001812+0.0010043i,-0.00026383+0.00091124i,-0.00034619+0.00080675i,-0.00042731+0.00069212i,-0.00050625+0.00056875i,-0.00058212+0.00043816i,-0.00065413+0.00030196i,-0.00072154+0.00016185i,-0.00078368+1.9572e-05i,-0.00084-0.00012312i,-0.00089002-0.00026446i,-0.00093335-0.00040275i,-0.00096971-0.00053631i,-0.00099891-0.00066356i,-0.0010209-0.00078304i,-0.0010355-0.00089339i,-0.001043-0.00099341i,-0.0010435-0.0010821i,-0.0010371-0.0011584i,-0.0010243-0.0012219i,-0.0010054-0.0012718i,-0.00098072-0.001308i,-0.00095085-0.0013302i,-0.00091625-0.0013386i,-0.00087746-0.0013333i,-0.00083503-0.0013148i,-0.00078952-0.0012837i,-0.0007415-0.0012405i,-0.00069152-0.0011863i,-0.00064014-0.0011219i,-0.00058788-0.0010484i,-0.00053526-0.00096689i,-0.00048274-0.00087861i,-0.00043076-0.00078475i,-0.00037974-0.00068654i,-0.00033003-0.00058522i,-0.00028195-0.00048199i,-0.00023578-0.00037801i,-0.00019175-0.00027439i,-0.00015007-0.00017214i,-0.00011087-7.221e-05i,-7.427e-05+2.4555e-05i,-4.0346e-05+0.00011742i,-9.1395e-06+0.00020576i,1.9338e-05+0.00028908i,4.5099e-05+0.00036697i,6.818e-05+0.00043918i,8.8634e-05+0.00050554i,0.00010653+0.00056601i,0.00012194+0.00062064i,0.00013494+0.00066957i,0.00014563+0.00071303i,0.00015408+0.00075132i,0.00016037+0.00078478i,0.00016458+0.00081382i,0.00016676+0.00083884i,0.00016696+0.00086029i,0.00016524+0.0008786i,0.00016162+0.00089419i,0.00015612+0.00090745i,0.00014875+0.00091874i,0.00013951+0.00092835i,0.0001284+0.00093654i,0.00011541+0.00094349i,0.00010052+0.0009493i,8.3739e-05+0.00095402i,6.5046e-05+0.0009576i,4.4449e-05+0.00095993i,2.1961e-05+0.00096083i,-2.3877e-06+0.00096005i,-2.8552e-05+0.00095728i,-5.6465e-05+0.00095215i,-8.6035e-05+0.00094428i,-0.00011715+0.00093323i,-0.00014966+0.00091856i,-0.00018339+0.00089982i,-0.00021814+0.00087657i,-0.00025368+0.00084842i,-0.00028975+0.00081499i,-0.00032605+0.00077597i,-0.00036225+0.00073112i,-0.00039803+0.00068026i,-0.00043301+0.00062333i,-0.00046681+0.00056036i,-0.00049903+0.00049148i,-0.00052926+0.00041693i,-0.0005571+0.0003371i,-0.00058213+0.00025246i,-0.00060395+0.00016362i,-0.00062217+7.1292e-05i,-0.00063643-2.369e-05i,-0.00064638-0.0001204i,-0.00065172-0.00021784i,-0.00065216-0.00031489i,-0.00064747-0.00041042i,-0.00063748-0.00050323i,-0.00062206-0.00059209i,-0.00060113-0.00067578i,-0.00057467-0.00075308i,-0.00054275-0.00082279i,-0.00050548-0.00088381i,-0.00046303-0.00093506i,-0.00041565-0.0009756i,-0.00036365-0.0010046i,-0.0003074-0.0010213i,-0.00024734-0.0010251i,-0.00018394-0.0010158i,-0.00011776-0.00099291i,-4.9358e-05-0.00095656i,2.0629e-05-0.00090684i,9.155e-05-0.00084411i,0.00016273-0.0007689i,0.00023346-0.00068193i
-0.0013021+0.00019713i,-0.0012025+0.00011783i,-0.0010952+5.2797e-05i,-0.00098155+2.879e-06i,-0.00086329-3.1346e-05i,-0.00074193-4.9586e-05i,-0.00061908-5.1832e-05i,-0.00049631-3.8359e-05i,-0.00037516-9.7125e-06i,-0.00025711+3.3298e-05i,-0.00014359+8.9616e-05i,-3.5929e-05+0.00015796i,6.4648e-05+0.00023685i,0.00015702+0.00032463i,0.00024021+0.00041949i,0.00031336+0.0005195i,0.00037577+0.00062267i,0.00042688+0.00072693i,0.00046628+0.00083022i,0.00049373+0.00093049i,0.00050915+0.0010257i,0.00051258+0.001114i,0.00050423+0.0011936i,0.00048447+0.0012628i,0.00045376+0.0013201i,0.00041271+0.0013642i,0.00036205+0.0013941i,0.00030259+0.0014089i,0.00023525+0.001408i,0.00016101+0.001391i,8.0896e-05+0.0013578i,-3.9926e-06+0.0013085i,-9.2545e-05+0.0012436i,-0.00018363+0.0011636i,-0.00027613+0.0010694i,-0.00036891+0.00096218i,-0.00046091+0.00084307i,-0.00055108+0.00071355i,-0.00063842+0.0005752i,-0.00072202+0.00042975i,-0.00080102+0.00027901i,-0.00087465+0.00012484i,-0.00094224-3.0829e-05i,-0.0010032-0.00018607i,-0.001057-0.00033899i,-0.0011033-0.00048772i,-0.0011419-0.00063048i,-0.0011724-0.00076559i,-0.0011949-0.00089148i,-0.0012093-0.0010068i,-0.0012158-0.0011102i,-0.0012145-0.0012006i,-0.0012057-0.0012773i,-0.0011897-0.0013395i,-0.001167-0.0013867i,-0.001138-0.0014187i,-0.0011032-0.0014354i,-0.0010632-0.001437i,-0.0010185-0.0014238i,-0.0009697-0.0013964i,-0.00091748-0.0013555i,-0.00086241-0.0013019i,-0.0008051-0.0012366i,-0.00074613-0.0011608i,-0.00068607-0.0010756i,-0.00062547-0.00098232i,-0.00056484-0.00088236i,-0.00050466-0.00077706i,-0.00044535-0.00066779i,-0.00038733-0.00055593i,-0.00033093-0.00044279i,-0.00027646-0.00032965i,-0.00022418-0.0002177i,-0.0001743-0.00010806i,-0.000127-1.7341e-06i,-8.241e-05+0.0001004i,-4.0619e-05+0.00019758i,-1.6882e-06+0.00028916i,3.4353e-05+0.00037466i,6.7504e-05+0.0004537i,9.7785e-05+0.00052608i,0.00012523+0.00059167i,0.00014991+0.00065052i,0.00017186+0.00070277i,0.00019117+0.00074865i,0.0002079+0.0007885i,0.00022212+0.00082273i,0.00023389+0.00085182i,0.00024327+0.00087628i,0.00025031+0.00089667i,0.00025504+0.00091353i,0.0002575+0.00092743i,0.00025769+0.00093891i,0.00025562+0.00094846i,0.00025129+0.00095653i,0.00024468+0.00096353i,0.00023578+0.00096977i,0.00022456+0.0009755i,0.000211+0.00098088i,0.00019508+0.00098597i,0.00017679+0.00099075i,0.00015611+0.00099511i,0.00013308+0.00099885i,0.0001077+0.0010017i,8.0023e-05+0.0010033i,5.0127e-05+0.0010032i,1.8105e-05+0.0010009i,-1.5916e-05+0.00099596i,-5.1778e-05+0.00098781i,-8.9292e-05+0.00097588i,-0.00012823+0.00095962i,-0.00016834+0.00093851i,-0.00020933+0.00091205i,-0.00025088+0.0008798i,-0.00029263+0.0008414i,-0.00033419+0.00079655i,-0.00037518+0.00074506i,-0.00041515+0.00068686i,-0.00045367+0.00062197i,-0.00049029+0.00055055i,-0.00052454+0.00047291i,-0.00055596+0.00038945i,-0.00058411+0.00030073i,-0.00060855+0.00020744i,-0.00062885+0.00011039i,-0.00064464+1.0511e-05i,-0.00065554-9.1173e-05i,-0.00066125-0.00019353i,-0.00066148-0.00029536i,-0.00065602-0.00039539i,-0.0006447-0.00049232i,-0.00062742-0.00058481i,-0.00060413-0.00067154i,-0.00057486-0.00075121i,-0.00053971-0.00082255i,-0.00049885-0.00088436i,-0.0004525-0.00093555i,-0.00040098-0.00097512i,-0.00034465-0.0010022i,-0.00028396-0.0010161i,-0.00021941-0.0010163i,-0.00015155-0.0010024i,-8.0992e-05-0.00097415i,-8.3785e-06-0.0009317i,6.5601e-05-0.00087524i,0.00014023-0.00080521i,0.00021477-0.00072225i
-0.0012488+0.00011974i,-0.0011408+4.566e-05i,-0.0010257-1.2535e-05i,-0.00090499-5.4098e-05i,-0.00078037-7.8578e-05i,-0.00065349-8.5827e-05i,-0.00052599-7.6e-05i,-0.00039951-4.9549e-05i,-0.00027563-7.2114e-06i,-0.00015587+5.0001e-05i,-4.1681e-05+0.00012082i,6.56e-05+0.00020376i,0.00016474+0.00029712i,0.00025462+0.00039903i,0.00033428+0.00050747i,0.00040289+0.00062032i,0.00045977+0.00073538i,0.00050443+0.00085043i,0.0005365+0.00096322i,0.0005558+0.0010716i,0.0005623+0.0011734i,0.00055614+0.0012666i,0.00053759+0.0013494i,0.00050711+0.00142i,0.00046524+0.0014769i,0.0004127+0.0015189i,0.00035028+0.0015448i,0.0002789+0.0015539i,0.00019956+0.0015456i,0.00011334+0.0015197i,2.1361e-05+0.0014761i,-7.5204e-05+0.0014152i,-0.00017516+0.0013374i,-0.00027729+0.0012436i,-0.0003804+0.0011348i,-0.0004833+0.0010123i,-0.00058486+0.00087746i,-0.00068396+0.00073203i,-0.00077957+0.00057778i,-0.00087072+0.00041662i,-0.00095652+0.00025056i,-0.0010362+8.1677e-05i,-0.001109-8.7927e-05i,-0.0011743-0.00025615i,-0.0012317-0.00042093i,-0.0012808-0.00058027i,-0.0013212-0.00073225i,-0.0013529-0.0008751i,-0.0013756-0.0010072i,-0.0013895-0.001127i,-0.0013947-0.0012333i,-0.0013915-0.0013249i,-0.00138-0.0014011i,-0.0013607-0.0014612i,-0.001334-0.0015047i,-0.0013004-0.0015315i,-0.0012606-0.0015416i,-0.0012149-0.0015352i,-0.0011642-0.001513i,-0.001109-0.0014754i,-0.00105-0.0014235i,-0.00098777-0.0013581i,-0.00092304-0.0012806i,-0.0008564-0.0011921i,-0.00078848-0.001094i,-0.00071985-0.00098796i,-0.00065105-0.00087531i,-0.0005826-0.00075765i,-0.00051496-0.00063651i,-0.00044856-0.0005134i,-0.00038377-0.00038977i,-0.00032091-0.00026703i,-0.00026028-0.00014646i,-0.0002021-2.9274e-05i,-0.00014656+8.3475e-05i,-9.3824e-05+0.00019085i,-4.3989e-05+0.00029206i,2.8676e-06+0.00038646i,4.6702e-05+0.00047358i,8.75e-05+0.00055309i,0.00012527+0.0006248i,0.00016003+0.00068869i,0.00019183+0.00074488i,0.00022072+0.0007936i,0.00024674+0.0008352i,0.00026995+0.00087015i,0.00029041+0.00089898i,0.00030816+0.00092231i,0.00032325+0.00094079i,0.0003357+0.00095512i,0.00034553+0.00096599i,0.00035276+0.0009741i,0.00035738+0.00098012i,0.00035937+0.00098466i,0.00035871+0.00098831i,0.00035537+0.00099154i,0.00034932+0.00099479i,0.00034051+0.00099836i,0.00032891+0.0010025i,0.00031449+0.0010072i,0.0002972+0.0010126i,0.00027705+0.0010186i,0.00025403+0.0010249i,0.00022816+0.0010312i,0.00019949+0.0010371i,0.00016809+0.0010421i,0.00013405+0.0010457i,9.7516e-05+0.0010473i,5.8648e-05+0.0010462i,1.7654e-05+0.0010417i,-2.5226e-05+0.0010331i,-6.9712e-05+0.0010199i,-0.00011549+0.0010014i,-0.0001622+0.0009769i,-0.00020946+0.00094602i,-0.00025686+0.00090829i,-0.00030394+0.00086341i,-0.00035024+0.00081115i,-0.00039527+0.00075144i,-0.00043854+0.00068434i,-0.00047952+0.00061004i,-0.00051772+0.00052888i,-0.00055262+0.00044137i,-0.00058375+0.00034814i,-0.00061062+0.00024997i,-0.0006328+0.00014778i,-0.00064987+4.2627e-05i,-0.00066148-6.435e-05i,-0.00066729-0.00017189i,-0.00066705-0.00027868i,-0.00066055-0.00038331i,-0.00064764-0.00048437i,-0.00062826-0.00058041i,-0.00060239-0.00067001i,-0.00057011-0.00075176i,-0.00053157-0.00082435i,-0.00048699-0.0008865i,-0.00043666-0.00093708i,-0.00038097-0.00097506i,-0.00032034-0.00099959i,-0.0002553-0.00101i,-0.00018639-0.0010057i,-0.00011427-0.00098637i,-3.9588e-05-0.000952i,3.6926e-05-0.00090265i,0.00011453-0.00083866i,0.00019243-0.00076058i
-0.0011911+3.8711e-05i,-0.0010751-2.8982e-05i,-0.00095264-7.9125e-05i,-0.00082529-0.00011109i,-0.00069481-0.00012456i,-0.00056292-0.00011955i,-0.00043132-9.6393e-05i,-0.0003017-5.5738e-05i,-0.00017568+1.473e-06i,-5.4817e-05+7.4012e-05i,5.9434e-05+0.00016039i,0.00016572+0.00025889i,0.00026279+0.00036759i,0.00034957+0.00048438i,0.0004251+0.00060705i,0.00048857+0.00073325i,0.00053937+0.0008606i,0.00057703+0.00098668i,0.00060124+0.0011091i,0.0006119+0.0012255i,0.00060903+0.0013337i,0.00059286+0.0014315i,0.00056374+0.0015171i,0.00052219+0.0015885i,0.00046888+0.0016444i,0.00040457+0.0016834i,0.00033019+0.0017045i,0.00024673+0.0017069i,0.00015528+0.0016903i,5.7004e-05+0.0016543i,-4.6876e-05+0.0015992i,-0.00015511+0.0015254i,-0.00026641+0.0014336i,-0.00037949+0.0013247i,-0.00049309+0.0012001i,-0.00060596+0.0010611i,-0.00071688+0.0009095i,-0.0008247+0.00074713i,-0.00092834+0.000576i,-0.0010268+0.00039825i,-0.0011191+0.00021611i,-0.0012045+3.1854e-05i,-0.0012822-0.00015222i,-0.0013517-0.00033383i,-0.0014123-0.00051074i,-0.0014638-0.00068082i,-0.0015059-0.00084201i,-0.0015383-0.00099244i,-0.0015611-0.0011304i,-0.0015743-0.0012543i,-0.001578-0.0013629i,-0.0015725-0.001455i,-0.0015581-0.0015299i,-0.0015353-0.0015869i,-0.0015045-0.0016257i,-0.0014663-0.0016461i,-0.0014212-0.0016484i,-0.0013699-0.0016329i,-0.0013131-0.0016002i,-0.0012514-0.0015512i,-0.0011855-0.0014869i,-0.0011162-0.0014085i,-0.001044-0.0013174i,-0.00096978-0.001215i,-0.00089404-0.0011029i,-0.00081743-0.00098287i,-0.00074054-0.0008565i,-0.00066389-0.00072554i,-0.00058799-0.00059169i,-0.00051327-0.00045662i,-0.00044014-0.00032193i,-0.00036895-0.00018915i,-0.0003-5.9684e-05i,-0.00023354+6.5192e-05i,-0.00016977+0.00018434i,-0.00010886+0.00029677i,-5.0936e-05+0.00040168i,3.9219e-06+0.00049842i,5.5657e-05+0.00058652i,0.00010424+0.0006657i,0.00014967+0.00073585i,0.00019196+0.000797i,0.00023113+0.00084938i,0.00026723+0.00089332i,0.00030029+0.00092931i,0.00033034+0.00095794i,0.00035744+0.00097991i,0.00038161+0.00099597i,0.00040287+0.0010069i,0.00042124+0.0010137i,0.0004367+0.001017i,0.00044926+0.0010178i,0.00045889+0.0010169i,0.00046555+0.0010151i,0.0004692+0.001013i,0.00046978+0.0010112i,0.00046723+0.0010103i,0.0004615+0.0010107i,0.00045252+0.0010126i,0.00044025+0.0010163i,0.00042463+0.0010217i,0.00040564+0.0010288i,0.00038327+0.0010372i,0.00035752+0.0010468i,0.00032843+0.001057i,0.00029607+0.0010673i,0.00026053+0.0010771i,0.00022196+0.0010856i,0.00018053+0.001092i,0.00013644+0.0010957i,8.9967e-05+0.0010957i,4.1398e-05+0.0010912i,-8.9254e-06+0.0010816i,-6.0623e-05+0.001066i,-0.00011328+0.0010438i,-0.00016643+0.0010144i,-0.00021961+0.00097734i,-0.00027229+0.00093232i,-0.00032395+0.00087908i,-0.00037403+0.00081758i,-0.00042198+0.00074789i,-0.00046723+0.00067028i,-0.00050924+0.00058516i,-0.00054744+0.00049312i,-0.00058133+0.00039489i,-0.00061039+0.00029138i,-0.00063417+0.00018364i,-0.00065225+7.2824e-05i,-0.00066426-3.9764e-05i,-0.00066988-0.00015274i,-0.00066886-0.00026464i,-0.00066102-0.00037394i,-0.00064625-0.00047909i,-0.0006245-0.00057855i,-0.00059582-0.00067078i,-0.00056034-0.0007543i,-0.00051826-0.0008277i,-0.00046986-0.00088967i,-0.00041551-0.00093904i,-0.00035565-0.00097477i,-0.00029078-0.000996i,-0.0002215-0.0010021i,-0.00014843-0.0009925i,-7.2284e-05-0.00096705i,6.2021e-06-0.0009257i,8.6246e-05-0.00086867i,0.00016704-0.0007964i
